scientificName,.family_names,clean_family_names,.uncer_terms,uncer_terms,clean_uncer_terms,.other_issues,clean_other_issues,.infraesp_names,infraesp_term,names_clean,cardinality,quality
Manihot baccata Allem,TRUE,Manihot baccata Allem,TRUE,,Manihot baccata Allem,TRUE,Manihot baccata Allem,TRUE,,Manihot baccata,2,1
Pachyptera ventricosa A.Gentry,TRUE,Pachyptera ventricosa A.Gentry,TRUE,,Pachyptera ventricosa A.Gentry,TRUE,Pachyptera ventricosa A.Gentry,TRUE,,Pachyptera ventricosa,2,1
Calyptranthes cuspidata Mart. ex DC.,TRUE,Calyptranthes cuspidata Mart. ex DC.,TRUE,,Calyptranthes cuspidata Mart. ex DC.,TRUE,Calyptranthes cuspidata Mart. ex DC.,TRUE,,Calyptranthes cuspidata,2,2
Ocotea Aubl.,TRUE,Ocotea Aubl.,TRUE,,Ocotea Aubl.,TRUE,Ocotea Aubl.,TRUE,,Ocotea,1,1
Manihot guyanensis Klotzsch ex Pax,TRUE,Manihot guyanensis Klotzsch ex Pax,TRUE,,Manihot guyanensis Klotzsch ex Pax,TRUE,Manihot guyanensis Klotzsch ex Pax,TRUE,,Manihot guyanensis,2,2
Erythroxylum martii Peyr.,TRUE,Erythroxylum martii Peyr.,TRUE,,Erythroxylum martii Peyr.,TRUE,Erythroxylum martii Peyr.,TRUE,,Erythroxylum martii,2,1
Baccharis serrulata Pers.,TRUE,Baccharis serrulata Pers.,TRUE,,Baccharis serrulata Pers.,TRUE,Baccharis serrulata Pers.,TRUE,,Baccharis serrulata,2,1
Melochia pilosa (Mill.) Fawc. & Rendle,TRUE,Melochia pilosa (Mill.) Fawc. & Rendle,TRUE,,Melochia pilosa (Mill.) Fawc. & Rendle,TRUE,Melochia pilosa (Mill.) Fawc. & Rendle,TRUE,,Melochia pilosa,2,1
Praxelis pauciflora (Kunth) R.King & H.Rob.,TRUE,Praxelis pauciflora (Kunth) R.King & H.Rob.,TRUE,,Praxelis pauciflora (Kunth) R.King & H.Rob.,TRUE,Praxelis pauciflora (Kunth) R.King & H.Rob.,TRUE,,Praxelis pauciflora,2,1
Qualea parviflora Mart.,TRUE,Qualea parviflora Mart.,TRUE,,Qualea parviflora Mart.,TRUE,Qualea parviflora Mart.,TRUE,,Qualea parviflora,2,1
Malouetia furfuracea Benth. ex Müll.Arg.,TRUE,Malouetia furfuracea Benth. ex Müll.Arg.,TRUE,,Malouetia furfuracea Benth. ex Müll.Arg.,TRUE,Malouetia furfuracea Benth. ex Müll.Arg.,TRUE,,Malouetia furfuracea,2,2
Bulbostylis capillaris (L.) Kunth ex C.B.Clarke,TRUE,Bulbostylis capillaris (L.) Kunth ex C.B.Clarke,TRUE,,Bulbostylis capillaris (L.) Kunth ex C.B.Clarke,TRUE,Bulbostylis capillaris (L.) Kunth ex C.B.Clarke,TRUE,,Bulbostylis capillaris,2,2
Eugenia lambertiana DC.,TRUE,Eugenia lambertiana DC.,TRUE,,Eugenia lambertiana DC.,TRUE,Eugenia lambertiana DC.,TRUE,,Eugenia lambertiana,2,1
Machaerium hirtum (Vell.) Stellfeld,TRUE,Machaerium hirtum (Vell.) Stellfeld,TRUE,,Machaerium hirtum (Vell.) Stellfeld,TRUE,Machaerium hirtum (Vell.) Stellfeld,TRUE,,Machaerium hirtum,2,1
Piptocarpha sellowii (Sch.Bip.) Baker,TRUE,Piptocarpha sellowii (Sch.Bip.) Baker,TRUE,,Piptocarpha sellowii (Sch.Bip.) Baker,TRUE,Piptocarpha sellowii (Sch.Bip.) Baker,TRUE,,Piptocarpha sellowii,2,1
Trembleya parviflora Cogn.,TRUE,Trembleya parviflora Cogn.,TRUE,,Trembleya parviflora Cogn.,TRUE,Trembleya parviflora Cogn.,TRUE,,Trembleya parviflora,2,1
Nymphaea L.,TRUE,Nymphaea L.,TRUE,,Nymphaea L.,TRUE,Nymphaea L.,TRUE,,Nymphaea,1,1
Fabaceae,TRUE,Fabaceae,TRUE,,Fabaceae,TRUE,Fabaceae,TRUE,,Fabaceae,1,1
Solanum concinnum Schott ex Sendtn.,TRUE,Solanum concinnum Schott ex Sendtn.,TRUE,,Solanum concinnum Schott ex Sendtn.,TRUE,Solanum concinnum Schott ex Sendtn.,TRUE,,Solanum concinnum,2,2
Pteris denticulata Sw.,TRUE,Pteris denticulata Sw.,TRUE,,Pteris denticulata Sw.,TRUE,Pteris denticulata Sw.,TRUE,,Pteris denticulata,2,1
Impatiens walleriana Hook.f.,TRUE,Impatiens walleriana Hook.f.,TRUE,,Impatiens walleriana Hook.f.,TRUE,Impatiens walleriana Hook.f.,TRUE,,Impatiens walleriana,2,1
Miconia compressa Naudin,TRUE,Miconia compressa Naudin,TRUE,,Miconia compressa Naudin,TRUE,Miconia compressa Naudin,TRUE,,Miconia compressa,2,1
Guarea guidonia (L.) Sleumer,TRUE,Guarea guidonia (L.) Sleumer,TRUE,,Guarea guidonia (L.) Sleumer,TRUE,Guarea guidonia (L.) Sleumer,TRUE,,Guarea guidonia,2,1
Cynanchum roulinioides (E.Fourn.) Rapini,TRUE,Cynanchum roulinioides (E.Fourn.) Rapini,TRUE,,Cynanchum roulinioides (E.Fourn.) Rapini,TRUE,Cynanchum roulinioides (E.Fourn.) Rapini,TRUE,,Cynanchum roulinioides,2,1
Tabernaemontana linkii A.DC.,TRUE,Tabernaemontana linkii A.DC.,TRUE,,Tabernaemontana linkii A.DC.,TRUE,Tabernaemontana linkii A.DC.,TRUE,,Tabernaemontana linkii,2,1
Xyris hymenachne Mart.,TRUE,Xyris hymenachne Mart.,TRUE,,Xyris hymenachne Mart.,TRUE,Xyris hymenachne Mart.,TRUE,,Xyris hymenachne,2,1
Chrysophyllum sanguinolentum subsp. balata (Ducke) T.D.Penn.,TRUE,Chrysophyllum sanguinolentum subsp. balata (Ducke) T.D.Penn.,TRUE,,Chrysophyllum sanguinolentum subsp. balata (Ducke) T.D.Penn.,TRUE,Chrysophyllum sanguinolentum subsp. balata (Ducke) T.D.Penn.,FALSE,subspecies,Chrysophyllum sanguinolentum balata,3,1
"Lessingianthus hoveaefolius (Gardner) H.Rob., 1988",TRUE,"Lessingianthus hoveaefolius (Gardner) H.Rob., 1988",TRUE,,"Lessingianthus hoveaefolius (Gardner) H.Rob., 1988",TRUE,"Lessingianthus hoveaefolius (Gardner) H.Rob., 1988",TRUE,,Lessingianthus hoveaefolius,2,1
Neea oppositifolia Ruiz & Pav.,TRUE,Neea oppositifolia Ruiz & Pav.,TRUE,,Neea oppositifolia Ruiz & Pav.,TRUE,Neea oppositifolia Ruiz & Pav.,TRUE,,Neea oppositifolia,2,1
Canna indica L.,TRUE,Canna indica L.,TRUE,,Canna indica L.,TRUE,Canna indica L.,TRUE,,Canna indica,2,1
Microstachys corniculata (Vahl) A.Juss. ex Griseb.,TRUE,Microstachys corniculata (Vahl) A.Juss. ex Griseb.,TRUE,,Microstachys corniculata (Vahl) A.Juss. ex Griseb.,TRUE,Microstachys corniculata (Vahl) A.Juss. ex Griseb.,TRUE,,Microstachys corniculata,2,2
Roupala montana Aubl.,TRUE,Roupala montana Aubl.,TRUE,,Roupala montana Aubl.,TRUE,Roupala montana Aubl.,TRUE,,Roupala montana,2,1
Ertela trifolia Kuntze,TRUE,Ertela trifolia Kuntze,TRUE,,Ertela trifolia Kuntze,TRUE,Ertela trifolia Kuntze,TRUE,,Ertela trifolia,2,1
Paspalum hydrophilum Henrard,TRUE,Paspalum hydrophilum Henrard,TRUE,,Paspalum hydrophilum Henrard,TRUE,Paspalum hydrophilum Henrard,TRUE,,Paspalum hydrophilum,2,1
Cochlospermum vitifolium Spreng.,TRUE,Cochlospermum vitifolium Spreng.,TRUE,,Cochlospermum vitifolium Spreng.,TRUE,Cochlospermum vitifolium Spreng.,TRUE,,Cochlospermum vitifolium,2,1
Stryphnodendron pulcherrimum Hochr.,TRUE,Stryphnodendron pulcherrimum Hochr.,TRUE,,Stryphnodendron pulcherrimum Hochr.,TRUE,Stryphnodendron pulcherrimum Hochr.,TRUE,,Stryphnodendron pulcherrimum,2,1
Passiflora misera Kunth,TRUE,Passiflora misera Kunth,TRUE,,Passiflora misera Kunth,TRUE,Passiflora misera Kunth,TRUE,,Passiflora misera,2,1
Solanum ramulosum Sendtn.,TRUE,Solanum ramulosum Sendtn.,TRUE,,Solanum ramulosum Sendtn.,TRUE,Solanum ramulosum Sendtn.,TRUE,,Solanum ramulosum,2,1
Capsicum chinense Jacq.,TRUE,Capsicum chinense Jacq.,TRUE,,Capsicum chinense Jacq.,TRUE,Capsicum chinense Jacq.,TRUE,,Capsicum chinense,2,1
Tabebuia aurea (Silva Manso) S.Moore,TRUE,Tabebuia aurea (Silva Manso) S.Moore,TRUE,,Tabebuia aurea (Silva Manso) S.Moore,TRUE,Tabebuia aurea (Silva Manso) S.Moore,TRUE,,Tabebuia aurea,2,1
Begonia cucullata Willd.,TRUE,Begonia cucullata Willd.,TRUE,,Begonia cucullata Willd.,TRUE,Begonia cucullata Willd.,TRUE,,Begonia cucullata,2,1
Arachis sylvestris (A.Chev.) A.Chev.,TRUE,Arachis sylvestris (A.Chev.) A.Chev.,TRUE,,Arachis sylvestris (A.Chev.) A.Chev.,TRUE,Arachis sylvestris (A.Chev.) A.Chev.,TRUE,,Arachis sylvestris,2,1
Cupania emarginata Cambess.,TRUE,Cupania emarginata Cambess.,TRUE,,Cupania emarginata Cambess.,TRUE,Cupania emarginata Cambess.,TRUE,,Cupania emarginata,2,1
Gurania ovata Cogn.,TRUE,Gurania ovata Cogn.,TRUE,,Gurania ovata Cogn.,TRUE,Gurania ovata Cogn.,TRUE,,Gurania ovata,2,1
Leopoldinia pulchra Mart.,TRUE,Leopoldinia pulchra Mart.,TRUE,,Leopoldinia pulchra Mart.,TRUE,Leopoldinia pulchra Mart.,TRUE,,Leopoldinia pulchra,2,1
Spathiphyllum cannifolium Schott,TRUE,Spathiphyllum cannifolium Schott,TRUE,,Spathiphyllum cannifolium Schott,TRUE,Spathiphyllum cannifolium Schott,TRUE,,Spathiphyllum cannifolium,2,1
Paepalanthus macrocephalus Körn.,TRUE,Paepalanthus macrocephalus Körn.,TRUE,,Paepalanthus macrocephalus Körn.,TRUE,Paepalanthus macrocephalus Körn.,TRUE,,Paepalanthus macrocephalus,2,1
Pterocaulon rugosum Malme,TRUE,Pterocaulon rugosum Malme,TRUE,,Pterocaulon rugosum Malme,TRUE,Pterocaulon rugosum Malme,TRUE,,Pterocaulon rugosum,2,1
Ocotea martiniana (Nees) Mez,TRUE,Ocotea martiniana (Nees) Mez,TRUE,,Ocotea martiniana (Nees) Mez,TRUE,Ocotea martiniana (Nees) Mez,TRUE,,Ocotea martiniana,2,1
Miconia tristis Spring,TRUE,Miconia tristis Spring,TRUE,,Miconia tristis Spring,TRUE,Miconia tristis Spring,TRUE,,Miconia tristis,2,1
Eugenia oeidocarpa O.Berg,TRUE,Eugenia oeidocarpa O.Berg,TRUE,,Eugenia oeidocarpa O.Berg,TRUE,Eugenia oeidocarpa O.Berg,TRUE,,Eugenia oeidocarpa,2,1
Asteraceae,TRUE,Asteraceae,TRUE,,Asteraceae,TRUE,Asteraceae,TRUE,,Asteraceae,1,1
Urvillea ulmacea Kunth,TRUE,Urvillea ulmacea Kunth,TRUE,,Urvillea ulmacea Kunth,TRUE,Urvillea ulmacea Kunth,TRUE,,Urvillea ulmacea,2,1
Coccoloba laevis Casar.,TRUE,Coccoloba laevis Casar.,TRUE,,Coccoloba laevis Casar.,TRUE,Coccoloba laevis Casar.,TRUE,,Coccoloba laevis,2,1
Bowdichia virgilioides Kunth,TRUE,Bowdichia virgilioides Kunth,TRUE,,Bowdichia virgilioides Kunth,TRUE,Bowdichia virgilioides Kunth,TRUE,,Bowdichia virgilioides,2,1
Pavonia multiflora A.St.-Hil.,TRUE,Pavonia multiflora A.St.-Hil.,TRUE,,Pavonia multiflora A.St.-Hil.,TRUE,Pavonia multiflora A.St.-Hil.,TRUE,,Pavonia multiflora,2,1
Polypodiaceae,TRUE,Polypodiaceae,TRUE,,Polypodiaceae,TRUE,Polypodiaceae,TRUE,,Polypodiaceae,1,1
Qualea dichotoma Warm. ex Wille,TRUE,Qualea dichotoma Warm. ex Wille,TRUE,,Qualea dichotoma Warm. ex Wille,TRUE,Qualea dichotoma Warm. ex Wille,TRUE,,Qualea dichotoma,2,2
Manihot gracilis subsp. gracilis,TRUE,Manihot gracilis subsp. gracilis,TRUE,,Manihot gracilis subsp. gracilis,TRUE,Manihot gracilis subsp. gracilis,FALSE,subspecies,Manihot gracilis gracilis,3,1
Schultesia guianensis Malme,TRUE,Schultesia guianensis Malme,TRUE,,Schultesia guianensis Malme,TRUE,Schultesia guianensis Malme,TRUE,,Schultesia guianensis,2,1
Cyperus rigens J.Presl & C.Presl,TRUE,Cyperus rigens J.Presl & C.Presl,TRUE,,Cyperus rigens J.Presl & C.Presl,TRUE,Cyperus rigens J.Presl & C.Presl,TRUE,,Cyperus rigens,2,1
Trigonia nivea Cambess.,TRUE,Trigonia nivea Cambess.,TRUE,,Trigonia nivea Cambess.,TRUE,Trigonia nivea Cambess.,TRUE,,Trigonia nivea,2,1
Nautilocalyx Linden,TRUE,Nautilocalyx Linden,TRUE,,Nautilocalyx Linden,TRUE,Nautilocalyx Linden,TRUE,,Nautilocalyx,1,1
Justicia thunbergioides (Lindau) Leonard,TRUE,Justicia thunbergioides (Lindau) Leonard,TRUE,,Justicia thunbergioides (Lindau) Leonard,TRUE,Justicia thunbergioides (Lindau) Leonard,TRUE,,Justicia thunbergioides,2,1
Najas conferta (A.Braun) A.Braun,TRUE,Najas conferta (A.Braun) A.Braun,TRUE,,Najas conferta (A.Braun) A.Braun,TRUE,Najas conferta (A.Braun) A.Braun,TRUE,,Najas conferta,2,1
Ilex dumosa Reissek,TRUE,Ilex dumosa Reissek,TRUE,,Ilex dumosa Reissek,TRUE,Ilex dumosa Reissek,TRUE,,Ilex dumosa,2,1
Myrsine venosa A.DC.,TRUE,Myrsine venosa A.DC.,TRUE,,Myrsine venosa A.DC.,TRUE,Myrsine venosa A.DC.,TRUE,,Myrsine venosa,2,1
Gomesa glaziovii Cogn.,TRUE,Gomesa glaziovii Cogn.,TRUE,,Gomesa glaziovii Cogn.,TRUE,Gomesa glaziovii Cogn.,TRUE,,Gomesa glaziovii,2,1
Trattinnickia rhoifolia Willd.,TRUE,Trattinnickia rhoifolia Willd.,TRUE,,Trattinnickia rhoifolia Willd.,TRUE,Trattinnickia rhoifolia Willd.,TRUE,,Trattinnickia rhoifolia,2,1
Micropholis melinoniana Pierre,TRUE,Micropholis melinoniana Pierre,TRUE,,Micropholis melinoniana Pierre,TRUE,Micropholis melinoniana Pierre,TRUE,,Micropholis melinoniana,2,1
Erythroxylum suberosum A.St.-Hil.,TRUE,Erythroxylum suberosum A.St.-Hil.,TRUE,,Erythroxylum suberosum A.St.-Hil.,TRUE,Erythroxylum suberosum A.St.-Hil.,TRUE,,Erythroxylum suberosum,2,1
Desmodium tortuosum (Sw.) DC.,TRUE,Desmodium tortuosum (Sw.) DC.,TRUE,,Desmodium tortuosum (Sw.) DC.,TRUE,Desmodium tortuosum (Sw.) DC.,TRUE,,Desmodium tortuosum,2,1
Combretum pyramidatum Ham.,TRUE,Combretum pyramidatum Ham.,TRUE,,Combretum pyramidatum Ham.,TRUE,Combretum pyramidatum Ham.,TRUE,,Combretum pyramidatum,2,1
Peperomia pellucida Kunth,TRUE,Peperomia pellucida Kunth,TRUE,,Peperomia pellucida Kunth,TRUE,Peperomia pellucida Kunth,TRUE,,Peperomia pellucida,2,1
Myrcia splendens DC.,TRUE,Myrcia splendens DC.,TRUE,,Myrcia splendens DC.,TRUE,Myrcia splendens DC.,TRUE,,Myrcia splendens,2,1
Peperomia Ruiz & Pav.,TRUE,Peperomia Ruiz & Pav.,TRUE,,Peperomia Ruiz & Pav.,TRUE,Peperomia Ruiz & Pav.,TRUE,,Peperomia,1,1
Peltogyne densiflora Benth.,TRUE,Peltogyne densiflora Benth.,TRUE,,Peltogyne densiflora Benth.,TRUE,Peltogyne densiflora Benth.,TRUE,,Peltogyne densiflora,2,1
Cnemidaria uleana (A.Samp.) R.Tryon,TRUE,Cnemidaria uleana (A.Samp.) R.Tryon,TRUE,,Cnemidaria uleana (A.Samp.) R.Tryon,TRUE,Cnemidaria uleana (A.Samp.) R.Tryon,TRUE,,Cnemidaria uleana,2,1
Ipomoea brasiliana Meisn.,TRUE,Ipomoea brasiliana Meisn.,TRUE,,Ipomoea brasiliana Meisn.,TRUE,Ipomoea brasiliana Meisn.,TRUE,,Ipomoea brasiliana,2,1
Senecio selloi DC.,TRUE,Senecio selloi DC.,TRUE,,Senecio selloi DC.,TRUE,Senecio selloi DC.,TRUE,,Senecio selloi,2,1
Lafoensia pacari A.St.-Hil.,TRUE,Lafoensia pacari A.St.-Hil.,TRUE,,Lafoensia pacari A.St.-Hil.,TRUE,Lafoensia pacari A.St.-Hil.,TRUE,,Lafoensia pacari,2,1
Phoradendron quadrangulare (Kunth) Krug & Urban,TRUE,Phoradendron quadrangulare (Kunth) Krug & Urban,TRUE,,Phoradendron quadrangulare (Kunth) Krug & Urban,TRUE,Phoradendron quadrangulare (Kunth) Krug & Urban,TRUE,,Phoradendron quadrangulare,2,1
Roupala montana Aubl.,TRUE,Roupala montana Aubl.,TRUE,,Roupala montana Aubl.,TRUE,Roupala montana Aubl.,TRUE,,Roupala montana,2,1
Rhodospatha latifolia Poepp. & Endl.,TRUE,Rhodospatha latifolia Poepp. & Endl.,TRUE,,Rhodospatha latifolia Poepp. & Endl.,TRUE,Rhodospatha latifolia Poepp. & Endl.,TRUE,,Rhodospatha latifolia,2,1
Baccharis serrulata Pers.,TRUE,Baccharis serrulata Pers.,TRUE,,Baccharis serrulata Pers.,TRUE,Baccharis serrulata Pers.,TRUE,,Baccharis serrulata,2,1
Fridericia erubescens (DC.) L.G.Lohmann,TRUE,Fridericia erubescens (DC.) L.G.Lohmann,TRUE,,Fridericia erubescens (DC.) L.G.Lohmann,TRUE,Fridericia erubescens (DC.) L.G.Lohmann,TRUE,,Fridericia erubescens,2,1
Pagamea coriacea Benth.,TRUE,Pagamea coriacea Benth.,TRUE,,Pagamea coriacea Benth.,TRUE,Pagamea coriacea Benth.,TRUE,,Pagamea coriacea,2,1
Helicteres L.,TRUE,Helicteres L.,TRUE,,Helicteres L.,TRUE,Helicteres L.,TRUE,,Helicteres,1,1
Clusia L.,TRUE,Clusia L.,TRUE,,Clusia L.,TRUE,Clusia L.,TRUE,,Clusia,1,1
Polygala ligustroides A.St.-Hil.,TRUE,Polygala ligustroides A.St.-Hil.,TRUE,,Polygala ligustroides A.St.-Hil.,TRUE,Polygala ligustroides A.St.-Hil.,TRUE,,Polygala ligustroides,2,1
Macroptilium erythroloma Urb.,TRUE,Macroptilium erythroloma Urb.,TRUE,,Macroptilium erythroloma Urb.,TRUE,Macroptilium erythroloma Urb.,TRUE,,Macroptilium erythroloma,2,1
Habenaria Willd.,TRUE,Habenaria Willd.,TRUE,,Habenaria Willd.,TRUE,Habenaria Willd.,TRUE,,Habenaria,1,1
Echinochloa crus-galli (L.) P.Beauv.,TRUE,Echinochloa crus-galli (L.) P.Beauv.,TRUE,,Echinochloa crus-galli (L.) P.Beauv.,TRUE,Echinochloa crus-galli (L.) P.Beauv.,TRUE,,Echinochloa crus-galli,2,1
Passiflora edulis Sims,TRUE,Passiflora edulis Sims,TRUE,,Passiflora edulis Sims,TRUE,Passiflora edulis Sims,TRUE,,Passiflora edulis,2,1
Triticum aestivum L.,TRUE,Triticum aestivum L.,TRUE,,Triticum aestivum L.,TRUE,Triticum aestivum L.,TRUE,,Triticum aestivum,2,1
Croton dracunculoides Baill.,TRUE,Croton dracunculoides Baill.,TRUE,,Croton dracunculoides Baill.,TRUE,Croton dracunculoides Baill.,TRUE,,Croton dracunculoides,2,1
Myrcia eriocalyx DC.,TRUE,Myrcia eriocalyx DC.,TRUE,,Myrcia eriocalyx DC.,TRUE,Myrcia eriocalyx DC.,TRUE,,Myrcia eriocalyx,2,1
Parodia ottonis (Lehm.) N.P.Taylor,TRUE,Parodia ottonis (Lehm.) N.P.Taylor,TRUE,,Parodia ottonis (Lehm.) N.P.Taylor,TRUE,Parodia ottonis (Lehm.) N.P.Taylor,TRUE,,Parodia ottonis,2,1
Aloysia gratissima (Gillies & Hook.) Tronc.,TRUE,Aloysia gratissima (Gillies & Hook.) Tronc.,TRUE,,Aloysia gratissima (Gillies & Hook.) Tronc.,TRUE,Aloysia gratissima (Gillies & Hook.) Tronc.,TRUE,,Aloysia gratissima,2,1
Lauraceae,TRUE,Lauraceae,TRUE,,Lauraceae,TRUE,Lauraceae,TRUE,,Lauraceae,1,1
Croton serratifolius Baill.,TRUE,Croton serratifolius Baill.,TRUE,,Croton serratifolius Baill.,TRUE,Croton serratifolius Baill.,TRUE,,Croton serratifolius,2,1
Rauvolfia grandiflora Mart. ex A.DC.,TRUE,Rauvolfia grandiflora Mart. ex A.DC.,TRUE,,Rauvolfia grandiflora Mart. ex A.DC.,TRUE,Rauvolfia grandiflora Mart. ex A.DC.,TRUE,,Rauvolfia grandiflora,2,2
Campomanesia pubescens O.Berg,TRUE,Campomanesia pubescens O.Berg,TRUE,,Campomanesia pubescens O.Berg,TRUE,Campomanesia pubescens O.Berg,TRUE,,Campomanesia pubescens,2,1
Cyathea atrovirens Domin,TRUE,Cyathea atrovirens Domin,TRUE,,Cyathea atrovirens Domin,TRUE,Cyathea atrovirens Domin,TRUE,,Cyathea atrovirens,2,1
Eugenia biflora DC.,TRUE,Eugenia biflora DC.,TRUE,,Eugenia biflora DC.,TRUE,Eugenia biflora DC.,TRUE,,Eugenia biflora,2,1
Xylosma G.Forst.,TRUE,Xylosma G.Forst.,TRUE,,Xylosma G.Forst.,TRUE,Xylosma G.Forst.,TRUE,,Xylosma,1,1
Zornia brasiliensis Vogel,TRUE,Zornia brasiliensis Vogel,TRUE,,Zornia brasiliensis Vogel,TRUE,Zornia brasiliensis Vogel,TRUE,,Zornia brasiliensis,2,1
Inga Mill.,TRUE,Inga Mill.,TRUE,,Inga Mill.,TRUE,Inga Mill.,TRUE,,Inga,1,1
Isertia hypoleuca Benth.,TRUE,Isertia hypoleuca Benth.,TRUE,,Isertia hypoleuca Benth.,TRUE,Isertia hypoleuca Benth.,TRUE,,Isertia hypoleuca,2,1
Mimosa foliolosa var. peregrina Barneby,TRUE,Mimosa foliolosa var. peregrina Barneby,TRUE,,Mimosa foliolosa var. peregrina Barneby,TRUE,Mimosa foliolosa var. peregrina Barneby,FALSE,varietas,Mimosa foliolosa peregrina,3,1
Hedyosmum brasiliense Miq.,TRUE,Hedyosmum brasiliense Miq.,TRUE,,Hedyosmum brasiliense Miq.,TRUE,Hedyosmum brasiliense Miq.,TRUE,,Hedyosmum brasiliense,2,1
Baccharis spicata (Lam.) Baill.,TRUE,Baccharis spicata (Lam.) Baill.,TRUE,,Baccharis spicata (Lam.) Baill.,TRUE,Baccharis spicata (Lam.) Baill.,TRUE,,Baccharis spicata,2,1
Phoradendron dipterum Eichler,TRUE,Phoradendron dipterum Eichler,TRUE,,Phoradendron dipterum Eichler,TRUE,Phoradendron dipterum Eichler,TRUE,,Phoradendron dipterum,2,1
Lepidaploa remotiflora (Rich.) H.Rob.,TRUE,Lepidaploa remotiflora (Rich.) H.Rob.,TRUE,,Lepidaploa remotiflora (Rich.) H.Rob.,TRUE,Lepidaploa remotiflora (Rich.) H.Rob.,TRUE,,Lepidaploa remotiflora,2,1
Cuspidaria inaequalis (DC. ex Splitg.) L.G.Lohmann,TRUE,Cuspidaria inaequalis (DC. ex Splitg.) L.G.Lohmann,TRUE,,Cuspidaria inaequalis (DC. ex Splitg.) L.G.Lohmann,TRUE,Cuspidaria inaequalis (DC. ex Splitg.) L.G.Lohmann,TRUE,,Cuspidaria inaequalis,2,2
Polygala trichosperma Jacq.,TRUE,Polygala trichosperma Jacq.,TRUE,,Polygala trichosperma Jacq.,TRUE,Polygala trichosperma Jacq.,TRUE,,Polygala trichosperma,2,1
Clitoria cajanifolia (C.Presl) Benth.,TRUE,Clitoria cajanifolia (C.Presl) Benth.,TRUE,,Clitoria cajanifolia (C.Presl) Benth.,TRUE,Clitoria cajanifolia (C.Presl) Benth.,TRUE,,Clitoria cajanifolia,2,1
Amaranthaceae,TRUE,Amaranthaceae,TRUE,,Amaranthaceae,TRUE,Amaranthaceae,TRUE,,Amaranthaceae,1,1
Ocotea lanceolata Nees,TRUE,Ocotea lanceolata Nees,TRUE,,Ocotea lanceolata Nees,TRUE,Ocotea lanceolata Nees,TRUE,,Ocotea lanceolata,2,1
Aniba panurensis Mez,TRUE,Aniba panurensis Mez,TRUE,,Aniba panurensis Mez,TRUE,Aniba panurensis Mez,TRUE,,Aniba panurensis,2,1
Dyckia granmogulensis Rauh,TRUE,Dyckia granmogulensis Rauh,TRUE,,Dyckia granmogulensis Rauh,TRUE,Dyckia granmogulensis Rauh,TRUE,,Dyckia granmogulensis,2,1
Lepidaploa reflexa (Gardner) H.Rob.,TRUE,Lepidaploa reflexa (Gardner) H.Rob.,TRUE,,Lepidaploa reflexa (Gardner) H.Rob.,TRUE,Lepidaploa reflexa (Gardner) H.Rob.,TRUE,,Lepidaploa reflexa,2,1
Heliconia L.,TRUE,Heliconia L.,TRUE,,Heliconia L.,TRUE,Heliconia L.,TRUE,,Heliconia,1,1
Coccoloba uvifera L.,TRUE,Coccoloba uvifera L.,TRUE,,Coccoloba uvifera L.,TRUE,Coccoloba uvifera L.,TRUE,,Coccoloba uvifera,2,1
Sebastiania bidentata (Mart. & Zucc.) Pax,TRUE,Sebastiania bidentata (Mart. & Zucc.) Pax,TRUE,,Sebastiania bidentata (Mart. & Zucc.) Pax,TRUE,Sebastiania bidentata (Mart. & Zucc.) Pax,TRUE,,Sebastiania bidentata,2,1
Aphelandra R.Br.,TRUE,Aphelandra R.Br.,TRUE,,Aphelandra R.Br.,TRUE,Aphelandra R.Br.,TRUE,,Aphelandra,1,1
Eugenia unana Sobral,TRUE,Eugenia unana Sobral,TRUE,,Eugenia unana Sobral,TRUE,Eugenia unana Sobral,TRUE,,Eugenia unana,2,1
Capsicum chinense Jacq.,TRUE,Capsicum chinense Jacq.,TRUE,,Capsicum chinense Jacq.,TRUE,Capsicum chinense Jacq.,TRUE,,Capsicum chinense,2,1
Actinocladum verticillatum (Nees) McClure ex Soderstr.,TRUE,Actinocladum verticillatum (Nees) McClure ex Soderstr.,TRUE,,Actinocladum verticillatum (Nees) McClure ex Soderstr.,TRUE,Actinocladum verticillatum (Nees) McClure ex Soderstr.,TRUE,,Actinocladum verticillatum,2,2
Oxalis physocalyx Zucc. ex Progel,TRUE,Oxalis physocalyx Zucc. ex Progel,TRUE,,Oxalis physocalyx Zucc. ex Progel,TRUE,Oxalis physocalyx Zucc. ex Progel,TRUE,,Oxalis physocalyx,2,2
Myrceugenia euosma (O.Berg) D.Legrand,TRUE,Myrceugenia euosma (O.Berg) D.Legrand,TRUE,,Myrceugenia euosma (O.Berg) D.Legrand,TRUE,Myrceugenia euosma (O.Berg) D.Legrand,TRUE,,Myrceugenia euosma,2,1
Aulonemia lanciflora McClure & L.B.Sm.,TRUE,Aulonemia lanciflora McClure & L.B.Sm.,TRUE,,Aulonemia lanciflora McClure & L.B.Sm.,TRUE,Aulonemia lanciflora McClure & L.B.Sm.,TRUE,,Aulonemia lanciflora,2,1
Banara brasiliensis Benth.,TRUE,Banara brasiliensis Benth.,TRUE,,Banara brasiliensis Benth.,TRUE,Banara brasiliensis Benth.,TRUE,,Banara brasiliensis,2,1
