Accepted name,Name as entered,locality/site,Country,Latitude,Longitude,Altitude (m),Vegetation type,Reference,Specimen details
Cassia ferruginea (Schrad.) Schrad. ex DC.,Cassia ferruginea (Schrad.) Schrad. ex DC.,"Acauã, carrasco",Brazil,-17.147499084473,-42.767200469971,862,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Machaerium nyctitans (Vell.) Benth.,Machaerium nyctitans (Vell.) Benth.,"Colatina, floresta semidecidual",Brazil,-19.58390045166,-40.643100738525,167,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Styrax latifolius Pohl,Styrax latifolius Pohl,"Ibituruna, floresta semidecidual",Brazil,-21.132499694824,-44.709400177002,890,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Couepia ovalifolia (Schott) Benth.,Couepia ovalifolia (Schott) Benth.,"Ibicoara, nanofloresta rupícola",Brazil,-13.511400222778,-41.962799072266,1619,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Ocotea pluridomatiata A.Quinet,Ocotea pluridomatiata A.Quinet,"Guaçuí, floresta semidecidual",Brazil,-20.892499923706,-41.710800170898,622,Seasonally dry Semideciduous Broadleaved Forest,"CURTO, R.A. 2011 Dissertação de Mestrado, Universidade Federal do Espírito Santo, Jerônimo Monteiro, ES, Brasil. Avaliação dos métodos de estimação de altura e de estratificação vertical em uma floresta estacional semidecidual.",
Guadua tagoara (Nees) Kunth,Guadua tagoara (Nees) Kunth,"Paraíba do Sul, floresta semidecidual",Brazil,-22.124200820923,-43.36190032959,459,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Norantea guianensis (Aubl.) Choisy,Norantea guianensis (Aubl.) Choisy,"Serra das Paridas, floresta semidecidual",Brazil,-12.477800369263,-41.351898193359,505,Seasonally dry Semideciduous Broadleaved Forest,"COUTO, A.P.L.; FUNCH L.S. & CONCEIÇÃO A.A. 2011 Composição florística e fisionomia de floresta estacional semidecídua submontana na Chapada Diamantina, Bahia, Brasil. Rodriguésia 61 (2): 391-405.",
Randia armata (Sw.) DC.,Randia armata (Sw.) DC.,"Campo Maior, nanofloresta arenícola",Brazil,-4.876699924469,-42.0625,155,Seasonally dry Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Agonandra excelsa Griseb.,Agonandra excelsa Griseb.,"Lagoa Dourada, floresta semidecidual",Brazil,-20.924699783325,-44.101100921631,1115,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Senegalia langsdorffii (Benth.) Seigler & Ebinger,Senegalia langsdorffii (Benth.) Seigler & Ebinger,"Indaiabira, carrasco",Brazil,-15.388899803162,-42.10530090332,868,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Helicostylis tomentosa (Poepp. & Endl.) Rusby,Helicostylis tomentosa (Poepp. & Endl.) Rusby,"Parque do Rio Doce, Ponte Queimada, floresta semidecidual",Brazil,-19.747499465942,-42.484199523926,290,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Maytenus gonoclada Mart.,Maytenus gonoclada Mart.,"Montezuma, carrasco",Brazil,-15.250599861145,-42.451099395752,971,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Toulicia stans (Schott.) Radlk.,Toulicia stans (Schott.) Radlk.,"Paraíba do Sul, floresta semidecidual",Brazil,-22.124200820923,-43.36190032959,459,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Myrcia multipunctata Mazine,Myrcia multipunctata Mazine,"Planalto de Minas, carrasco",Brazil,-17.506900787354,-43.190601348877,908,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Piranhea securinega Radcl.-Sm. & Ratter,Piranhea securinega Radcl.-Sm. & Ratter,"Itinga, caatinga arbórea",Brazil,-16.609399795532,-41.815601348877,387,Arid Deciduous Broadleaved Forest,"GAVILANES, M.L.; BRANDÃO, M. & DANGELO-NETO.' 1996 Informações preliminares sobre a cobertura do município de Francisco Sá, Minas Gerais. Daphne 6 (4): 44-65.",
Guarea kunthiana A.Juss.,Guarea kunthiana A.Juss.,"Paracatu, floresta ripícola",Brazil,-17.167200088501,-46.950000762939,795,Seasonally dry Semideciduous Broadleaved Forest,"NETTESHEIM, F.C.; CARVALHO, D.C.; FONSECA, C.C.; NUNES, R.S.; CAVALCANTI, D.M.; GABRIEL, M.M. & MENEZES, L.F.T. 2010 Estrutura e florística do estrato arbóreo no cerrado sensu stricto de Buritis, Minas Gerais, Brasil. Rodriguésia 61 (4): 731-747.",
Coccoloba warmingii Meisn.,Coccoloba warmingii Meisn.,"Mateus Leme, floresta semidecidual",Brazil,-19.999399185181,-44.332801818848,804,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Cordia ecalyculata Vell.,Cordia ecalyculata Vell.,"Anhembi, floresta semidecidual",Brazil,-22.668899536133,-48.151401519775,558,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Andira nitida Mart. ex Benth.,Andira nitida Mart. ex Benth.,"São Francisco de Itabapoana, Carvão, floresta semidecidual de tabuleiro",Brazil,-21.393299102783,-41.095798492432,24,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Manihot grahamii Hook.,Manihot grahamii Hook.,"Astorga, floresta semidecidual",Brazil,-23.255599975586,-51.031700134277,434,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Anadenanthera peregrina (L.) Speg.,Anadenanthera peregrina (L.) Speg.,"Buritis, cerradao mesotrofico",Brazil,-15.27499961853,-46.492000579834,,,"NETTESHEIM, F.C.; CARVALHO, D.C.; FONSECA, C.C.; NUNES, R.S.; CAVALCANTI, D.M.; GABRIEL, M.M. & MENEZES, L.F.T. 2010 Estrutura e florística do estrato arbóreo no cerrado sensu stricto de Buritis, Minas Gerais, Brasil. Rodriguésia 61 (4): 731-747.",
Cordiera longiflora Kuntze,Cordiera longiflora Kuntze,"Guaratinguetá, floresta semidecidual",Brazil,-22.771900177002,-45.229698181152,559,Seasonally dry Semideciduous Broadleaved Forest,"CAVALCANTI, D.C. 1998 Dissertação de Mestrado, Universidade Estadual Paulista, Rio Claro, SP, Brasil. Florística e fitossociologia de um remanescente florestal transicional no município de Guaratinguetá, SP.",
Acosmium lentiscifolium Schott,Acosmium lentiscifolium Schott,"Jaíba, Reserva Ecológica, caatinga arbórea",Brazil,-15.069899559021,-43.759300231934,,,"MELLO J.M, SCOLFORO J.R.S. & CARVALHO L.M.T. 2008 Florística, estrutura, diversidade, similaridade, distribuição diamétrica e de altura, volumetria, tendências de crescimento e manejo florestal. In: Inventário Florestal de Minas Gerais: Floresta estacional decidual.  Florística, estrutura, diversidade, similaridade, distribuição diamétrica e de altura, volumetria, tendências de crescimento e manejo florestal. In: Inventário Florestal de Minas Gerais: Floresta estacional decidual. Editora UFLA. 266",
Rudgea viburnoides (Cham.) Benth.,Rudgea viburnoides (Cham.) Benth.,"Ouro Branco, floresta semidecidual",Brazil,-20.497200012207,-43.724201202393,1053,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Aegiphila verticillata Vell.,Aegiphila verticillata Vell.,"Andorinha, floresta areno-rupícola",Brazil,-10.139399528503,-39.830001831055,779,Arid Deciduous Broadleaved Forest,"SANTOS, R.M. & QUEIROZ, L.P. 2008 Universidade Estadual de Feira de Santana, Feira de Santana, BA, Brazil. Checklists de áreas de caatinga e matas secas.",
Miconia albicans (Sw.) Triana,Miconia albicans (Sw.) Triana,"Santa Rita do Passa Quatro, floresta semidecidual",Brazil,-21.719400405884,-47.593898773193,613,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Lafoensia pacari A.St.-Hil.,Lafoensia pacari A.St.-Hil.,"São Jerônimo da Serra, floresta semidecidual",Brazil,-23.749399185181,-50.769401550293,834,Seasonally cold Semideciduous Broadleaved Forest,"SÁ, K.L.V.R. 2004 Dissertação de Mestrado, Universidade Estadual de Campinas, Campinas, SP, Brasil. A flórula vascular da Reserva Indígena São Jerônimo, São Jerônimo da Serra - Paraná: Subsídios para conservação da vegetação.",
Casearia arborea (Rich.) Urb.,Casearia arborea (Rich.) Urb.,"Grão Mogol, Rio Itacambiruçu, floresta semidecidual",Brazil,-16.586700439453,-42.853900909424,641,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Myracrodruon urundeuva Allemão,Myracrodruon urundeuva Allemão,Bonito de Minas Floresta Decidua,Brazil,-15.311400413513,-44.734699249268,,,"SANTOS, R.M. 2015 Bonito de Minas Floresta Decídua Unpublished dataset",
Dalbergia frutescens (Vell.) Britton,Dalbergia frutescens (Vell.) Britton,"Itabira, floresta semidecidual",Brazil,-19.66250038147,-43.319400787354,968,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Erythroxylum tortuosum Mart.,Erythroxylum tortuosum Mart.,Reserva Biologica Municipal Mario Viana,Brazil,-14.683300018311,-52.333301544189,,,"MARIMON JUNIOR, B.H. & HARIDASAN, M. 2005 Comparação da vegetação arbórea e características edáficas de um cerradão e um cerrado sensu stricto em áreas adjacentes em solos distróficos no leste de Mato Grosso, Brasil. Acta Botanica Brasilica 19 (4): 913-9",
Xylopia sericea A.St.-Hil.,Xylopia sericea A.St.-Hil.,"Frei Gaspar, floresta semidecidual",Brazil,-18.072500228882,-41.4660987854,734,Seasonally dry Semideciduous Broadleaved Forest,"REIS, H.; SCOLFORO, J.R.S.; OLIVEIRA, A.D.; OLIVEIRA-FILHO, A.T.; MELLO, J.M. 2007 Análise da composição florística, diversidade e similaridade de fragmentos de mata atlântica em Minas Gerais. Cerne 13 (3): 280-290.",
Cassia ferruginea (Schrad.) Schrad. ex DC.,Cassia ferruginea (Schrad.) Schrad. ex DC.,"Baturité, Mulungu, floresta decidual de brejo",Brazil,-4.2863998413086,-38.993598937988,870,Seasonally dry Deciduous Broadleaved Forest,"OLIVEIRA, T.S. & ARAÚJO, F.S. 2007 Edições UFC, Fortaleza, CE, Brazil. Diversidade e conervação da biota na serra de Baturité, Ceará.",
Myrcianthes gigantea (D.Legrand) D.Legrand,Myrcianthes gigantea (D.Legrand) D.Legrand,"Rodeio Bonito, floresta semidecidual",Brazil,-27.470300674438,-53.114398956299,368,Seasonally cold Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Coussapoa microcarpa (Schott) Rizzini,Coussapoa microcarpa (Schott) Rizzini,"São João Evangelista, floresta semidecidual",Brazil,-18.545799255371,-42.754699707031,757,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Machaerium acutifolium Vogel,Machaerium acutifolium Vogel,"Juvenília, caatinga arbórea",Brazil,-14.275799751282,-44.111698150635,,,"SANTOS, R.M. 2006 Dissertação de Mestrado, Universidade Federal de Lavras, Lavras, MG, Brasil. Variações florísticas e estruturais de sete fragmentos de caatinga arbórea nos municípios de Montalvânia e Juvenília, norte do estado de Minas Gerais.",
Marlierea excoriata Mart.,Marlierea excoriata Mart.,"Paraíba do Sul, floresta semidecidual",Brazil,-22.124200820923,-43.36190032959,459,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Bastardiopsis densiflora (Hook. & Arn.) Hassl.,Bastardiopsis densiflora (Hook. & Arn.) Hassl.,"Medianeira, floresta semidecidual",Brazil,-25.208599090576,-54.193298339844,250,Seasonally cold Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Astronium fraxinifolium Schott,Astronium fraxinifolium Schott,"Ribeirão Preto, floresta decidual",Brazil,-21.29280090332,-47.898101806641,682,Seasonally dry Deciduous Broadleaved Forest,"KOTCHETKOFF-HENRIQUES, O; JOLY, C.A. & BERNACCI, L.C. 2005 Relação entre solo e vegetação natural no município de Ribeirão Preto, SP. Revista Brasileira de Botânica 28 (3): 541-562.",
Erythrina falcata Benth.,Erythrina falcata Benth.,"Cristo Rei, floresta semidecidual",Brazil,-22.751100540161,-52.436901092529,369,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Myrcia eriocalyx DC.,Myrcia eriocalyx DC.,"Mucugê, nanofloresta rupícola",Brazil,-13.208299636841,-41.154201507568,795,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Erythroxylum deciduum A.St.-Hil.,Erythroxylum deciduum A.St.-Hil.,Mata do Krambeck,Brazil,-21.731700897217,-43.369701385498,,,"MOREIRA, B. 2014 Estrutura, diversidade e regeneração arbórea de uma floresta atlântica secundária submetida a supressão do sub-bosque. Dissertação de Mestrado (Ecologia) - Universidade Federal de Juiz de Fora, Juiz de Fora",
Wunderlichia crulsiana Taub.,Wunderlichia cruelsiana Taub.,TO-MIRACEMA DO TOCANTINS Cerrado sensu stricto CE44,Brazil,-9.7679996490479,-48.518901824951,,,"HAIDAR RF, DIAS R, AND FELFILI JM 2013 Mapeamento das regiões fitoecológicas e inventário florestal do estado do Tocantins. Palmas, TO. Governo do Estado do Tocantins p. 156",
Metrodorea nigra A.St.-Hil.,Metrodorea nigra A.St.-Hil.,"São Francisco de Itabapoana, Carvão, floresta semidecidual de tabuleiro",Brazil,-21.393299102783,-41.095798492432,24,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Metrodorea maracasana Kaastra,Metrodorea maracasana Kaastra,"Jequié, floresta semidecidual",Brazil,-13.94939994812,-40.113899230957,718,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Virola gardneri (A.DC.) Warb.,Virola gardneri (A.DC.) Warb.,"Pingo d’Água, floresta semidecidual",Brazil,-19.722499847412,-42.428298950195,274,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Pseudobombax marginatum (A.St.-Hil.) A.Robyns,Pseudobombax marginatum (A.St.-Hil.) A.Robyns,"Monte Rei, caatinga arbórea",Brazil,-14.409399986267,-44.204700469971,,,"SANTOS, R. M. 2015 Vale Verde Caatinga Arbórea  Unpublished dataset",
Aspidosperma cylindrocarpon Müll.Arg.,Aspidosperma cylindrocarpon Müll.Arg.,"Médio Pandeiros, floresta ripícola",Brazil,-15.311100006104,-44.991901397705,588,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Centrolobium tomentosum Guillem. ex Benth.,Centrolobium tomentosum Guillem. ex Benth.,"Juiz de Fora, floresta semidecidual",Brazil,-21.748300552368,-43.318099975586,893,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Bathysa sp.1,Bathysa sp.1,Poço Dantas,Brazil,-21.451299667358,-43.18579864502,,,"FONSECA, C.R. 2017 Diversidade de espécies arbóreas e sua relação com o histórico de perturbação antrópica em uma paisagem urbana da Floresta Atlântica Tese de Doutorado (Ecologia) - Universidade Federal de Juiz de Fora, Juiz de Fora",
Persea venosa Nees,Persea venosa Nees,"Caratinga, Embratel, floresta semidecidual",Brazil,-19.84580039978,-42.127799987793,952,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Pseudobombax campestre (Mart. & Zucc.) A.Robyns,Pseudobombax campestre (Mart. & Zucc.) A.Robyns,"Rio Vermelho, floresta semidecidual",Brazil,-18.24220085144,-42.9660987854,719,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Xylopia sericea A.St.-Hil.,Xylopia sericea A.St.-Hil.,"Itapetinga, floresta semidecidual",Brazil,-15.040599822998,-40.356899261475,467,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Psychotria rhytidocarpa Müll.Arg.,Psychotria rhytidocarpa Müll.Arg.,"Santos Dumont, floresta semidecidual",Brazil,-21.489200592041,-43.600601196289,886,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Psychotria myriantha Müll.Arg.,Psychotria myriantha Müll.Arg.,"Lupionópolis, floresta semidecidual",Brazil,-22.694400787354,-51.693599700928,353,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Piper arboreum Aubl.,Piper arboreum Aubl.,"Guaratinguetá, floresta semidecidual",Brazil,-22.771900177002,-45.229698181152,559,Seasonally dry Semideciduous Broadleaved Forest,"CAVALCANTI, D.C. 1998 Dissertação de Mestrado, Universidade Estadual Paulista, Rio Claro, SP, Brasil. Florística e fitossociologia de um remanescente florestal transicional no município de Guaratinguetá, SP.",
Eugenia myrcianthes Nied.,Eugenia myrcianthes Nied.,"Vila Alves, floresta semidecidual",Brazil,-20.163299560547,-49.936901092529,504,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Qualea multiflora Mart.,Qualea multiflora Mart.,"Jales, floresta semidecidual",Brazil,-20.350299835205,-50.505798339844,459,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Xylopia aromatica (Lam.) Mart.,Xylopia aromatica (Lam.) Mart.,"Fênix, floresta semidecidual",Brazil,-23.868600845337,-53.846698760986,347,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Phyllanthus chacoensis Morong,Phyllanthus chacoensis Morong,"Mocambo, caatinga carbonática",Brazil,-12.765800476074,-42.50719833374,502,Arid Deciduous Broadleaved Forest,"SANTOS, R.M. & QUEIROZ, L.P. 2008 Universidade Estadual de Feira de Santana, Feira de Santana, BA, Brazil. Checklists de áreas de caatinga e matas secas.",
Psychotria carthagenensis Jacq.,Psychotria carthagenensis Jacq.,"Ponte Nova, floresta semidecidual",Brazil,-20.427499771118,-42.928901672363,427,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Buchenavia grandis Ducke,Buchenavia grandis Ducke,"Alto Paraguai, floresta ripícola",Brazil,-17.848300933838,-57.403900146484,94,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Copaifera langsdorffii Desf.,Copaifera langsdorffii Desf.,GO-VILA PROPICIO Cerrado rupestre CR05,Brazil,-15.25,-48.770000457764,,,"FELFILI, J. M.; SEVILHA, A. C. AND SILVA JÚNIOR, M.C. 2007 Comparação entre as unidades fisiográficas: Chapada Pratinha e Chapada dos Veadeiros. In: Felfili, J. M.; Rezende, A. V. & Silva Júnior, M. C. (eds.). Biogeografia do bioma cerrado-vegetação e solos da Chapada dos Veadeiros. Editora UnB. Brasília. Pp. 113-117.",
Casearia sylvestris Sw.,Casearia sylvestris Sw.,"Serra do Cipó, Lapinha, nanofloresta rupícola",Brazil,-19.160600662231,-43.651401519775,1113,Seasonally dry Semideciduous Broadleaved Forest,"BOTREL, R.T.; OLIVEIRA-FILHO, A.T.; RODRIGUES, L.A. & CURI, N. 2002 Composição florística e estrutura da comunidade arbórea de um fragmento de floresta estacional semidecidual em Ingaí, MG, e a influência de variáveis ambientais na distribuição das espécies",
Ilex cerasifolia Reissek,Ilex cerasifolia Reissek,"Monte Belo, floresta semidecidual",Brazil,-21.370800018311,-46.280300140381,877,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Averrhoidium gardnerianum Baill.,Averrhoidium gardnerianum Baill.,"Januária, Brejo do Amparo, caatinga arbórea",Brazil,-15.445799827576,-44.409400939941,549,Arid Deciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Vitex capitata Vahl.,Vitex capitata Vahl.,"Padre Carvalho, carrasco",Brazil,-16.37140083313,-42.512199401855,733,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Eugenia florida DC.,Eugenia florida DC.,"Virgem da Lapa, floresta semidecidual de cipó",Brazil,-16.751699447632,-42.232498168945,675,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
