DATASET,DATASET_ACRONYM,RECORD_ID,MUNICIPALITY,STATE,STATE_ACRONYM,COUNTRY,ID_CODLOC,HABITAT,LATITUDE_Y,LONGITUDE_X,PRECISION,REGIONAL_NAME_OF_STUDY_SITE,EPIPHYTE_GROUP,EPIPHYTE_FAMILY,EPIPHYTE_GENUS,EPIPHYTE_EPITHET,EPIPHYTE_SPECIES,EPIPHYTE_HABITAT,FOROPHYTE_FAMILY,FOROPHYTE_GENERA,FOROPHYTE_EPITHET,FOROPYHYTE_SPECIES,YEAR_START,YEAR_FINISH,DATA_TYPE,ALTITUDE,ANNUAL_RAINFALL,ANNUAL_TEMPERATURE,VEGETATION_TYPE,ATLANTIC_FOREST_LIMIT,OBS
ANNE_01379,ANNE,28517,ITAIOPOLIS,SANTA CATARINA,SC,Brazil,,Dense Ombrophilous Forest,-26.6333,-49.85,Municipality,Rio do Bispo,Ferns,Blechnaceae,Lomaridium,acutum,Lomaridium acutum,hemiepiphyte,,,,,2010,2010,Presence_only,620,1446,22.2999992370605,Ombrophilous Forest,YES,
PERB_00617,PERB,E0660,TERESOPOLIS,RIO DE JANEIRO,RJ,Brazil,,,-22.451667,-43.001667,Municipality,Trilha da pedra do sino,Angiosperms,Gesneriaceae,Nematanthus,fornix,Nematanthus fornix,holoepiphyte,,,,,2012,2012,Presence_only,1079,1747,20,Ombrophilous Forest,YES,Example
KESS_00785,KESS,E0785,DESCOBERTO,MATO GROSSO DO SUL,MS,Brazil,,,-21.4597,-42.9675,Municipality,,Angiosperms,Bromeliaceae,Vriesea,gigantea,Vriesea gigantea,holoepiphyte,,,,,,,Presence_only,599,1369,25.5,Seasonal Forest,YES,
MENE2_20507,MENE2,E27733,MORRETES,PARANA,PR,Brazil,,,-25.4769,-48.8344,Coordinates given in the herbarium record,"Parque Estadual do Pico do Marumbi, Morro do Facaozinho",Angiosperms,Bromeliaceae,Tillandsia,geminiflora,Tillandsia geminiflora,holoepiphyte,,,,,,,Presence_only,143,1974,25.8999996185303,Ombrophilous Forest,YES,
MENE2_25230,MENE2,E32027,SAO FRANCISCO DO SUL,SANTA CATARINA,SC,Brazil,,,-26.24,-48.64,Coordinates given in the herbarium record,"Monte Crista, Garuva",Angiosperms,Bromeliaceae,Vriesea,longicaulis,Vriesea longicaulis,holoepiphyte,,,,,,,Presence_only,,1825,25.2000007629395,,YES,
KERB_07509,KERB,E7509,FAZENDA RIO GRANDE,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.666271,-49.269229,Forest fragment,Fazenda Experimental Gralha Azul 2,Angiosperms,Cactaceae,Lepismium,houlletianum,Lepismium houlletianum,holoepiphyte,,,,,2015,2017,Abundance,910,1294,20.5,Ombrophilous Forest,YES,
FUME_06473,FUME,E6493,BAEPENDI,MATO GROSSO DO SUL,MS,Brazil,,Cloud Forest,-22.1225,-44.7443,500,"Parque Estadual da Serra do Papagaio, Chapadao",Ferns,Polypodiaceae,Melpomene,pilosissima,Melpomene pilosissima,holoepiphyte,,,,,2012,2013,Presence_absence,1849,2026,16,Other,YES,
ANNE_04876,ANNE,17540,ORLEANS,SANTA CATARINA,SC,Brazil,,Dense Ombrophilous Forest,-28.1667,-49.4,Municipality,Rio Minador,Angiosperms,Orchidaceae,Polystachya,concreta,Polystachya concreta,holoepiphyte,,,,,2009,2009,Presence_only,530,1583,20.8999996185303,Savanna,YES,
MENE2_00847,MENE2,E0847,NATUBA,PARAIBA,PB,Brazil,,,-7.641666667,-35.54972222,Coordinates given in the herbarium record,mata da Antena,Angiosperms,Bromeliaceae,Aechmea,costantinii,Aechmea costantinii,holoepiphyte,,,,,,,Presence_only,374,1107,25.1000003814697,,NO,
KERB_04738,KERB,E4738,CONTENDA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.604126,-49.570547,Forest fragment,General Lucio,Angiosperms,Orchidaceae,Campylocentrum,grisebachii,Campylocentrum grisebachii,holoepiphyte,,,,,2002,2006,Abundance,872,1323,21,Ombrophilous Forest,YES,
MENE2_12270,MENE2,E20245,MANGARATIBA,RIO DE JANEIRO,RJ,Brazil,,,-23.0594444,-43.9377777,Coordinates given in the herbarium record,"Ilha da Marambaia. Face este da Ilha, Praia Grande.",Angiosperms,Araceae,Philodendron,cordatum,Philodendron cordatum,hemiepiphyte,,,,,,,Presence_only,11,1388,26.2000007629395,Ombrophilous Forest,YES,
KERB_09144,KERB,E9144,LAPA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.578059,-49.912969,Forest fragment,Castelhanos,Angiosperms,Cactaceae,Lepismium,warmingianum,Lepismium warmingianum,holoepiphyte,Sapindaceae,Matayba,elaeagnoides,Matayba elaeagnoides,2002,2006,Abundance,830,1369,21.5,Other,YES,
PERB_00607,PERB,E0648,RIO DE JANEIRO,RIO DE JANEIRO,RJ,Brazil,,,-22.96306,-43.257781,Municipality,Habitat prope Rio de Janeiro,Angiosperms,Gesneriaceae,Nematanthus,crassifolius,Nematanthus crassifolius,holoepiphyte,,,,,,,Presence_only,285,1619,23.3999996185303,,YES,Example
NUNE_02631,NUNE,AD808,CACHOEIRAS DE MACACU,RIO DE JANEIRO,RJ,Brazil,C600P14A1,Secondary Forest,-22.38527778,-42.72944444,5,Reserva Ecologica de Guapiacu -Trilha Verde-,Angiosperms,Piperaceae,Peperomia,catharinae,Peperomia catharinae,holoepiphyte,,,,,2012,2016,Presence_only,926,1530,23.2999992370605,Ombrophilous Forest,YES,507
FRAN_00255,FRAN,E0258,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,1,Inselberg,-20.938611,-41.544167,Study site,Pontoes de Mimoso do Sul: afloramento do Toti,Ferns,Polypodiaceae,Microgramma,tecta,Microgramma tecta,holoepiphyte,Nyctaginaceae,Guapira,opposita,Guapira opposita,2015,2015,Abundance,634,1317,21.7999992370605,Seasonal Forest,YES,
COUT_00195,COUT,E0536,IBITIRAMA,ESPIRITO SANTO,ES,Brazil,,Granitic-Gneissic Inselberg,-20.394722,-41.734722,Study site,Parna Caparao: proximo ao poco-dos-guardas,Angiosperms,Orchidaceae,Promenaea,xanthina,Promenaea xanthina,holoepiphyte,Malvaceae,Pseudobombax,petropolitanum,Pseudobombax petropolitanum,2012,2012,Presence_only,1286,1396,20.3999996185303,Seasonal Forest,YES,
KERB_05980,KERB,E5980,CAMPINA GRANDE DO SUL,PARANA,PR,Brazil,ABUNDANCE,,-25.240888,-48.830907,Forest fragment,Morro Caratuva,Ferns,Polypodiaceae,Cochlidium,punctatum,Cochlidium punctatum,holoepiphyte,Winteraceae,Drimys,angustifolia,Drimys angustifolia,2009,2011,Abundance,1714,1907,16.7999992370605,Ombrophilous Forest,YES,
FUME_00733,FUME,E0735,ARAPONGA,MATO GROSSO DO SUL,MS,Brazil,,Cloud Forest,-20.6795,-42.44466,20,"Parque Estadual Serra do Brigadeiro, Pico do Bone",Angiosperms,Orchidaceae,Gomesa,gomezoides,Gomesa gomezoides,holoepiphyte,,,,,2017,2017,Presence_absence,1509,1591,17.5,Seasonal Forest,YES,
MENE2_26672,MENE2,E33338,SERRO,MATO GROSSO DO SUL,MS,Brazil,,,-18.6047,-43.3794,Coordinates given in the herbarium record,,Angiosperms,Orchidaceae,Xylobium,variegatum,Xylobium variegatum,holoepiphyte,,,,,,,Presence_only,858,1471,23.2000007629395,Seasonal Forest,YES,
FRAN_00499,FRAN,E0502,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,1,Inselberg,-20.938725,-41.544281,Study site,Pontoes de Mimoso do Sul: afloramento do Toti,Angiosperms,Bromeliaceae,Tillandsia,recurvata,Tillandsia recurvata,facultative,,,,,2015,2015,Abundance,634,1317,21.7999992370605,Seasonal Forest,YES,
MENE2_08012,MENE2,E16374,BENEDITO NOVO,SANTA CATARINA,SC,Brazil,,,-26.784869,-49.417219,Coordinates given in the herbarium record,Margem do rio Benedito,Angiosperms,Orchidaceae,Gomesa,riograndensis,Gomesa riograndensis,holoepiphyte,,,,,,,Presence_only,459,1550,23.5,Ombrophilous Forest,YES,
KERB_12610,KERB,E12610,PIRAQUARA,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.528984,-49.012214,Forest fragment,Haras Santo Antonio,Ferns,Polypodiaceae,Serpocaulon,catharinae,Serpocaulon catharinae,holoepiphyte,Leguminosae,Machaerium,sp.,Machaerium sp.,2002,2006,Abundance,1015,1701,20.3999996185303,Ombrophilous Forest,YES,
MARC_00252,MARC,E0252,UBATUBA,SAO PAULO,SP,Brazil,3,Dense Ombrophilous Forest,-23.238611,-44.980833,Plot,"Parque Estadual da Serra do Mar, parcela permanente",Angiosperms,Orchidaceae,Dichaea,cogniauxiana,Dichaea cogniauxiana,holoepiphyte,,,,,2014,2014,Presence_only,1218,1676,18.3999996185303,Ombrophilous Forest,YES,
MENE_01223,MENE,E1237,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,,Urban Green Area,-21.7467,-43.3606,100,Museu Mariano Procopio,Angiosperms,Bromeliaceae,Tillandsia,tricholepis,Tillandsia tricholepis,holoepiphyte,Arecaceae,Syagrus,romanzoffiana,Syagrus romanzoffiana,2015,2016,Presence_only,686,1503,23.6000003814697,Seasonal Forest,YES,
MENE2_26919,MENE2,E33562,CABO FRIO,RIO DE JANEIRO,RJ,Brazil,,,-22.8794,-42.0186,Coordinates given in the herbarium record,Campos Novos.,Angiosperms,Orchidaceae,Zygostates,octavioreisii,Zygostates octavioreisii,holoepiphyte,,,,,,,Presence_only,,843,25.1000003814697,,YES,
ANNE_02429,ANNE,17283,MORRO GRANDE,SANTA CATARINA,SC,Brazil,,Dense Ombrophilous Forest,-28.7,-49.7667,Municipality,Tres Barras,Angiosperms,Orchidaceae,Heterotaxis,brasiliensis,Heterotaxis brasiliensis,holoepiphyte,,,,,2009,2009,Presence_only,214,1512,22,Savanna,YES,
PERB_01000,PERB,E1099,NOVA FRIBURGO,RIO DE JANEIRO,RJ,Brazil,,,-22.28190041,-42.53110123,20,"Reserva Ecologiga Municipal de Macae de Cima, Sitio Hum New Baccus.",Angiosperms,Gesneriaceae,Nematanthus,fornix,Nematanthus fornix,holoepiphyte,,,,,1987,1987,Presence_only,922,1372,21.7999992370605,Ombrophilous Forest,YES,Example
FRAL_01423,FRAL,E1423,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,,Urban Green Area,-21.771389,-43.351667,50,Praca Jarbas de Lery Santos,Ferns,Polypodiaceae,Microgramma,squamulosa,Microgramma squamulosa,holoepiphyte,Fabaceae,Poincianella,pluviosa,Poincianella pluviosa,2015,2016,Presence_only,692,1497,23.5,Seasonal Forest,YES,
MENE2_21408,MENE2,E28552,CRISTALIA,MINAS GERAIS,MG,Brazil,,,-16.66,-42.99,Coordinates given in the herbarium record,"Serra do Espinhaco, ca. 18 km west of Grao Mogol",Angiosperms,Bromeliaceae,Tillandsia,recurvata,Tillandsia recurvata,facultative,,,,,,,Presence_only,,,,,NO,
CROS_00085,CROS,x158,ASSIS,SAO PAULO,SP,Brazil,5,Secondary Forest,-22.596083,-50.3783,10,Estacao Ecologica de Assis,Angiosperms,Bromeliaceae,Tillandsia,recurvata,Tillandsia recurvata,facultative,Meliaceae,Trichilia,pallida,Trichilia pallida,2015,2015,Abundance,578,1325,23.7000007629395,Savanna,YES,The plots were circular with the tree hosting most epiphytes on the axis
FEMA_00660,FEMA,E660,CONCEICAO DO MATO DENTRO,MATO GROSSO DO SUL,MS,Brazil,4,,-19.036944,-43.425,Municipality,Parque Natural Municipal do Ribeirao do Campo,Ferns,Dryopteridaceae,Elaphoglossum,glaziovii,Elaphoglossum glaziovii,holoepiphyte,,,,,2010,2014,Presence_only,882,1686,23.6000003814697,Seasonal Forest,YES,"The specimens examined for this study were compiled from the following herbaria: AAU, B, BHCB, BM, BR, CEPEC, F, FLOR, FURB, GH, HB, HBR, HUEFS, INPA, K, M, MBM, MBML, MO, NY, R, RB, P, PH, PI, S, SP, SPF, UC, UPCB, and US Mota 1566 -BHCB-"
KERB_08466,KERB,E8466,GUARAPUAVA,PARANA,PR,Brazil,ABUNDANCE,Flooded Forest,-25.521863,-51.416667,Forest fragment,Rio Sao Jeronimo,Ferns,Polypodiaceae,Microgramma,squamulosa,Microgramma squamulosa,holoepiphyte,Araucariaceae,Araucaria,angustifolia,Araucaria angustifolia,2003,2003,Abundance,984,1735,19.7000007629395,Savanna,YES,
MENE2_32864,MENE2,E9290,RIO DE JANEIRO,RIO DE JANEIRO,RJ,Brazil,,,-22.8711111,-43.3369444,Coordinates given in the herbarium record,,Angiosperms,Cactaceae,Epiphyllum,phyllanthus,Epiphyllum phyllanthus,holoepiphyte,,,,,,,Presence_only,112,1168,26.1000003814697,Ombrophilous Forest,YES,
MENE2_24280,MENE2,E31163,PORTO SEGURO,BAHIA,BA,Brazil,,,-16.533333,-39.133333,Coordinates given in the herbarium record,Area da Estacao Ecologica do pau-brasil. 16Km ao W Porto Seguro. Rod. BR-367. Rumo leste da Estacao.,Angiosperms,Bromeliaceae,Vriesea,ensiformis,Vriesea ensiformis,holoepiphyte,,,,,,,Presence_only,24,1527,25.7999992370605,Ombrophilous Forest,YES,
MENE2_02435,MENE2,E11304,FLORIANOPOLIS,SANTA CATARINA,SC,Brazil,,,-27.724167,-48.535,Coordinates given in the herbarium record,Parque Municipal da Lagoa do Peri,Angiosperms,Cactaceae,Lepismium,houlletianum,Lepismium houlletianum,holoepiphyte,,,,,,,Presence_only,63,1565,22.6000003814697,Ombrophilous Forest,YES,
MENE2_23456,MENE2,E30414,RIO DAS OSTRAS,RIO DE JANEIRO,RJ,Brazil,,,-22.4908333,-41.9072222,Coordinates given in the herbarium record,da Praia virgem.,Angiosperms,Orchidaceae,Vanilla,chamissonis,Vanilla chamissonis,hemiepiphyte,,,,,,,Presence_only,7,1073,25.5,,YES,
JABOT_02501,JABOT,462462,CAXIAS DO SUL,RIO GRANDE DO SUL,RS,Brazil,,,-29.16,-51.17,Municipality,,Angiosperms,Piperaceae,Peperomia,corcovadensis,Peperomia corcovadensis,holoepiphyte,,,,,2007,2007,Presence_only,767,1912,21.2999992370605,Ombrophilous Forest,YES,
MENE2_21816,MENE2,E28923,MILAGRES,BAHIA,BA,Brazil,,,-12.822778,-39.83,Coordinates given in the herbarium record,mata ciliar do Rio Milagres ou Rio Sebastiao.,Angiosperms,Bromeliaceae,Tillandsia,streptocarpa,Tillandsia streptocarpa,facultative,,,,,,,Presence_only,300,503,24.1000003814697,,NO,
MENE_01254,MENE,E1268,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,,Urban Green Area,-21.7467,-43.3606,100,Museu Mariano Procopio,Angiosperms,Bromeliaceae,Tillandsia,tricholepis,Tillandsia tricholepis,holoepiphyte,Fabaceae,Erythrina,mulungu,Erythrina mulungu,2015,2016,Presence_only,686,1503,23.6000003814697,Seasonal Forest,YES,
ANNE_02196,ANNE,20322,PAULO LOPES,SANTA CATARINA,SC,Brazil,,Dense Ombrophilous Forest,-27.8667,-48.75,Municipality,Sertao do Campo,Angiosperms,Orchidaceae,Epidendrum,ramosum,Epidendrum ramosum,holoepiphyte,,,,,2010,2010,Presence_only,380,1603,22.2000007629395,Ombrophilous Forest,YES,
MENE_01139,MENE,E1153,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,,Urban Green Area,-21.7467,-43.3606,100,Museu Mariano Procopio,Angiosperms,Bromeliaceae,Tillandsia,tricholepis,Tillandsia tricholepis,holoepiphyte,Arecaceae,Syagrus,romanzoffiana,Syagrus romanzoffiana,2015,2016,Presence_only,686,1503,23.6000003814697,Seasonal Forest,YES,
FUME_01239,FUME,E1245,RESENDE,RIO DE JANEIRO,RJ,Brazil,,Cloud Forest,-22.36986,-44.7097,20,"Parque Nacional do Itatiaia, Pedra do Camelo",Ferns,Polypodiaceae,Pleopeltis,pleopeltidis,Pleopeltis pleopeltidis,holoepiphyte,,,,,2017,2017,Presence_absence,2127,2337,12.8999996185303,Ombrophilous Forest,YES,
KERB_00511,KERB,E0511,ANTONINA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.378213,-48.800209,Forest fragment,RPPN Morro da mina,Angiosperms,Piperaceae,Peperomia,emarginella,Peperomia emarginella,holoepiphyte,,,,,2006,2009,Presence_only,79,2008,26.1000003814697,Ombrophilous Forest,YES,
KESS_01268,KESS,E1268,SANTO ANDRE,SAO PAULO,SP,Brazil,,Forest Fragment,-23.66,-46.53,Municipality,,Angiosperms,Bromeliaceae,Vriesea,ensiformis,Vriesea ensiformis,holoepiphyte,,,,,,,Presence_only,759,1476,20.7999992370605,Ombrophilous Forest,YES,
MENE2_29276,MENE2,E5702,CAMPINA GRANDE DO SUL,PARANA,PR,Brazil,,,-25.3056,-49.0553,Coordinates given in the herbarium record,,Angiosperms,Orchidaceae,Campylocentrum,ulaei,Campylocentrum ulaei,holoepiphyte,,,,,,,Presence_only,904,1611,21.2000007629395,Ombrophilous Forest,YES,
JABOT_02177,JABOT,190098,BANANAL,SAO PAULO,SP,Brazil,,,-22.68,-44.32,Municipality,,Angiosperms,Cactaceae,Rhipsalis,elliptica,Rhipsalis elliptica,holoepiphyte,,,,,1978,1978,Presence_only,439,1439,23.7000007629395,Ombrophilous Forest,YES,
MENE2_23798,MENE2,E30725,JACINTO MACHADO,SANTA CATARINA,SC,Brazil,,,-28.89,-49.86,Coordinates given in the herbarium record,Morro Sao Cristovao,Angiosperms,Bromeliaceae,Vriesea,carinata,Vriesea carinata,holoepiphyte,,,,,,,Presence_only,177,1508,22.2999992370605,Ombrophilous Forest,YES,
FRAL_00864,FRAL,E0864,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,,Urban Green Area,-21.76083,-43.35027,100,Parque Halfeld,Angiosperms,Bromeliaceae,Tillandsia,tricholepis,Tillandsia tricholepis,holoepiphyte,Fabaceae,Tipuana,tipu,Tipuana tipu,2015,2016,Presence_only,686,1504,23.2999992370605,Seasonal Forest,YES,
KERB_01063,KERB,E1063,PIRAQUARA,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.528984,-49.012214,Forest fragment,Haras Santo Antonio,Angiosperms,Bromeliaceae,Aechmea,distichantha,Aechmea distichantha,holoepiphyte,Sapindaceae,Cupania,vernalis,Cupania vernalis,2002,2006,Abundance,1015,1701,20.3999996185303,Ombrophilous Forest,YES,
MENE2_06044,MENE2,E14585,CASTELO,ESPIRITO SANTO,ES,Brazil,,,-20.516111,-41.083611,Coordinates given in the herbarium record,Parque Estadual do Forno Grande,Angiosperms,Bromeliaceae,Neoregelia,simulans,Neoregelia simulans,holoepiphyte,,,,,,,Presence_only,1624,1396,20.1000003814697,Ombrophilous Forest,YES,
NUNE_01940,NUNE,AD117,GUAPIMIRIM,RIO DE JANEIRO,RJ,Brazil,16A5,Secondary Forest,-22.47444444,-42.99972222,Study site,Vale do Garrafao,Ferns,Polypodiaceae,Pleopeltis,pleopeltifolia,Pleopeltis pleopeltifolia,holoepiphyte,,,,,2007,2008,Abundance,689,1730,22.7000007629395,Ombrophilous Forest,YES,
MENE2_30610,MENE2,E7036,ALMADINA,BAHIA,BA,Brazil,,,-14.735,-39.695556,Coordinates given in the herbarium record,"Rd. Almadina/Ibitupa, entrada a 7Km. Serra dos Sete Paus, ca.12Km da etrada. Faz. Cruzeiro do Sul.",Angiosperms,Gesneriaceae,Codonanthopsis,uleana,Codonanthopsis uleana,holoepiphyte,,,,,,,Presence_only,311,1118,23.1000003814697,Ombrophilous Forest,YES,
KESS_01578,KESS,E1578,ITAPOA,SANTA CATARINA,SC,Brazil,,,-26.1175,-48.6164,Municipality,,Angiosperms,Bromeliaceae,Vriesea,carinata,Vriesea carinata,holoepiphyte,,,,,,,Presence_only,1,1878,25.1000003814697,Ombrophilous Forest,YES,
KERB_02890,KERB,E2890,BLUMENAU,SANTA CATARINA,SC,Brazil,ABUNDANCE,National Park,-27.048333,-49.083333,Study site,PN Serra do Itajai,Angiosperms,Bromeliaceae,Vriesea,scalaris,Vriesea scalaris,holoepiphyte,,,,,2009,2009,Presence_only,522,1652,22.8999996185303,Ombrophilous Forest,YES,
MENE2_17986,MENE2,E25441,JOINVILLE,SANTA CATARINA,SC,Brazil,,,-26.1925,-49.047778,Coordinates given in the herbarium record,Serra Dona Francisca.,Angiosperms,Cactaceae,Rhipsalis,pachyptera,Rhipsalis pachyptera,holoepiphyte,,,,,,,Presence_only,897,1629,21.5,Other,YES,
KERB_00180,KERB,E0180,ANTONINA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.378213,-48.800209,Forest fragment,RPPN Morro da mina,Angiosperms,Orchidaceae,Epidendrum,strobiliferum,Epidendrum strobiliferum,holoepiphyte,,,,,2006,2009,Presence_only,79,2008,26.1000003814697,Ombrophilous Forest,YES,
FUME_05431,FUME,E5450,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,,Cloud Forest,-21.7086,-43.87404,100,"Parque Estadual do Ibitipoca, Gruta dos Viajantes",Angiosperms,Cactaceae,Rhipsalis,pulchra,Rhipsalis pulchra,holoepiphyte,,,,,2014,2014,Presence_absence,1301,1667,19.5,Seasonal Forest,YES,
KERB_06558,KERB,E6558,FAZENDA RIO GRANDE,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.661593,-49.277089,Forest fragment,Fazenda Experimental Gralha Azul,Angiosperms,Orchidaceae,Capanemia,micromera,Capanemia micromera,holoepiphyte,Lauraceae,Ocotea,bicolor,Ocotea bicolor,2008,2015,Abundance,910,1304,20.3999996185303,Ombrophilous Forest,YES,
MENE2_10622,MENE2,E18747,SEARA,SANTA CATARINA,SC,Brazil,,,-27.1636,-52.4242,Coordinates given in the herbarium record,Nova Teutonia,Angiosperms,Piperaceae,Peperomia,rotundifolia,Peperomia rotundifolia,holoepiphyte,,,,,,,Presence_only,393,1902,24.5,Seasonal Forest,YES,
MENE2_18859,MENE2,E26235,MUCUGE,BAHIA,BA,Brazil,,,-13.0053,-41.3708,Coordinates given in the herbarium record,"Parque Municipal de Mucuge, confluencia com Morro do Capa Bode.",Angiosperms,Orchidaceae,Scaphyglottis,modesta,Scaphyglottis modesta,holoepiphyte,,,,,,,Presence_only,854,932,21.2999992370605,Other,YES,
MENE_01062,MENE,E1076,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,,Urban Green Area,-21.7467,-43.3606,100,Museu Mariano Procopio,Angiosperms,Bromeliaceae,Tillandsia,recurvata,Tillandsia recurvata,facultative,Sapindaceae,Sapindus,saponaria,Sapindus saponaria,2015,2016,Presence_only,686,1503,23.6000003814697,Seasonal Forest,YES,
MENE2_01451,MENE2,E1041,SANTO ANTONIO DO MONTE,MATO GROSSO DO SUL,MS,Brazil,,,-20.1655,-45.3221,Coordinates given in the herbarium record,Fazenda Massarambara.,Angiosperms,Bromeliaceae,Aechmea,distichantha,Aechmea distichantha,holoepiphyte,,,,,,,Presence_only,941,1472,22.2999992370605,Seasonal Forest,YES,
COUT_00634,COUT,E0614,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,,Dense Ombrophilous Forest,-20.903611,-41.462222,Forest fragment,Sao Rafael: Mata da Chorona,Angiosperms,Orchidaceae,Cattleya,labiata,Cattleya labiata,holoepiphyte,,,,,2004,2004,Presence_only,637,1275,22.7000007629395,Seasonal Forest,YES,
FRAN_00445,FRAN,E0448,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,1,Inselberg,-20.938665,-41.544221,Study site,Pontoes de Mimoso do Sul: afloramento do Toti,Angiosperms,Bromeliaceae,Tillandsia,gardneri,Tillandsia gardneri,facultative,Nyctaginaceae,Guapira,opposita,Guapira opposita,2015,2015,Abundance,634,1317,21.7999992370605,Seasonal Forest,YES,
GOSI_01368,GOSI,E1242,CANANEIA,SAO PAULO,SP,Brazil,,Secondary Forest,-25.015,-47.927,Municipality,,Angiosperms,Bromeliaceae,Vriesea,inflata,Vriesea inflata,holoepiphyte,,,,,2014,2017,Presence_only,1,2446,26.6000003814697,Ombrophilous Forest,YES,
JABOT_00252,JABOT,589896,ITAPEMIRIM,ESPIRITO SANTO,ES,Brazil,,,-20.92472,-40.80583,Coordinates given in the herbarium record,,Angiosperms,Araceae,Philodendron,pedatum,Philodendron pedatum,hemiepiphyte,,,,,2013,2013,Presence_only,4,1034,26.8999996185303,,YES,
MENE2_01332,MENE2,E10301,PONTO BELO,ESPIRITO SANTO,ES,Brazil,,,-18.2224,-40.4949,Coordinates given in the herbarium record,"Fazenda Joao Mariano, . Solo com alta proporcao de areia.",Angiosperms,Araceae,Heteropsis,oblongifolia,Heteropsis oblongifolia,hemiepiphyte,,,,,,,Presence_only,259,1052,25.7000007629395,Ombrophilous Forest,YES,
MENE2_17174,MENE2,E24703,ITATIAIA,RIO DE JANEIRO,RJ,Brazil,,,-22.5,-44.56,Coordinates given in the herbarium record,Itatiaia,Angiosperms,Cactaceae,Rhipsalis,baccifera,Rhipsalis baccifera,holoepiphyte,,,,,,,Presence_only,407,1502,24.3999996185303,Seasonal Forest,YES,
MENE2_29728,MENE2,E6154,ITAPORANGA DAJUDA,SERGIPE,SE,Brazil,,,-11.120833,-37.186389,Coordinates given in the herbarium record,Fazenda Caju -EMBRAPA-,Angiosperms,Orchidaceae,Catasetum,discolor,Catasetum discolor,holoepiphyte,,,,,,,Presence_only,1,1428,26.7000007629395,Other,YES,
PTEO_00758,PTEO,E0758,GRAO PARA,SANTA CATARINA,SC,Brazil,,Primary Forest,-28.18147,-49.390263,5,Parque Estadual da Serra Furada,Angiosperms,Bromeliaceae,Nidularium,innocentii,Nidularium innocentii,holoepiphyte,,,,,2011,2012,Presence_absence,530,1543,21.8999996185303,Ombrophilous Forest,YES,
MENE2_20167,MENE2,E27424,SANTANA DO GARAMBEU,MATO GROSSO DO SUL,MS,Brazil,,,-21.6014,-44.1044,Coordinates given in the herbarium record,Alto Rio Grande.,Angiosperms,Bromeliaceae,Tillandsia,gardneri,Tillandsia gardneri,facultative,,,,,,,Presence_only,990,1527,21.6000003814697,Savanna,YES,
FUME_07017,FUME,E7037,BAEPENDI,MATO GROSSO DO SUL,MS,Brazil,,Mixed Ombrophilous Forest,-22.142,-44.7328,2000,Parque Estadual da Serra do Papagaio,Angiosperms,Bromeliaceae,Vriesea,sceptrum,Vriesea sceptrum,holoepiphyte,Podocarpaceae,Podocarpus,lambertii,Podocarpus lambertii,2012,2013,Presence_absence,1798,1890,17.1000003814697,Other,YES,
MENE_00752,MENE,E0766,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,,Urban Green Area,-21.7467,-43.3606,100,Museu Mariano Procopio,Angiosperms,Bromeliaceae,Tillandsia,recurvata,Tillandsia recurvata,facultative,Arecaceae,Syagrus,romanzoffiana,Syagrus romanzoffiana,2015,2016,Presence_only,686,1503,23.6000003814697,Seasonal Forest,YES,
PTEO_00743,PTEO,E0743,GRAO PARA,SANTA CATARINA,SC,Brazil,,Primary Forest,-28.181399,-49.390019,5,Parque Estadual da Serra Furada,Ferns,Dryopteridaceae,Elaphoglossum,glaziovii,Elaphoglossum glaziovii,holoepiphyte,,,,,2011,2012,Presence_absence,530,1543,21.8999996185303,Ombrophilous Forest,YES,
MENE2_16336,MENE2,E23941,TIJUCAS DO SUL,PARANA,PR,Brazil,,,-25.9281,-49.1989,Coordinates given in the herbarium record,,Angiosperms,Orchidaceae,Promenaea,xanthina,Promenaea xanthina,holoepiphyte,,,,,,,Presence_only,914,1489,20.2000007629395,Ombrophilous Forest,YES,
