datelastmodified,institutioncode,collectioncode,catalognumber,scientificname,basisofrecord,kingdom,phylum,class,ordem,family,genus,species,subspecies,scientificnameauthor,identifiedby,yearidentified,monthidentified,dayidentified,typestatus,collectornumber,fieldnumber,collector,yearcollected,monthcollected,daycollected,julianday,timeofday,continentocean,country,stateprovince,county,locality,longitude,latitude,longitude_mun,latitude_mun,coordinateprecision,boundingbox,minimumelevation,maximumelevation,minimumdepth,maximumdepth,sex,preparationtype,individualcount,previouscatalognumber,relationshiptype,relatedcatalogitem,notes,barcode
2019-11-19T17:07:11Z,UFRPE,PEUFR,4582,Gracilaria,PreservedSpecimen,Plantae,NA,NA,NA,Gracilariaceae,Gracilaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S.M.B. Pereira; Veloso,NA,NA,NA,NA,NA,NA,Brasil,Pernambuco,NA,São José da Coroa Grande,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Epífita de Ceramium,NA
2020-06-24T16:35:37Z,UFPR,UPCB,92457,Acianthera saundersiana,PreservedSpecimen,Plantae,NA,NA,NA,Orchidaceae,Acianthera,saundersiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santos, T.F. | Imig, D. | M.M.-Reis",NA,NA,NA,NA,NA,NA,Brasil,Paraná,NA,Mananciais da Serra,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flores vermelhas com estrias amarelas.,NA
2019-07-11T13:11:25Z,ESALQ,ESA,128480,Myrcia pubipetala,S,Plantae,NA,NA,NA,Myrtaceae,Myrcia,pubipetala,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polisel, R.T.",NA,NA,NA,NA,NA,NA,Brasil,São Paulo,NA,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",-47.8,-24.07,NA,NA,NA,NA,516,516,NA,NA,NA,NA,NA,NA,NA,NA,"Planta jovem de 1,7 m de altura.",NA
2006-01-12T02:00:00Z,Fundación Puerto Rastrojo - Colômbia,FPR-COLOMBIA,68646,Swartzia picta var. picta,O,Plantae,NA,Angiospermas,Fabales,Fabaceae,Swartzia,picta,var. picta,NA,NA,NA,NA,NA,NA,NA,NA,Ducke,NA,NA,NA,NA,NA,NA,Brasil,Estado de Amazonas,NA,Tonantins desembocadura Río Tonantins en Río Solimões,-67.7833333333333,-2.78333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Swartzia [Leguminosae, Caesalpinioideae, Swartzieae] COWAN, Richard S.",NA
2020-06-30T13:56:03Z,UFRGS,ICN,174566,Tristachya leiostachya,S,Plantae,NA,NA,NA,Poaceae,Tristachya,leiostachya,NA,NA,NA,NA,NA,NA,NA,NA,NA,"de Paula, CC; Aniceto, D; da Silva, RR;",NA,NA,NA,NA,NA,NA,Brasil,MG,NA,Serra do Ouro Branco,-43.636111,-20.505833,NA,NA,NA,NA,1314,1314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-16T17:12:21Z,UEL,FUEL,51736,Aspidosperma,PreservedSpecimen,Plantae,NA,NA,Gentianales,Apocynaceae,Aspidosperma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miranda, AM; Ferraz, J",NA,NA,NA,NA,NA,NA,Brasil,Bahia,NA,"Fazenda Jequitibá, cerrado",0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,arvoreta ca. 3m alt. ; caule enegrecido; folhas crassas; flores brancas; látex leitoso,NA
2020-07-16T13:10:47Z,MBM,MBM,84313,Aphelandra blanchetiana,PreservedSpecimen,Plantae,NA,NA,NA,Acanthaceae,Aphelandra,blanchetiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carvalho, A.M.; Mori, S.A.; Boom, B.M.; Mori, S.A.; Boom, B.M.",NA,NA,NA,NA,NA,NA,Brazil,Bahia,NA,"Fazenda 2 de Julho, Estrada olivença/Vila Brasil.",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbusto 2m; folhas discolores com face dorsal mais clara. Inflorescência vistosa com brácteas laranja; flores amarelo pálidas. Esciófila.; Mata higrófila.,NA
2007-08-17T03:00:00Z,Ribeira do Iguape,SINBIOTA,17889,Palicourea,PreservedSpecimen,Plantae,NA,Magnoliopsida,Rubiales,Rubiaceae,Palicourea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paulo Roberto H. Moreno, Marcos Enoque Leite Lima, Maria Cláudia Young, Barbara Trabold",NA,NA,NA,NA,NA,NA,Brazil,SP,NA,NA,135.498001,-120468996000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-22T18:16:18Z,ESALQ,ESA,53661,Erythroxylum,S,Plantae,NA,NA,NA,Erythroxylaceae,Erythroxylum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lucas, E.J. et al.",NA,NA,NA,NA,NA,NA,Brasil,Minas Gerais,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-16T11:40:43Z,UTFPR,HCF,14522,Serpocaulon catharinae,S,Plantae,NA,NA,NA,Polypodiaceae,Serpocaulon,catharinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.L. Siqueira,NA,NA,NA,NA,NA,NA,Brasil,PR,NA,Sítio Sete Quedas,-50.241944,-24.595278,NA,NA,NA,NA,1156,1156,NA,NA,NA,NA,NA,NA,NA,NA,"erva epífita, ciófila. ca. 0,30 m. Soros castanhos.",NA
2019-10-14T14:15:24Z,UCS,HUCS,26821,Sematophyllum galipense,PreservedSpecimen,Plantae,NA,NA,Hypnales,Sematophyllaceae,Sematophyllum,galipense,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bordin, J.",NA,NA,NA,NA,NA,NA,Brasil,Rio Grande do Sul,NA,SESI,0,0,NA,NA,NA,NA,780,780,NA,NA,NA,NA,NA,NA,NA,NA,em beira da mata,NA
2019-09-30T14:24:11Z,IF,SPSF,51992,Castilleja arvensis,PreservedSpecimen,Plantae,NA,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,arvensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,A. Maruyama e L. Cicco,NA,NA,NA,NA,NA,NA,Brasil,SP,NA,Bairro dos Mellos,-45.658611,-22.783611,NA,NA,NA,NA,1072,1072,NA,NA,NA,NA,NA,NA,NA,NA,"COLETA: Erva 30 cm, pétalas vermelhas; GEOGRAFIA: Floresta Ombrófila Mista;",NA
2016-09-19T19:17:38Z,UnB,UB,176139,Diacrodon compressus,S,Plantae,NA,NA,NA,Rubiaceae,Diacrodon,compressus,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harley, RM; et al.",NA,NA,NA,NA,NA,NA,Brasil,Bahia,NA,Ca. 4km NE from Gentio do Ouro along the road towards Central,-42.5,-11.4,NA,NA,NA,NA,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,"Herb 0,25m. Leaves rather bright green. Corolla white.; Caatinga on sand and with quartizitic rocks & metamorphosed sandstones forming rock area with more open vegetation including area of Vellozia",NA
2020-08-26T13:48:52Z,MCN-FZBRS,HAS,84958,Crotalaria tweediana,PreservedSpecimen,Plantae,NA,NA,NA,Fabaceae,Crotalaria,tweediana,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mattos, J.",NA,NA,NA,NA,NA,NA,Brasil,Rio Grande do Sul,NA,"Perto de Palmeira das Missões, na rodovia Sarandi-Palmeira.",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-28T01:02:00Z,MO,MOBOT,1838949,Axonopus canescens,PreservedSpecimen,Plantae,NA,NA,NA,Poaceae,Axonopus,canescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gerrit Davidse|Nelson A. Rosa|Milton G. da Silva|Carlos S. Rosário,NA,NA,NA,NA,NA,NA,Brazil,Pará,NA,"Mun. de Marapanim: Campo de Matapiquara ca. 1 km E of Matapiquara, 73 km NNE of Castanhal by road. Curatella, Axonopus, Leptocoryphium savanna and adjoining forest",-47.65,-0.93333,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-12T08:00:02Z,US,US,2515446,Baccharis trimera,PreservedSpecimen,Plantae,NA,Dicotyledonae,Asterales,Asteraceae,Baccharis,trimera,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Riedel, --",NA,NA,NA,NA,NA,NA,Brazil,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2020-02-05T19:18:53Z,UNITINS,HUTO,6869,Bulbostylis jacobinae,PreservedSpecimen,Plantae,NA,NA,NA,Cyperaceae,Bulbostylis,jacobinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rizzo, J.A.",NA,NA,NA,NA,NA,NA,Brasil,Goiás,NA,À 20 km antes de Cristalina. Rodovia Brasília-Belo Horizonte,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herbácea com 30 cm de altura. Estames claros.; Campo rupestre. Local úmido.,NA
2020-09-17T13:08:02Z,FURB,FURB,6793,Alternanthera,PreservedSpecimen,Plantae,NA,NA,NA,Amaranthaceae,Alternanthera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meyer, L.",NA,NA,NA,NA,NA,NA,Brasil,Santa Catarina,NA,RibeirÃ£o Santa Barbara.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-01-01T03:00:00Z,NY,NYBG,1195853,Chamaesyce,PreservedSpecimen,Plantae,NA,NA,Malpighiales,Euphorbiaceae,Chamaesyce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J. G. Jardim,NA,NA,NA,NA,NA,NA,Brazil,Bahia,NA,"Rod. para o Distr. de Cana Brava, 18 km S da sede municipal, 1.6 km do povoado de Serra de João Alves.",-43.7533333,-14.4525,NA,NA,NA,NA,500,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-12T08:00:02Z,US,US,3223037,Camarea ericoides,PreservedSpecimen,Plantae,NA,Dicotyledonae,Polygalales,Malpighiaceae,Camarea,ericoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D. Alvarenga, B. Pereira & F. C. A. Oliveira",NA,NA,NA,NA,NA,NA,Brazil,Teresina de Goiás,NA,km 3 da rodovia para Monte Alegre de Goiás.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2020-06-30T13:49:11Z,UFRGS,ICN,12867,Porella brasiliensis,S,Plantae,NA,NA,NA,Porellaceae,Porella,brasiliensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baptista, ML",NA,NA,NA,NA,NA,NA,Brasil,RS,NA,Reserva Florestal do Turvo,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-08T13:21:32Z,NBC,NL-BOTANY,NA,Roupala montana tomentosa,PreservedSpecimen,Plantae,NA,Magnoliopsidae,Proteales,Proteaceae,Roupala,montana,tomentosa,NA,NA,NA,NA,NA,NA,NA,NA,Duarte AP,NA,NA,NA,NA,NA,NA,Brazil,NA,NA,entre Catiara e Patos- 850m. Minas Gerais.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""<a href=\""https://data.biodiversitydata.nl/naturalis/specimen/L.1650805\"" target=\""other\"" class=\""eLink\""> <mi>dwc_moreinfo</mi></a>""",NA
2020-02-28T00:09:37Z,PUCPR,HUCP,2983,Gelidium pusillum,S,Plantae,NA,NA,NA,Gelidiaceae,Gelidium,pusillum,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pachecoski, H",NA,NA,NA,NA,NA,NA,Brasil,Paraná,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-16T12:19:33Z,MBM,MBM,252579,Polycarpaea corymbosa,S,Plantae,NA,NA,NA,Caryophyllaceae,Polycarpaea,corymbosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dombrowski, L.T.; et al.; et al.",NA,NA,NA,NA,NA,NA,Brazil,Paraná,NA,Jaguariaíva,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-28T18:44:41Z,UFU,HUFU,34534,Hippeastrum reginae,S,Plantae,NA,NA,NA,Amaryllidaceae,Hippeastrum,reginae,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amorim, E.H.; Hattori, E.K.O. & Mendes, S.",NA,NA,NA,NA,NA,NA,Brasil,Minas Gerais,NA,"Estação Ambiental Galheiro, EPDA - Galheiro. Mata da Aparecida.",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbácea ca. de 0,5 m. Corola vermelha.",NA
1970-01-01T03:00:00Z,NY,NYBG,522901,Rhynchanthera brachyrhyncha,PreservedSpecimen,Plantae,NA,NA,Myrtales,Melastomataceae,Rhynchanthera,brachyrhyncha,NA,NA,NA,NA,NA,NA,NA,NA,NA,P. K. H. Dusén,NA,NA,NA,NA,NA,NA,Brazil,Paraná,NA,Curityba,-49.2731,-25.4281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-29T14:32:20Z,UFRJ,RFA,6022,Declieuxia dusenii,PreservedSpecimen,Plantae,NA,NA,NA,Rubiaceae,Declieuxia,dusenii,NA,NA,NA,NA,NA,NA,NA,NA,NA,E. Pereira,NA,NA,NA,NA,NA,NA,Brasil,Paraná,NA,Serra São Luiz do Purunã,0,0,NA,NA,NA,NA,1250,1250,NA,NA,NA,NA,NA,NA,NA,NA,"Subarbusto, flor azul do campo",NA
2019-11-21T17:35:34Z,UFJF,CESJ,36362,Aleurites fordii,PreservedSpecimen,Plantae,NA,NA,NA,Euphorbiaceae,Aleurites,fordii,NA,NA,NA,NA,NA,NA,NA,NA,NA,J.E.Oliveira,NA,NA,NA,NA,NA,NA,Brasil,Minas Gerais,NA,Estação Experimental,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Planta cultivada. Flor alva com listas vermelhas.,NA
2008-05-28T01:02:00Z,MO,MOBOT,3395923,Undesignated undesignated,PreservedSpecimen,Plantae,NA,NA,NA,Undesignated,Undesignated,undesignated,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas,NA,NA,NA,NA,NA,NA,Brazil,Bahia,NA,"""Itambé: 37.5 west of itapetinga on BR 415 to Itambé. Semi-deciduous \""vine\"" forst (Mata de Cipó) with arborescent cacti.""",-40.57472,-15.26472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-16T12:44:03Z,MBM,MBM,248814,Daphnopsis racemosa,S,Plantae,NA,NA,NA,Thymelaeaceae,Daphnopsis,racemosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wasum, R.",NA,NA,NA,NA,NA,NA,Brazil,Rio Grande do Sul,NA,Linha São Paulo,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-09T20:29:27Z,UFPR,EFC,9935,Tagetes minuta,PreservedSpecimen,Plantae,NA,NA,NA,Asteraceae,Tagetes,minuta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kozera, C.; Kuniyoshi, Y.S.; Roderjan, C.V.",NA,NA,NA,NA,NA,NA,Brasil,Paraná,NA,REPAR,-49.3478,-25.5889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herbácea ereta com flores amarelas. Área antropizada de floresta ciliar.,NA
2020-02-08T11:50:07Z,NBC,NL-BOTANY,NA,Ichthyothere latifolia,PreservedSpecimen,Plantae,NA,Magnoliopsidae,Asterales,Compositae,Ichthyothere,latifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oldenburger FHF; Mecenas VV,NA,NA,NA,NA,NA,NA,Brazil,NA,NA,D.F. Brasilia. Burned cerrado.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""<a href=\""https://data.biodiversitydata.nl/naturalis/specimen/U.1130839\"" target=\""other\"" class=\""eLink\""> <mi>dwc_moreinfo</mi></a>""",NA
1970-01-01T03:00:00Z,NY,NYBG,1081051,Jacquemontia sphaerostigma,PreservedSpecimen,Plantae,NA,NA,Solanales,Convolvulaceae,Jacquemontia,sphaerostigma,NA,NA,NA,NA,NA,NA,NA,NA,NA,H. S. Irwin,NA,NA,NA,NA,NA,NA,Brazil,Goiás,NA,"Serra do Morcêgo, Côrrego Estrema, ca. 50 km N.E. of Formosa",-47.00374,-15.21379,NA,NA,NA,NA,800,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-08T14:11:32Z,UEFS,HUEFS,18819,Macrolobium,PreservedSpecimen,Plantae,NA,Rosanae,Fabales,Leguminosae Subfam. Detarioideae,Macrolobium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Queiroz, L.P.de",NA,NA,NA,NA,NA,NA,Brasil,Bahia,NA,NA,-38.016667,-12.916667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-13T14:14:40Z,USP,SPF,213091,Pseudoxandra spiritus-sancti,PreservedSpecimen,Plantae,NA,NA,NA,Annonaceae,Pseudoxandra,spiritus-sancti,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Demuner, V",NA,NA,NA,NA,NA,NA,Brasil,Espírito Santo,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-13T02:00:00Z,Pardo,SINBIOTA,8051,Tabebuia serratifolia,HumanObservation,Plantae,NA,Magnoliopsida,Scrophulariales,Bignoniaceae,Tabebuia,serratifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Olga Kotchetkoff Henriques e Lucas,NA,NA,NA,NA,NA,NA,Brazil,SP,NA,NA,-47.829102,-21.095699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-07T12:35:34Z,UEFS,HUEFS,127977,Myrcia decorticans,PreservedSpecimen,Plantae,NA,Rosanae,Myrtales,Myrtaceae,Myrcia,decorticans,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Machado, M.A.B.L.",NA,NA,NA,NA,NA,NA,Brasil,Alagoas,NA,Usina Corurioe - Fazenda Capiatã A - Bloco Goiabeia.,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mata atlânitca - tabuleiro.,NA
2020-06-24T16:41:31Z,UFPR,UPCB,53906,Rumohra adiantiformis,PreservedSpecimen,Plantae,NA,NA,NA,Dryopteridaceae,Rumohra,adiantiformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boeger, M.R.T.",NA,NA,NA,NA,NA,NA,Brasil,Paraná,NA,Praia,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Região das dunas..,NA
2020-02-08T11:44:20Z,NBC,NL-BOTANY,NA,Ilex theezans,PreservedSpecimen,Plantae,NA,Magnoliopsidae,Aquifoliales,Aquifoliaceae,Ilex,theezans,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lindeman JC; Haas JH de,NA,NA,NA,NA,NA,NA,Brazil,NA,NA,"Brasiliae Australis. Est. Paraná. Fazenda São João, W. of São João do Triunfo.",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""<a href=\""https://data.biodiversitydata.nl/naturalis/specimen/U.1093259\"" target=\""other\"" class=\""eLink\""> <mi>dwc_moreinfo</mi></a>""",NA
2019-12-17T13:47:00Z,UFPE,UFP,23968,Heimia salicifolia,PreservedSpecimen,Plantae,NA,NA,NA,Lythraceae,Heimia,salicifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schlindwein, C.",NA,NA,NA,NA,NA,NA,Brasil,Rio Grande do Sul,NA,"Serra do Sudeste, Rincão dos Dutra, Campo Sujo.",0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Syn: Nessea salicifolia H.B.K., Lythrum flavum Sprengel, Heimia syphilitica DC.; Pastagem, rochas de granito, vegetação ruderal.",NA
2004-01-05T02:00:00Z,Pardo,SINBIOTA,8018,Guarea guidonia,HumanObservation,Plantae,NA,Magnoliopsida,Sapindales,Meliaceae,Guarea,guidonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Olga Kotchetkoff Henriques e Marco Sandrini,NA,NA,NA,NA,NA,NA,Brazil,SP,NA,NA,-47.882301,-21.144199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-15T18:29:56Z,UNESP-RC,HRCB,56925,Plenckia populnea,PreservedSpecimen,Plantae,NA,NA,NA,Celastraceae,Plenckia,populnea,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biral, L.",NA,NA,NA,NA,NA,NA,Brasil,São Paulo,NA,Estação Ecológica de Itirapina-IF,-47.904417,-22.395933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore, 5 m, beira da estrada, folhas cartáceas, frutos verdes",NA
2020-02-08T12:14:11Z,NBC,NL-BOTANY,NA,Petaladenium urceoliferum,PreservedSpecimen,Plantae,NA,Magnoliopsidae,Fabales,Leguminosae-Pap.,Petaladenium,urceoliferum,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ducke A,NA,NA,NA,NA,NA,NA,Brazil,Amazonas,NA,"Rio Curicuriary (affl. R.Negro), loco Mirapora.",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Silva terris altis, loco humido.<a href=\""https://data.biodiversitydata.nl/naturalis/specimen/U%20%200060756\"" target=\""other\"" class=\""eLink\""> <mi>dwc_moreinfo</mi></a>""",NA
2019-11-25T19:49:51Z,UFBA,ALCB,49339,Sargassum cymosum,PreservedSpecimen,Plantae,NA,NA,NA,Sargassaceae,Sargassum,cymosum,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nunes, JMC de; Minervino-Netto, A",NA,NA,NA,NA,NA,NA,Brasil,Bahia,NA,Subaúma,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-22T17:18:54Z,UNESP-IBILCE,SJRP,17481,Myrcia aethusa,PreservedSpecimen,Plantae,NA,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,aethusa,NA,NA,NA,NA,NA,NA,NA,NA,NA,O.S. Ribas,NA,NA,NA,NA,NA,NA,Brasil,Paraná,NA,serra do ibitiraquire,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto, 1,5 m, frutos imaturos;",NA
2020-09-21T16:16:19Z,UFPI,TEPB,3698,Waltheria ferruginea,PreservedSpecimen,Plantae,NA,NA,NA,Sterculiaceae,Waltheria,ferruginea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queiroz L.P.,NA,NA,NA,NA,NA,NA,Brasil,Bahia,NA,"BA 052, 2km da cidade",-41.14,-11.564167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto de cerca de 1,5m de altura . Folhas membranáceas, viscosas. Flores amarelas. Ambiente: Campo rupestre <ll>dwc_commonname:</ll> mutinha",NA
2015-03-13T21:29:26Z,F,FMNH-SEEDPLANTS,NA,Psychotria,PreservedSpecimen,Plantae,NA,Dicotyledoneae,NA,Rubiaceae,Psychotria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-12T08:00:02Z,US,US,1518620,Ochthocosmus barrae,PreservedSpecimen,Plantae,NA,Dicotyledonae,Linales,Ixonanthaceae,Ochthocosmus,barrae,NA,NA,NA,NA,NA,NA,NA,NA,NA,A. Ducke,NA,NA,NA,NA,NA,NA,Brazil,Amazonas,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2019-11-19T17:05:42Z,UFRPE,PEUFR,46271,Maytenus,PreservedSpecimen,Plantae,NA,NA,NA,Celastraceae,Maytenus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H.C.H. Silva; K.D. Rocha; S.G. Freire,NA,NA,NA,NA,NA,NA,Brasil,Pernambuco,NA,Mata da usina São José,-35.002778,-7.838889,NA,NA,NA,NA,110,110,NA,NA,NA,NA,NA,NA,NA,NA,"Arvoreta terrestre lenhosa de 2,4m; planta nº 230; folhas verdes discolores; indivíduo estéril; sem frutos; de baixa frequência.",NA
2017-09-11T20:12:36Z,UnB,HBVIRTFLBRAS,NA,Aristida gibbosa,O,Plantae,NA,NA,NA,Poaceae,Aristida,gibbosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,NA,NA,NA,NA,NA,NA,Brazil,Minas Gerais,NA,in campis agrestibus prov. Minarum generalium,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-01-01T03:00:00Z,NY,NYBG,1922967,Merremia cissoides,PreservedSpecimen,Plantae,NA,NA,Solanales,Convolvulaceae,Merremia,cissoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,H. H. Rusby,NA,NA,NA,NA,NA,NA,Brazil,Rondônia,NA,Falls of Madeira [near to Quajará-Mirim],-65.3465375,-10.7798649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-16T12:45:03Z,MBM,MBM,232647,Qualea cordata,S,Plantae,NA,NA,NA,Vochysiaceae,Qualea,cordata,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soares, A.; et al.; et al.",NA,NA,NA,NA,NA,NA,Brazil,Paraná,NA,Próximo ao IAP,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-04T21:43:49Z,F,FMNH-SEEDPLANTS,NA,Paepalanthus laxifolius,PreservedSpecimen,Plantae,NA,Monocotyledoneae,NA,Eriocaulaceae,Paepalanthus,laxifolius,NA,NA,NA,NA,NA,NA,NA,NA,NA,F. Sellow,NA,NA,NA,NA,NA,NA,Brazil,NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-12T08:00:02Z,US,US,1909709,Calolisianthus pulcherrimus,PreservedSpecimen,Plantae,NA,Dicotyledonae,Gentianales,Gentianaceae,Calolisianthus,pulcherrimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,L. O. Williams & V. Assis,NA,NA,NA,NA,NA,NA,Brazil,Minas Gerais,NA,"In campo, Serra do Curral, Municipio of Nova Lima.",0,0,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
