Accepted name,Name as entered,locality/site,Country,Latitude,Longitude,Altitude (m),Vegetation type,Reference,Specimen details
Heisteria silvianii Schwacke,Heisteria silvianii Schwacke,"Cantagalo, floresta semidecidual",Brazil,-21.886100769043,-42.420299530029,537,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Miconia leucocarpa DC.,Miconia leucocarpa DC.,"Indianópolis, floresta ripícola",Brazil,-19.047500610352,-47.931900024414,725,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Salacia elliptica (Mart. ex Schult.) G.Don,Salacia elliptica (Mart. ex Schult.) G.Don,"Rio São Bartolomeu, floresta ripícola",Brazil,-15.847200393677,-47.715000152588,877,Seasonally dry Semideciduous Broadleaved Forest,"BUOSI, D. & FELFILI, J.M. 2004 Boletim do Herbário Ezechias Paulo Heringer Florística e fitossociologia da mata de galeria na Fazenda Nova Hastinapura, na APA São Bartolomeu.",NA
Ocotea corymbosa (Meisn.) Mez,Ocotea corymbosa (Meisn.) Mez,"Guaiçara, floresta semidecidual",Brazil,-21.494400024414,-49.683898925781,383,Seasonally dry Semideciduous Broadleaved Forest,"MARDEGAN, C.M. & CAVASSAN, O. 2009 Considerações sobre as alterações de um fragmento florestal às margens de uma represa no município de Guaiçara, SP, a partir da análise florística e fitossociológica. Revista do Instituto Florestal de São Paulo 21 (2):",NA
Coursetia rostrata Benth.,Coursetia rostrata Benth.,"Espinosa, caatinga alcalina",Brazil,-14.948100090027,-42.832500457764,644,Arid Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Bauhinia cheilantha (Bong.) Steud.,Bauhinia cheilantha (Bong.) Steud.,"Matias Cardoso, Cajueiro, caatinga arbórea",Brazil,-15.003100395203,-43.900299072266,465,Arid Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Commiphora leptophloeos (Mart.) J.B.Gillet,Commiphora leptophloeos (Mart.) J.B.Gillet,"Jequitaí, floresta decidual",Brazil,-17.156099319458,-44.628101348877,492,Seasonally dry Deciduous Broadleaved Forest,"RATTER, J.A.; BRIDGEWATER, S. & RIBEIRO, J.F. 2003 Analysis of the floristic compositon of the Brazilian cerrado vegetation III. Comparison of the woody vegetation of 376 areas. Edinburgh Journal of Botany 60 (1): 57-109.",NA
Talisia esculenta (A.St.-Hil.) Radlk.,Talisia esculenta (A.St.-Hil.) Radlk.,"São Gonçalo do Abaeté, floresta ripícola",Brazil,-18.370599746704,-45.832801818848,731,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Luehea grandiflora Mart. & Zucc.,Luehea grandiflora Mart. & Zucc.,"Ponte de Pedra, floresta semidecidual",Brazil,-19.191699981689,-50.961700439453,367,Seasonally dry Semideciduous Broadleaved Forest,"POTT, A.; POTT, V.J.; SCIAMARELLI, A.; SARTORI, A.L.B.; RESENDE, U.M.; SCREMIN-DIAS, E.; JACQUES, E.L.; ARAGAKI, S.; NAKAJIMA, J.N.; ROMERO, R.; CRISTALDO, A.C.M. & DAMASCENO-JÚNIOR, G.A. 2006  Inventário das angiospermas no Complexo Aporé-Sucuriú. Pp. 17",NA
Schinus engleri F.A.Barkley,Schinus engleri F.A.Barkley,"Bossoroca, floresta semidecidual",Brazil,-28.736700057983,-55.152198791504,122,Seasonally cold Semideciduous Broadleaved Forest,"BOLIGON, A.A.; LONGHI, S.J.; MURARI, A.B. & HACK, C. 2005 , no município de Bossoroca, RS. Ciência Rural Aspectos fitossociológicos de um fragmento da floresta natural de Astronium balansae Engl.",NA
Centrolobium microchaete (Mart. ex Benth.) H.C.Lima,Centrolobium microchaete (Mart. ex Benth.) H.C.Lima,"Águas Formosas, floresta semidecidual",Brazil,-17.081699371338,-40.854999542236,431,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Combretum monetaria Mart.,Combretum monetaria Mart.,"Juvenília, caatinga arbórea",Brazil,-14.285300254822,-44.111099243164,468,Arid Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Swartzia psilonema Harms,Swartzia psilonema Harms,"Cocal, nanofloresta arenícola",Brazil,-3.4289000034332,-41.507801055908,153,Seasonally dry Deciduous Broadleaved Forest,"CHAVES, E.M.S. 2005 Brasil. Dissertação de Mestrado, Universidade Federal do Piauí, Teresina. PI, Brasil. Florística e potencialidade econômicas da vegetação de carrasco no município de Cocal, Piauí.",NA
Prockia crucis P.Browne ex L.,Prockia crucis P.Browne ex L.,"Nazaré da Mata, floresta semidecidual",Brazil,-7.7421998977661,-35.225299835205,83,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Coussarea contracta (Walp.) Müll.Arg.,Coussarea contracta (Walp.) Müll.Arg.,"Antônio Dias, floresta semidecidual",Brazil,-19.626699447632,-42.865299224854,529,Seasonally dry Semideciduous Broadleaved Forest,"FRANÇA, G.S. 2008 Tese de Doutorado, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Bra Relações florísticas e heterogeneidade de espécies arbóreas em remanescentes de Mata Atlântica da bacia do rio Doce, Minas Gerais – Espírito Santo, Brasil.",NA
Miconia prasina (Sw.) DC.,Miconia prasina (Sw.) DC.,"Jequié, floresta semidecidual",Brazil,-13.94939994812,-40.113899230957,718,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Guarea macrophylla Vahl,Guarea macrophylla Vahl,"Astorga, floresta semidecidual",Brazil,-23.255599975586,-51.031700134277,434,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Gymnanthes klotzschiana Müll.Arg.,Gymnanthes klotzschiana Müll.Arg.,"Piumhi, floresta ripícola",Brazil,-20.440599441528,-46.001399993896,747,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Astronium fraxinifolium Schott,Astronium fraxinifolium Schott,MG-PARAOPEBA Cerrado sensu stricto CE02,Brazil,-19.333299636841,-44.333301544189,NA,NA,"BALDUÍNO, A.P.C.; SOUZA, A.L.; MEIRA NETO, J.A.A.; SILVA, A.F. & SILVA JÚNIOR, M.C. 2005 Revista Árvore Fitossociologia e análise comparativa da composição florística do cerrado da flora de Paraopeba-MG.",NA
Cyathea atrovirens (Langsd.& Fisch.) Domin,Cyathea atrovirens (Langsd.& Fisch.) Domin,"Taquaritinga, floresta semidecidual",Brazil,-21.40419960022,-48.68920135498,526,Seasonally dry Semideciduous Broadleaved Forest,"RANGA, N.T.; REZENDE, A.A.; CAVASSAN, O.; TONIATO, M.T.Z. & CIELO FILHO, R. & STRANGHETTI, V. 2011  Caracterização florística de remanescentes de vegetação nativa da região noroeste do estado de São Paulo, In: NECCHI JR., O. (Ed.) Fauna e flora de fragmentos florestais remanescentes da região noroeste do Estado de São Paulo. Ribeirão Preto: Holos Editora; 2012",NA
Baccharis dracunculifolia DC.,Baccharis dracunculifolia DC.,"Jacarezinho, floresta semidecidual",Brazil,-23.13330078125,-53.515300750732,270,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Endlicheria paniculata (Spreng.) J.F.Macbr.,Endlicheria paniculata (Spreng.) J.F.Macbr.,"Parque do Rio Doce, Vinhático, floresta semidecidual",Brazil,-19.764699935913,-42.624401092529,338,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Qualea multiflora Mart.,Qualea multiflora Mart.,"Monte Alegre de Minas, floresta ripícola",Brazil,-18.855800628662,-48.947799682617,691,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Palicourea rigida Kunth,Palicourea rigida Kunth,Reserva Biologica Municipal Mario Viana,Brazil,-14.683300018311,-52.333301544189,NA,NA,"MARIMON JUNIOR, B.H. & HARIDASAN, M. 2005 Comparação da vegetação arbórea e características edáficas de um cerradão e um cerrado sensu stricto em áreas adjacentes em solos distróficos no leste de Mato Grosso, Brasil. Acta Botanica Brasilica 19 (4): 913-9",NA
Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby,Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby,"Rio Pomba, floresta semidecidual",Brazil,-21.273099899292,-43.10530090332,581,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Sorocea bonplandii (Baill.) W.C.Burger et al.,Sorocea bonplandii (Baill.) W.C.Burger et al.,"Bom Jesus do Itabapoana, floresta semidecidual",Brazil,-21.146699905396,-41.696098327637,359,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Chrysophyllum gonocarpum (Mart. & Eichler) Engl.,Chrysophyllum gonocarpum (Mart. & Eichler) Engl.,"Rodeio Bonito, floresta semidecidual",Brazil,-27.470300674438,-53.114398956299,368,Seasonally cold Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Machaerium brasiliense Vogel,Machaerium brasiliense Vogel,"Jequitinhonha, Águas Belas, floresta semidecidual de cipó",Brazil,-16.126899719238,-41.064701080322,904,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Casearia sylvestris Sw.,Casearia sylvestris Sw.,"Patrocínio Paulista, cerrado",Brazil,-20.757999420166,-47.238998413086,NA,NA,"TEIXEIRA, M.I.J.G.; ARAÚJO, A.R.; VALERI, S.V. & RODRIGUES, R.R. 2004  Florística e fitossociologia de área de cerrado s.s. no Município de Patrocínio Paulista, nordeste do Estado de São Paulo. Bragantia 63: 1-11.",NA
Vataireopsis araroba (Aguiar) Ducke,Vataireopsis araroba (Aguiar) Ducke,"Guaçuí, floresta semidecidual",Brazil,-20.892499923706,-41.710800170898,622,Seasonally dry Semideciduous Broadleaved Forest,"CURTO, R.A. 2011 Dissertação de Mestrado, Universidade Federal do Espírito Santo, Jerônimo Monteiro, ES, Brasil. Avaliação dos métodos de estimação de altura e de estratificação vertical em uma floresta estacional semidecidual.",NA
Homalium guianense (Aubl.) Oken,Homalium guianense (Aubl.) Oken,"Serra do Facão, cerrado rupícola",Brazil,-14.604999542236,-47.2160987854,458,Seasonally dry Semideciduous Parkland Savanna,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Zanthoxylum rhoifolium Lam.,Zanthoxylum rhoifolium Lam.,Prosperidade,Brazil,-21.411699295044,-42.03279876709,NA,NA,"DAN, M.L.; BRAGA J.M.A & NASCIMENTO, M.T. 2010 Estrutura da comunidade arbórea de fragmentos de floresta estacional semidecidual na bacia hidrográfica do rio São Domingos, Rio de Janeiro, Brasil. Rodriguésia 61(4): 749-766.",NA
Ilex cerasifolia Reissek,Ilex cerasifolia Reissek,"Entre Rios de Minas, floresta semidecidual",Brazil,-20.667499542236,-44.179401397705,1148,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Combretum leprosum Mart.,Combretum leprosum Mart.,"São João do Cariri, caatinga quartzosa",Brazil,-7.3989000320435,-36.491901397705,435,Arid Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Erythroxylum deciduum A.St.-Hil.,Erythroxylum deciduum A.St.-Hil.,"Araçatuba, floresta semidecidual",Brazil,-21.133100509644,-50.605598449707,347,Seasonally dry Semideciduous Broadleaved Forest,"RANGA, N.T.; REZENDE, A.A.; CAVASSAN, O.; TONIATO, M.T.Z. & CIELO FILHO, R. & STRANGHETTI, V. 2011  Caracterização florística de remanescentes de vegetação nativa da região noroeste do estado de São Paulo, In: NECCHI JR., O. (Ed.) Fauna e flora de fragmentos florestais remanescentes da região noroeste do Estado de São Paulo. Ribeirão Preto: Holos Editora; 2012",NA
Dulacia gardneriana (Benth.) O.Kuntze,Dulacia gardneriana (Benth.) O.Kuntze,"Areia, floresta semidecidual",Brazil,-6.9678001403809,-35.745800018311,612,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Cnidoscolus quercifolius Pohl,Cnidoscolus quercifolius Pohl,"Xique-xique, caatinga arenícola",Brazil,-10.80029964447,-42.677501678467,423,Arid Deciduous Broadleaved Forest,"SANTOS, R.M. & QUEIROZ, L.P. 2008 Universidade Estadual de Feira de Santana, Feira de Santana, BA, Brazil. Checklists de áreas de caatinga e matas secas.",NA
Garcinia gardneriana (Planch. & Triana) Zappi,Garcinia gardneriana (Planch. & Triana) Zappi,"Lima Duarte, floresta semidecidual",Brazil,-21.825300216675,-43.870800018311,926,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Myrcia anacardiifolia Gardner,Myrcia anacardiifolia Gardner,"Serra da Babilônia, nanofloresta rupícola",Brazil,-20.497800827026,-46.470798492432,1061,Seasonally dry Semideciduous Broadleaved Forest,"LOPES, R.M.F.; FREITAS, V.L.O. & BARBOSA, P.M.M. 2013 Estrutura do componente arbóreo em áreas de cerrado no município de São Thomé das Letras, MG. Revista Árvore 37 (5): 801-813.",NA
Alsophila sternbergii (Pohl ex Sternb.) Conant,Alsophila sternbergii (Pohl ex Sternb.) Conant,"Carangola, floresta semidecidual",Brazil,-20.674200057983,-41.999698638916,890,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Miconia prasina (Sw.) DC.,Miconia prasina (Sw.) DC.,"Cabeça de Boi, floresta semidecidual",Brazil,-19.406099319458,-43.423099517822,847,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Eugenia vernicosa O.Berg,Eugenia vernicosa O.Berg,"Açucena, floresta semidecidual",Brazil,-19.043300628662,-42.433898925781,749,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Sacoglottis mattogrossensis Malme,Sacoglottis mattogrossensis Malme,"Mantena, floresta semidecidual",Brazil,-18.729700088501,-41.040000915527,381,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T.; TAMEIRÃO-NETO, E.; CARVALHO, W.A.C.; BRINA, A.E.; WERNECK, M. & ; VIDAL, C.V.; REZENDE, S.C. & PEREIRA, J.A.A. 2005  Analise floristica do compartimento arboreo de areas de floresta atlantica sensu lato na regiao das Bacias do Leste (Bahia, Minas Gerais, Espirito Santo e Rio de Janeiro). (Floristic analysis of the tree component of atlantic forest areas in central eastern Brazil .)",NA
Maytenus ilicifolia Mart. ex Reissek,Maytenus ilicifolia Mart. ex Reissek,"Frederico Westphalen, floresta semidecidual",Brazil,-27.366399765015,-53.347198486328,491,Seasonally cold Semideciduous Broadleaved Forest,"SCIPIONI, M.C.; FINGER, C.A.G.; CANTARELLI, E.B.; DENARDI, L. & MEYER, E.A. 2011 Fitossociologia em fragmento florestal no noroeste do estado do Rio Grande do Sul phytosociological study in a forest fragment in the northwest of Rio Grande do Sul state. C.",NA
Guarea guidonia (L.) Sleumer,Guarea guidonia (L.) Sleumer,"Presidente Kennedy, floresta semidecidual de tabuleiro",Brazil,-21.163600921631,-41.172500610352,70,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
