Accepted name,Name as entered,locality/site,Country,Latitude,Longitude,Altitude (m),Vegetation type,Reference,Specimen details
Senna multijuga (Rich.) H.S.Irwin & Barneby,Senna multijuga (Rich.) H.S.Irwin & Barneby,"São Pedro do Suaçuí, floresta semidecidual",Brazil,-18.393299102783,-42.561401367188,556,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Maytenus gonoclada Mart.,Maytenus gonoclada Mart.,"Nova Ponte, floresta ripícola",Brazil,-19.12859916687,-47.637199401855,866,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Endlicheria paniculata (Spreng.) J.F.Macbr.,Endlicheria paniculata (Spreng.) J.F.Macbr.,"Guapé, floresta semidecidual",Brazil,-20.766399383545,-45.86190032959,817,Seasonally dry Semideciduous Broadleaved Forest,"RATTER, J.A.; BRIDGEWATER, S. & RIBEIRO, J.F. 2003 Analysis of the floristic compositon of the Brazilian cerrado vegetation III. Comparison of the woody vegetation of 376 areas. Edinburgh Journal of Botany 60 (1): 57-109.",NA
Pisonia zapallo Griseb.,Pisonia zapallo Griseb.,"Jacinto, floresta semidecidual de cipó",Brazil,-16.191699981689,-40.303298950195,283,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T.; TAMEIRÃO-NETO, E.; CARVALHO, W.A.C.; BRINA, A.E.; WERNECK, M. & ; VIDAL, C.V.; REZENDE, S.C. & PEREIRA, J.A.A. 2005 Analise floristica do compartimento arboreo de areas de floresta atlantica sensu lato na regiao das Bacias do Leste (Bahia, Minas Gerais, Espirito Santo e Rio de Janeiro). (Floristic analysis of the tree component of atlantic forest areas in central eastern Brazil.) Rodriguesia 56. 185-235",NA
Cordia superba Cham.,Cordia superba Cham.,"Tiradentes, floresta semidecidual",Brazil,-21.081899642944,-44.152198791504,1106,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Eugenia pyriformis Cambess.,Eugenia pyriformis Cambess.,"Angatuba, floresta semidecidual",Brazil,-23.403600692749,-48.368099212646,677,Seasonally dry Semideciduous Broadleaved Forest,"TORRES, R.B. 1989 Dissertação de Mestrado, Universidade Estadual de Campinas, Campinas, 84 p. Estudos florísticos em mata secundária da Estação Ecológica de Angatuba, Angatuba (São Paulo).",NA
Myrcia splendens (Sw.) DC.,Myrcia splendens (Sw.) DC.,"Palmeiras, nanofloresta decidual rupícola",Brazil,-12.552800178528,-41.614398956299,981,Seasonally dry Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Ocotea glaziovii Mez,Ocotea glaziovii Mez,"Planaltina, floresta ripícola",Brazil,-15.748100280762,-47.677501678467,896,Seasonally dry Semideciduous Broadleaved Forest,"PEREIRA, B.A.S.; MENDONÇA, R.C.; FILGUEIRAS, T.S.; PAULA, J.E. & HERINGER E.P. 1985 Levantamento florístico da área de Proteção Ambiental (APA) da Bacia do Rio São Bartolomeu, Distrito Federal. In: XXXVI Congresso Nacional de Botânica, Anais. Pp. 419-493",NA
Buddleja stachyoides Cham. & Schltdl.,Buddleja stachyoides Cham. & Schltdl.,"Caxambu, floresta semidecidual",Brazil,-22.049699783325,-44.934700012207,1039,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Pimenta pseudocaryophyllus (Gomes) Landrum,Pimenta pseudocaryophyllus (Gomes) Landrum,"Itamogi, floresta semidecidual",Brazil,-21.112499237061,-46.974998474121,1170,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Xylosma tweediana (Clos) Eichler,Xylosma tweediana (Clos) Eichler,"Modelo, floresta semidecidual",Brazil,-26.728900909424,-53.410301208496,467,Seasonally cold Semideciduous Broadleaved Forest,"VIBRANS, A.C.; UHLMANN, A.; SCHORN, L.A.; SEVEGNANI, L.; MARCOLIN, M.; QUADROS, K.E. & REFOSCO, J.C. 2010 Universidade Regional de Blumenau, Blumenau, SC, Bras Inventário Florístico Florestal do Estado de Santa Catarina (IFFSC), Fase II, Relatório Final.",NA
Austroeupatorium inulaefolium (Kunth) R.M.King & H.Rob.,Austroeupatorium inulaefolium (Kunth) R.M.King & H.Rob.,"Inconfidentes, floresta semidecidual",Brazil,-22.313299179077,-46.251098632812,954,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Guazuma ulmifolia Lam.,Guazuma ulmifolia Lam.,"Ibituruna, floresta semidecidual",Brazil,-21.132499694824,-44.709400177002,890,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Daphnopsis racemosa Griseb.,Daphnopsis racemosa Griseb.,"Carvori a Tupantuba, floresta semidecidual",Brazil,-28.942199707031,-54.879398345947,191,Seasonally cold Semideciduous Broadleaved Forest,"LONGHI, S.J. 1993 Aspectos fitossociológicos dos capões' na região de Carovi e Tupantuba Ciência Florestal 1: 22-39.",NA
Pseudopiptadenia warmingii (Benth.) G.P.Lewis & M.P.Lima,Pseudopiptadenia warmingii (Benth.) G.P.Lewis & M.P.Lima,"Pingo d’Água, floresta semidecidual",Brazil,-19.722499847412,-42.428298950195,274,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Myrcia spectabilis DC.,Myrcia spectabilis DC.,"Açucena, floresta semidecidual",Brazil,-19.043300628662,-42.433898925781,749,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Senegalia polyphylla (DC.) Britton & Rose,Senegalia polyphylla (DC.) Britton & Rose,"Bezerros, floresta semidecidual de brejo",Brazil,-8.1581001281738,-35.753898620605,810,Seasonally dry Semideciduous Broadleaved Forest,"SALES, M.F.; MAYO, S.J. & RODAL, M.J. 1998 Universidade Federal de Pernambuco, Recife.PE, Brasil. Plantas vasculares das florestas serranas de Pernambuco - Um checklist da flora ameaçada dos brejos de altitude de Pernambuco - Brasil.",NA
Ficus luschnathiana (Miq.) Miq.,Ficus luschnathiana (Miq.) Miq.,"Carvori a Tupantuba, floresta semidecidual",Brazil,-28.942199707031,-54.879398345947,191,Seasonally cold Semideciduous Broadleaved Forest,"LONGHI, S.J. 1993 Aspectos fitossociológicos dos capões' na região de Carovi e Tupantuba Ciência Florestal 1: 22-39.",NA
Laplacea fruticosa (Schrad.) Kobuski,Laplacea fruticosa (Schrad.) Kobuski,"Araxá, floresta ripícola",Brazil,-19.606899261475,-46.908599853516,1023,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Plathymenia reticulata Benth.,Plathymenia reticulata Benth.,"Uberlândia, Miranda, floresta semidecidual",Brazil,-18.928899765015,-48.063301086426,890,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Piptadenia gonoacantha (Mart.) J.F.Macbr.,Piptadenia gonoacantha (Mart.) J.F.Macbr.,"Passos, floresta decidual",Brazil,-20.688899993896,-46.524200439453,971,Seasonally dry Deciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Luehea grandiflora Mart. & Zucc.,Luehea grandiflora Mart. & Zucc.,"Pouso Alegre, floresta semidecidual",Brazil,-22.222499847412,-45.987201690674,1104,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Margaritaria nobilis L.f.,Margaritaria nobilis L.f.,"Curvelo, floresta ripícola",Brazil,-18.821899414062,-44.397800445557,694,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Guapira laxa (Netto) Furlan,Guapira laxa (Netto) Furlan,"Santo Antônio do Retiro, caatinga areno-rupícola",Brazil,-15.127799987793,-43.020000457764,996,Arid Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Erythroxylum deciduum A.St.-Hil.,Erythroxylum deciduum A.St.-Hil.,"Coribe, caatinga arbórea",Brazil,-13.9359998703,-44.426998138428,NA,NA,"PEREIRA, B.A.S. 2008 Tese de Doutorado, Universidade de Brasília, Brasília, DF, Relações vegetação-variáveis ambientais em florestas estacionais decíduas em afloramentos calcários no Bioma Cerrado e em zonas de transição com a Caatinga e com a Amazônia.",NA
Albizia polycephala (Benth.) Killip,Albizia polycephala (Benth.) Killip,"Presidente Kennedy, floresta semidecidual de tabuleiro",Brazil,-21.163600921631,-41.172500610352,70,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Machaerium ruddianum C.V.Mend.F. & A.M.G.Azevedo,Machaerium ruddianum C.V.Mend.F. & A.M.G.Azevedo,"Alto Rio Doce, floresta semidecidual",Brazil,-21.023300170898,-43.370601654053,808,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Solanum crinitum Lam.,Solanum crinitum Lam.,"Viçosa, floresta semidecidual",Brazil,-20.777500152588,-42.872798919678,719,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Cordia ecalyculata Vell.,Cordia ecalyculata Vell.,"Barra de São Francisco, floresta semidecidual",Brazil,-18.743900299072,-40.834201812744,358,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Piptadenia macradenia Benth.,Piptadenia macradenia Benth.,"Bom Jesus de Goiás, floresta decidual",Brazil,-15.925800323486,-50.082801818848,632,Seasonally dry Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Simira grazielae Peixoto,Simira grazielae Peixoto,"Itapebi, floresta semidecidual",Brazil,-15.919199943542,-39.638599395752,432,Seasonally dry Semideciduous Broadleaved Forest,"JARDIM, J.G. 2004 Instituto de Estudos Sócio-Ambientais do Sul da Bahia e Conservation International do Brasil. Belo Horizonte, MG. Uma caracterização parcial da vegetação na região sul da Bahia, Brasil.",NA
Porcelia macrocarpa (Warm.) R.E.Fr.,Porcelia macrocarpa (Warm.) R.E.Fr.,"Piracicaba, floresta semidecidual",Brazil,-22.778900146484,-47.833099365234,551,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Zanthoxylum rhoifolium Lam.,Zanthoxylum rhoifolium Lam.,"Bezerros, floresta semidecidual de brejo",Brazil,-8.1581001281738,-35.753898620605,810,Seasonally dry Semideciduous Broadleaved Forest,"SALES, M.F.; MAYO, S.J. & RODAL, M.J. 1998 Universidade Federal de Pernambuco, Recife.PE, Brasil. Plantas vasculares das florestas serranas de Pernambuco - Um checklist da flora ameaçada dos brejos de altitude de Pernambuco - Brasil.",NA
Clusia weddelliana Planch. & Triana,Clusia weddelliana Planch. & Triana,"Ibiapaba, Serra Grande, floresta semidecidual de brejo",Brazil,-3.8396999835968,-40.899398803711,869,Seasonally dry Semideciduous Broadleaved Forest,"FERNANDES, A.; BEZERRA, P. & MATOS, F.J..A. 1979 Universidade Federal do Ceará. Fortaleza, CE, Brasil. Levantamento florístico do Parque Nacional de Ubajara.",NA
Zanthoxylum riedelianum Engl.,Zanthoxylum riedelianum Engl.,"Barretos, floresta semidecidual",Brazil,-20.482799530029,-48.826099395752,492,Seasonally dry Semideciduous Broadleaved Forest,"RANGA, N.T.; REZENDE, A.A.; CAVASSAN, O.; TONIATO, M.T.Z. & CIELO FILHO, R. & STRANGHETTI, V. 2011  Caracterização florística de remanescentes de vegetação nativa da região noroeste do estado de São Paulo, In: NECCHI JR., O. (Ed.) Fauna e flora de fragmentos florestais remanescentes da região noroeste do Estado de São Paulo. Ribeirão Preto: Holos Editora; 2012",NA
Styrax camporum Pohl,Styrax camporum Pohl,"Barbalha, floresta decidual de brejo",Brazil,-7.376699924469,-39.313301086426,956,Seasonally dry Deciduous Broadleaved Forest,"TAVARES, S., PAIVA, F.A.F., TAVARES, E.J.S. & LIMA, J.L.S. 1974  Inventario florestal do Ceará. III - Estudo preliminar das matas remanescentes do município de Barbalha. Boletim de Recursos Naturais– SUDENE 12 (2): 20-46",NA
Ouratea fieldingiana (Gardner) Engl.,Ouratea fieldingiana (Gardner) Engl.,"Bonito, floresta semidecidual de brejo",Brazil,-8.5242004394531,-35.703300476074,730,Seasonally dry Semideciduous Broadleaved Forest,"RODAL, M.J.N.; SALES, M.F.; SILVA, M.J. & SILVA, A.G. 2005 Flora de um brejo de altitude na escarpa oriental do planalto da Borborema, Pernambuco. Acta Botanica Brasilica 19 (4): 843-858.",NA
Trichilia pallida Sw.,Trichilia pallida Sw.,"Ourinhos, floresta semidecidual",Brazil,-22.841899871826,-49.887500762939,516,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Dictyoloma vandellianum A.Juss.,Dictyoloma vandellianum A.Juss.,"São João da Chapada, Macacos, floresta semidecidual",Brazil,-18.006399154663,-43.725601196289,948,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Eugenia involucrata DC.,Eugenia involucrata DC.,"Frutal, floresta ripícola",Brazil,-19.935600280762,-48.985599517822,514,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Ilex cerasifolia Reissek,Ilex cerasifolia Reissek,"Santa Luzia, floresta ripícola",Brazil,-19.72439956665,-43.866401672363,679,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Hirtella gracilipes (Hook.f.) Prance,Hirtella gracilipes (Hook.f.) Prance,"Conquista, floresta semidecidual",Brazil,-19.992799758911,-47.601100921631,552,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Trichilia pseudostipularis (A.Juss) C.DC.,Trichilia pseudostipularis (A.Juss) C.DC.,"Rio Bananal, floresta semidecidual",Brazil,-19.254199981689,-40.381401062012,111,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Vantanea obovata (Nees & Mart.) Benth.,Vantanea obovata (Nees & Mart.) Benth.,"Serra da Pedra Grande, nanofloresta rupícola",Brazil,-20.123100280762,-44.353298187256,1296,Seasonally dry Semideciduous Broadleaved Forest,"HIGASHIKAWA, E.M. 2009 Dissertação de Mestrado, Universidade Federal de Lavras, Lavras, MG, Brazil Fitossociologia de um fragmento florestal com monodominância de Euterpe edulis Mart.",NA
Machaerium brasiliense Vogel,Machaerium brasiliense Vogel,"Araporã, floresta decidual",Brazil,-18.518600463867,-49.062801361084,666,Seasonally dry Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Senna acuruensis (Benth.) H.S.Irwin & Barneby,Senna acuruensis (Benth.) H.S.Irwin & Barneby,"Jequié, floresta semidecidual de cipó",Brazil,-13.80860042572,-40.343898773193,650,Seasonally dry Semideciduous Broadleaved Forest,"MACEDO, G.E.L. 2007 Tese de Doutorado, Universidade Federal Rural de Pernambuco, Recife, PE, Brazi Composição florística e estrutura do componente arbóreo-lianescente de um trecho de floresta estacional semidecidual no município de Jequié, Bahia, Brasil.",NA
Aloysia virgata (Ruiz & Pav.) A.Juss.,Aloysia virgata (Ruiz & Pav.) A.Juss.,"Tenente Portela, floresta semidecidual",Brazil,-27.369400024414,-53.688301086426,301,Seasonally cold Semideciduous Broadleaved Forest,"BRENA, D.A.; MADRUGA, P.R.A. & LONGHI, S.J. 2001 Universidade Federal de Santa Maria, Santa Maria, RS. Relatório final do Inventário Florestal Contínuo do Rio Grande do Sul.",NA
Parkia platycephala Benth.,Parkia platycephala Benth.,Cord (Tocantins),Brazil,-6.7086000442505,-48.129699707031,NA,NA,"HAIDAR, R. F., FAGG, J. M. F., PINTO, J. R. R., DIAS, R. R., DAMASCO, G., SILVA, L.C. R., & FAGG, C. W 2013 Florestas estacionais e áreas de ecótono no estado do Tocantins, Brasil: parâmetros estruturais, classificação das fitofisionomias florestais e subsídios para conservação. Acta Amazonica. Florestas estacionais e áreas de ecótono no estado do Tocantins, Brasil: parâmetros estruturais, classificação das fitofisionomias florestais e subsídios para conservação. 43(3): 261-290",NA
Handroanthus chrysotrichus (Mart. ex A.DC.) Mattos,Handroanthus chrysotrichus (Mart. ex A.DC.) Mattos,"Guaraciaba, floresta semidecidual",Brazil,-20.502199172974,-43.020301818848,496,Seasonally dry Semideciduous Broadleaved Forest,"SALINO, A.; STEHMANN, J.R.; LOMBARDI, J.A.; MOTA, R.C.; CARVALHO, F.A. & MOTA, N.F.O. 2006 Flora das áreas prioritárias dos rios Jequitinhonha e Mucuri. In: CHIARELLO, A.G. (Coord.) Relatório ao PROBIO: Inventário biológico nos vales dos rios Jequitinhonha e Mucuri, MG e BA",NA
Ficus calyptroceras (Miq.) Miq.,Ficus calyptroceras (Miq.) Miq.,"Vargem Grande, floresta ripícola",Brazil,-16.102800369263,-44.433101654053,751,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Jacaranda cuspidifolia Mart. ex A.DC.,Jacaranda cuspidifolia Mart. ex A.DC.,"Mogi Guaçu, floresta semidecidual",Brazil,-22.285600662231,-47.162200927734,582,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Annona cacans Warm.,Annona cacans Warm.,"Araguari, John Kennedy, floresta semidecidual",Brazil,-18.650800704956,-48.183300018311,943,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Bauhinia pentandra (Bong.) Vogel ex Steud.,Bauhinia pentandra (Bong.) Vogel ex Steud.,"Corguinho, floresta ripícola",Brazil,-21.413299560547,-56.366401672363,238,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Pereskia grandifolia Haw.,Pereskia grandifolia Haw.,"Lagoa Silvano, floresta semidecidual",Brazil,-19.511100769043,-42.430599212646,297,Seasonally dry Semideciduous Broadleaved Forest,"CETEC 1982 Centro Tecnológico de Minas Gerais, Belo Horizonte, MG, Brasil. Levantamento da vegetação do Parque Estadual do Rio Doce.",NA
Pilosocereus pentaedrophorus (Labour.) Byles & G.D.Rowley,Pilosocereus pentaedrophorus (Labour.) Byles & G.D.Rowley,"Campo Formoso, floresta decidual rupícola",Brazil,-10.557200431824,-40.421699523926,988,Seasonally dry Deciduous Broadleaved Forest,"SANTOS, R.M. & QUEIROZ, L.P. 2008 Universidade Estadual de Feira de Santana, Feira de Santana, BA, Brazil. Checklists de áreas de caatinga e matas secas.",NA
Manihot carthaginensis (Jacq.) Müll.Arg.,Manihot carthaginensis (Jacq.) Müll.Arg.,"Gilbués, floresta ripícola",Brazil,-9.0846996307373,-45.178600311279,341,Seasonally dry Semideciduous Broadleaved Forest,"RATTER, J.A. 1993 Royal Botanic Garden Edinburgh, Edinburgh, U.K. Field notes from the Expedition to Tocantins, Piauí and Maranhão (unpublished).",NA
Coutarea hexandra (Jacq.) K.Schum.,Coutarea hexandra (Jacq.) K.Schum.,"Baldim, floresta decidual",Brazil,-19.273300170898,-43.840801239014,914,Seasonally dry Deciduous Broadleaved Forest,"SAPORETTI JR., A.W.; MEIRA NETO, J.A.A.; ALMADO, R.P. 2003  Fitossociologia de cerrado sensu stricto no município de Abaeté-MG. Revista Árvore 27 (3): 413-419",NA
Miconia chamissois Naudin,Miconia chamissois Naudin,"Lassance, floresta ripícola",Brazil,-17.93390083313,-44.568298339844,516,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Myroxylon peruiferum L.f.,Myroxylon peruiferum L.f.,"Ourinhos, floresta semidecidual",Brazil,-22.841899871826,-49.887500762939,516,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Matayba marginata Radlk.,Matayba marginata Radlk.,"Cuiabá Paulista, floresta semidecidual",Brazil,-22.229200363159,-52.229198455811,459,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Sebastiania brasiliensis Spreng.,Sebastiania brasiliensis Spreng.,"Rodeio Bonito, floresta semidecidual",Brazil,-27.470300674438,-53.114398956299,368,Seasonally cold Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Aspidosperma cuspa (Kunth) S.F.Blake ex Pittier,Aspidosperma cuspa (Kunth) S.F.Blake ex Pittier,"Cocos, caatinga arbórea",Brazil,-14.272500038147,-44.711700439453,554,Arid Deciduous Broadleaved Forest,"SANTOS, R.M. & QUEIROZ, L.P. 2008 Universidade Estadual de Feira de Santana, Feira de Santana, BA, Brazil. Checklists de áreas de caatinga e matas secas.",NA
Psychotria deflexa DC.,Psychotria deflexa DC.,"Bandeira e Macarani, floresta semidecidual de cipó",Brazil,-15.780300140381,-40.51969909668,876,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T.; TAMEIRÃO-NETO, E.; CARVALHO, W.A.C.; BRINA, A.E.; WERNECK, M. & ; VIDAL, C.V.; REZENDE, S.C. & PEREIRA, J.A.A. 2005  Analise floristica do compartimento arboreo de areas de floresta atlantica sensu lato na regiao das Bacias do Leste (Bahia, Minas Gerais, Espirito Santo e Rio de Janeiro). (Floristic analysis of the tree component of atlantic forest areas in central eastern Brazil .)",NA
Byrsonima laxiflora Griseb.,Byrsonima laxiflora Griseb.,"Unaí, Mundo Novo, floresta semidecidual",Brazil,-16.708299636841,-47.179401397705,972,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
