database_id,verbatim_scientificName,decimalLatitude,decimalLongitude,occurrenceID,verbatimEventDate,country,stateProvince,county,locality,coordinatePrecision,basisOfRecord,identifiedBy,coordinateUncertaintyInMeters,recordedBy,country_suggested,countryCode,coordinates_transposed,.uncer_terms,original_search,suggested_name,distance,notes,taxonID,scientificName,taxonRank,taxonomicStatus,acceptedNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,parentNameUsageID,originalNameUsageID,scientificNameAuthorship,vernacularName
NEOTROPTREE_7238,Tachigali rubiginosa,-16.4630555555556,-54.9566666666667,CerMT051,,Brasil,,,"Rondonópolis, floresta ripícola",,,,,,BRAZIL,BR,TRUE,TRUE,Tachigali rubiginosa,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_7276,Persea willdenovii,-28.4322222222222,-49.5880555555556,AtlSC113,,Brasil,,,"Serra do Rio do Rastro, nanofloresta rupícola",,,,,,BRAZIL,BR,TRUE,TRUE,Persea willdenovii,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_7307,Dahlstedtia muehlbergiana,-27.6508333333333,-54.4511111111111,AtlRS063,,Brasil,,,"Tucunduva e Alecrim, floresta semidecídua",,,,,,BRAZIL,BR,TRUE,TRUE,Dahlstedtia muehlbergiana,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_7344,Tachigali guianensis,-1.93805555555556,-46.7297222222222,AmzPA044,,Brasil,,,"Serra do Piriá, floresta pluvial de terra firme",,,,,,BRAZIL,BR,TRUE,TRUE,Tachigali guianensis,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_7405,Dahlstedtia muehlbergiana,-23.5158333333333,-51.5716666666667,AtlPR135,,Brasil,,,"Apucarana, floresta semidecídua",,,,,,BRAZIL,BR,TRUE,TRUE,Dahlstedtia muehlbergiana,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_7422,Tachigali subvelutina,-17.2780555555556,-53.1983333333333,CerMT142,,Brasil,,,"Alto Araguaia, floresta ripícola",,,,,,BRAZIL,BR,TRUE,TRUE,Tachigali subvelutina,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_7612,Cenostigma laxiflorum,-13.5425,-42.4386111111111,CaaBA073,,Brasil,,,"Tanque Novo, caatinga carbonática",,,,,,BRAZIL,BR,TRUE,TRUE,Cenostigma laxiflorum,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_7663,Inga grazielae,-14.7138888888889,-39.2727777777778,AtlBA052,,Brasil,,,"Itabuna, floresta pluvial",,,,,,BRAZIL,BR,TRUE,TRUE,Inga grazielae,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_7777,Enterolobium gummiferum,-14.5619444444444,-49.1594444444444,CerGO163,,Brasil,,,"Uruaçu, cerrado",,,,,,BRAZIL,BR,TRUE,TRUE,Enterolobium gummiferum,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_7840,Cenostigma pluviosum,-18.9986111111111,-40.1769444444444,AtlES029,,Brasil,,,"Sooretama, floresta pluvial",,,,,,BRAZIL,BR,TRUE,TRUE,Cenostigma pluviosum,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_8003,Buchenavia macrophylla,-7.52444444444444,-63.3555555555556,AmzAM241,,Brasil,,,"Humaitá, Rio Ipixuna, floresta inundável de água negra",,,,,,BRAZIL,BR,TRUE,TRUE,Buchenavia macrophylla,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_8128,Tachigali rubiginosa,-12.1958333333333,-53.3811111111111,AmzMT040,,Brasil,,,"Posto Leonardo Vilas Boas, floresta estacional subserrana",,,,,,BRAZIL,BR,TRUE,TRUE,Tachigali rubiginosa,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_8178,Maytenus gonoclada,-19.7213888888889,-41.8227777777778,AtlMG024,,Brasil,,,"Caratinga, Feliciano Abdala, floresta semidecídua",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus gonoclada,,,heterotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_8324,Tachigali rubiginosa,-15.2088888888889,-56.3516666666667,CerMT045,,Brasil,,,"Acorizal, floresta ripícola",,,,,,BRAZIL,BR,TRUE,TRUE,Tachigali rubiginosa,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_8401,Tachigali micropetala,-1.28861111111111,-46.9244444444444,AmzPA036,,Brasil,,,"Bragança, Arraial do Caeté, floresta pluvial de terra firme",,,,,,BRAZIL,BR,TRUE,TRUE,Tachigali micropetala,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_8480,Cenostigma pluviosum,-15.5533333333333,-40.2488888888889,CaaBA156,,Brasil,,,"Maiquinique, floresta decídua",,,,,,BRAZIL,BR,TRUE,TRUE,Cenostigma pluviosum,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_8796,Muellera sericea,-16.3125,-56.5363888888889,CerMT101,,Brasil,,,"Poconé, floresta decídua inundável",,,,,,BRAZIL,BR,TRUE,TRUE,Muellera sericea,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_8807,Maytenus floribunda,-14.4916666666667,-46.4272222222222,CerGO120,,Brasil,,,"Alvorada do Norte, floresta ripícola",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus floribunda,,,heterotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_8828,Muellera campestris,-28.0408333333333,-52.2113888888889,AtlRS035,,Brasil,,,"Sertão, floresta estacional de araucária",,,,,,BRAZIL,BR,TRUE,TRUE,Muellera campestris,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_8834,Cenostigma bracteosum,-6.10055555555556,-37.4983333333333,CaaRN019,,Brasil,,,"Messias Targino, caatinga quartzosa",,,,,,BRAZIL,BR,TRUE,TRUE,Cenostigma bracteosum,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_9367,Xylopia nitida,-3.15638888888889,-52.3708333333333,AmzPA206,,Brasil,,,"Altamira, floresta estacional de terra firme",,,,,,BRAZIL,BR,TRUE,TRUE,Xylopia nitida,,,notFound,,,,,,,,,,,,,,,,,
NEOTROPTREE_9503,Maytenus ilicifolia,-27.1975,-51.0211111111111,AtlSC176,,Brasil,,,"Monte Carlo, floresta estacional de araucária",,,,,,BRAZIL,BR,TRUE,TRUE,Maytenus ilicifolia,,,heterotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_9585,Pityrocarpa moniliformis,-10.4116666666667,-39.1877777777778,CaaBA005,,Brasil,,,"Euclides da Cunha, caatinga quartzosa",,,,,,BRAZIL,BR,TRUE,TRUE,Pityrocarpa moniliformis,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_9612,Eugenia umbrosa,-18.9669444444444,-40.7347222222222,AtlES061,,Brasil,,,"Águia Branca, floresta semidecídua",,,,,,BRAZIL,BR,TRUE,TRUE,Eugenia umbrosa,,,heterotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_9619,Enterolobium gummiferum,-14.4986111111111,-46.9447222222222,CerGO150,,Brasil,,,"Flores de Goiás, cerradão mesotrófico",,,,,,BRAZIL,BR,TRUE,TRUE,Enterolobium gummiferum,,,homotypic synonym,,,,,,,,,,,,,,,,,
NEOTROPTREE_9949,Enterolobium gummiferum,-16.4061111111111,-51.0552777777778,CerGO106,,Brasil,,,"Iporá, cerrado",,,,,,BRAZIL,BR,TRUE,TRUE,Enterolobium gummiferum,,,homotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_286,Mimosa dolens var. acerba,-24.7372222,-50.12,ee39910e-033e-4e36-931f-93ea93759971,2016,Brasil,"",,"PCH Rio Iapó, Fazenda Marumbi.",,PreservedSpecimen,E. Barboza,,,BRAZIL,BR,TRUE,TRUE,Mimosa dolens acerba,,,homotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_356,Inga,-15.154444,-39.531111,06a68afa-5ba4-454d-86ce-f6f48d3db0f0,2001,Brazil,"",,"Entrada 7,5Km Rod. Jussari/Palmira. Faz. Teimoso 1,7Km da entrada. RPPN Serra do Teimoso. Parcela 43. Árvore 1209.",,PreservedSpecimen,Sem Informação,,,BRAZIL,BR,TRUE,TRUE,Inga,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_562,Plinia,-23.3342,-44.832199,b13e0b22-ef7e-41b1-92df-372cf7bb45fa,,Brazil,"",,"",,"","",,,BRAZIL,BR,TRUE,TRUE,Plinia,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_650,Pityrocarpa moniliformis,-9.65,-38.5833333,0696f538-4f18-446a-b13b-3fc65a79f6f5,1985,Brazil,"",,Paulo Afonso,,PreservedSpecimen,Barneby,,,BRAZIL,BR,TRUE,TRUE,Pityrocarpa moniliformis,,,homotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_703,Clethra scabra var. scabra,-22.4711111,-43.0763889,5f9bb655-221f-414b-be3e-1775da08a89e,2008,Brasil,"",,"Bonfim, Parque Nacional da Serra dos Órgãos, trilha para a pedra do queijo. Parque Nacional Serra dos Órgãos",,PreservedSpecimen,M. Bovini & M. Nadruz,,,BRAZIL,BR,TRUE,TRUE,Clethra scabra scabra,,,notFound,,,,,,,,,,,,,,,,,
SIBBR_866,Piper arboreum var. arboreum,-24.2347222,-47.6125,9bd8fdb4-7146-40e9-a901-12274a1af49e,1994,Brasil,"",,Ca. 10 km de Juquiá em direção a Tapiraí.,,PreservedSpecimen,Elsie Franklin Guimarães,,,BRAZIL,BR,TRUE,TRUE,Piper arboreum arboreum,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_881,Inga vera subsp. affinis,-10.8339,-52.8731,76a28116-f508-485f-8eb1-3bd8f8b56bb9,,Brazil,"",,"",,PreservedSpecimen,"",,,BRAZIL,BR,TRUE,TRUE,Inga vera affinis,,,heterotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_920,Moquiniastrum floribundum,-16.08167,-50.18722,d5074c3c-c994-45a5-a368-2287a2414678,2007,Brazil,"",,"Serra Dourada, estrada para Rebio da Serra Dourada, UFG.",,PreservedSpecimen,"Roque, N",,,BRAZIL,BR,TRUE,TRUE,Moquiniastrum floribundum,,,homotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_971,Kyllinga odorata,-11.401389,-37.429167,78956ecc-fb34-49ab-ac10-a174cdf55287,2011,Brazil,"",,"RPPN Mata do Crasto, Área antropizada. Solo arenoso.",,PreservedSpecimen,"Gomes, LA",,,BRAZIL,BR,TRUE,TRUE,Kyllinga odorata,,,homotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_1296,Hyptis althaeifolia,-25.123558,-50.068486,adbfe784-577e-432f-930a-b8c2dc6840cc,1968,Brazil,"",,Horto Florestal Cara-cara,,"","Hatschbach, G.",,,BRAZIL,BR,TRUE,TRUE,Hyptis althaeifolia,,,homotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_1513,Pterodon,-21.404699,-49.500301,0439c7e4-eb42-457d-874a-e40d4ef353cb,,Brazil,"",,"",,"","",,,BRAZIL,BR,TRUE,TRUE,Pterodon,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_1741,Polygonum acuminatum,-24.0726111111111,-52.3989444444445,f36cdad1-f500-4ae7-96e7-96f4f5842da2,2019,Brasil,"",,"",,PreservedSpecimen,G.A. Dettke,,,BRAZIL,BR,TRUE,TRUE,Polygonum acuminatum,,,heterotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_1816,Byrsonima macrophylla,-18.32,-43.69,5953cd13-78db-40d7-9304-e9e8f151a3e5,1972,Brazil,"",,"Serra do Espinha√ßo, ca. 14 km SW of Diamantina on road to Gouveia",,"","",,,BRAZIL,BR,TRUE,TRUE,Byrsonima macrophylla,,,heterotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_1830,Rhynchosia,-12.2516666666667,-39.0336111111111,fbed8bf2-a8e9-4c14-9f4b-bbfd10c95c95,2016,Brazil,"",,Rio Jacuípe.,,PreservedSpecimen,"",,,BRAZIL,BR,TRUE,TRUE,Rhynchosia,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_1990,Mollia,-3.0272222222,-60.1625,94a94003-ef0c-4813-a914-3f3c83c1bbfb,1997,Brazil,"",,Rio Negro. Rio Tarumã-Mirim,,PreservedSpecimen,"",,,BRAZIL,BR,TRUE,TRUE,Mollia,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_2046,Inga,-23.406556,-51.363306,65e172ed-add4-438b-b274-4da543b1cd9f,2007,Brazil,"",,Fazenda Solana,,PreservedSpecimen,"Cervigne, NS",,,BRAZIL,BR,TRUE,TRUE,Inga,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_2562,Cordia,-13.715278,-39.628333,0fe15851-eb35-4d7a-8c51-91ffd3c56784,2011,Brazil,"",,"Fazenda Mesquita, 11 Km E of Itamari on BA 549 towards Gandu, then N Fazenda Mesquita 3 Km through cacau forest.",,PreservedSpecimen,"",,,BRAZIL,BR,TRUE,TRUE,Cordia,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_2895,Tryonia myriophylla,-22.211031,-44.730103,03faba2b-2a37-4795-af75-be6b3f01be3a,2008,Brazil,"",,Serra do Ouro Preto.,,PreservedSpecimen,"Salino, A",,,BRAZIL,BR,TRUE,TRUE,Tryonia myriophylla,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_2965,Senna silvestris subsp. bifaria,-22.11,-47.07,9c08ebfe-0b87-4038-8a96-3ee1716e0017,1959,Brazil,"",,"7,3km NNE of Pádua Sales",,PreservedSpecimen,"Barneby, R",,,BRAZIL,BR,TRUE,TRUE,Senna silvestris bifaria,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_3032,Buchnera,-6.0555556,-50.255,fde90459-4ffa-4aed-925e-b28156155221,2015,Brasil,"",,"Floresta Nacional de Carajás - Serra dos Carajás, Serra Norte - N2",,PreservedSpecimen,Scatigna & N. Mota,,,BRAZIL,BR,TRUE,TRUE,Buchnera,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_3107,Hirtella,-22.54,-46.54,4214f06d-595e-497f-802d-9f1eaa2b5402,2000,Brazil,"",,"Mata da Fazenda Santa Helena (Fragmento P1); Ã¡rea total: 12,4 ha., Floresta estacional semidecidual.",,PreservedSpecimen,"Santos, K.",,,BRAZIL,BR,TRUE,TRUE,Hirtella,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_3140,Randia,-10.95583,-55.65556,43979a4e-55e1-4cc6-8ecb-2e541d5edfc0,2015,Brazil,"",,Xk_x0005_,,PreservedSpecimen,"",,,BRAZIL,BR,TRUE,TRUE,Randia,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_3221,Mimosa albolanata var. brasiliana,-15.7641667,-47.8544444,ac9f7bf7-c018-4df7-9d85-7fc41fe58ad5,2010,Brasil,"",,Universidade de Brasília. Entre o alojamento de estudantes da graduação e o lago Paranoá,,PreservedSpecimen,L.M. Borges,,,BRAZIL,BR,TRUE,TRUE,Mimosa albolanata brasiliana,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_3527,Galium noxium subsp. noxium,-23.0744,-44.9597,bbdde540-e55d-4574-a688-1b0915339165,1939,Brazil,"",,Sertão,,PreservedSpecimen,S.L. Jung-Mendaçolli & L.P. Cabral,,,BRAZIL,BR,TRUE,TRUE,Galium noxium noxium,,,notFound,,,,,,,,,,,,,,,,,
SIBBR_3660,Alibertia,-22.1702,-51.208698,6a915422-bbdd-4bd6-a334-80511e15844a,,Brazil,"",,"",,"","",,,BRAZIL,BR,TRUE,TRUE,Alibertia,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_3883,Bathysa cuspidata,-10.8339,-52.8731,15407503-7f3c-4a74-bdb0-65d797669f82,,Brazil,"",,"",,PreservedSpecimen,"",,,BRAZIL,BR,TRUE,TRUE,Bathysa cuspidata,,,homotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_4379,Mimosa gemmulata var. gemmulata,-16.182777,-42.489166,bc7b5db6-8fa9-4397-bfb2-b0b66b4c2894,2016,Brazil,"",,Sítio 2. Ponto 2.,,PreservedSpecimen,M. Simon,,,BRAZIL,BR,TRUE,TRUE,Mimosa gemmulata gemmulata,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_4567,Polygala harleyi var. intermedia,-13.533333,-41.966667,969e0583-1941-4a56-8848-98d1a192f7c9,1988,Brazil,"",,Pico das Almas. Vertente leste. Subida do pico do campo norte do Queiroz.,,PreservedSpecimen,M. C. Marques,,,BRAZIL,BR,TRUE,TRUE,Polygala harleyi intermedia,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_5192,Annona,-14.35917,-42.53722,c41d30d6-808b-41ae-806e-27de54ca4401,2007,Brazil,"",,Serra Geral,,PreservedSpecimen,"",,,BRAZIL,BR,TRUE,TRUE,Annona,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_5301,Inga,-14.770278,-39.536111,58755bf0-c2d3-4340-be7c-633f50cc9944,2007,Brazil,"",,"Serra da Pedra Lascada. 13,7 Km de Barro Preto, na estrada que passa pela fazenda São Miguel e sobe até o acesso a serra. Borda da encosta, próximo à entrada da trilha principal.",,PreservedSpecimen,Sem Informação,,,BRAZIL,BR,TRUE,TRUE,Inga,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_5528,Inga,-2.5,-44.25,f6ff6bb2-47b4-4e38-8d9e-4309a3c777ed,1981,Brazil,"",,"Praia da Ponta do Farol, 5km N from the center of the city",,PreservedSpecimen,"",,,BRAZIL,BR,TRUE,TRUE,Inga,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_5654,Inga,-9.51861,-36.57583,d9657aec-e9be-48a0-b594-80eb2164073a,2010,Brazil,"",,APA de Murici.,,PreservedSpecimen,"",,,BRAZIL,BR,TRUE,TRUE,Inga,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_5728,Campyloneurum phyllitidis,-1.1694445,-47.3766667,362f2ea7-0d17-4013-9358-67cca723ce7a,2011,Brasil,"",,"Travessa Samaúma, Sítio Leôncio",,PreservedSpecimen,M.R. Pietrobom,,,BRAZIL,BR,TRUE,TRUE,Campyloneurum phyllitidis,,,heterotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_5948,Riccia,-19.128333,-55.343056,9681dd71-b5e7-44d4-a52b-65f0cc2657d1,1998,Brazil,"",,Pantanal,,PreservedSpecimen,"",,,BRAZIL,BR,TRUE,TRUE,Riccia,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_6217,Inga nobilis subsp. nobilis,-10.8339,-52.8731,8b746b08-c069-47d3-96b4-371c1de4e657,,Brazil,"",,"",,PreservedSpecimen,"",,,BRAZIL,BR,TRUE,TRUE,Inga nobilis nobilis,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_6519,Codonanthopsis uleana,-15.15,-39.083333,75a0c7f3-270e-445d-812e-4ce6e8470c26,1993,Brazil,"",,Reserva Biológica do Mico-leão (REBIO). Entrada no KM 46 BA-001 Ilheus/Una. Estrada para sede da REBIO.,,PreservedSpecimen,A. Chautems,,,BRAZIL,BR,TRUE,TRUE,Codonanthopsis uleana,,,homotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_6743,Cichorieae,-22.734286,-47.648064,44dba25f-7194-4ec6-a4f8-1dabd45eaa7b,2013,Brazil,"",,piracicaba,,HumanObservation,"",,,BRAZIL,BR,TRUE,TRUE,Cichorieae,,,notFound,,,,,,,,,,,,,,,,,
SIBBR_6910,Parkia,-10.8339,-52.8731,8b263c2a-c383-43b3-9dc7-48f809cfb8ae,,Brazil,"",,"",,PreservedSpecimen,"",,,BRAZIL,BR,TRUE,TRUE,Parkia,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_7384,Paralychnophora glaziouana,-16.33,-42.54,7d2f0275-3fe9-4669-b757-4c81e5964e28,1978,Brazil,"",,RibeirÃ£o.,,PreservedSpecimen,"Loeuille, B.F.P.",,,BRAZIL,BR,TRUE,TRUE,Paralychnophora glaziouana,,,synonym | noAcceptedName,GBIF:8095922,Paralychnophora glaziouana,species,synonym,GBIF:9601274,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eremanthus,glaziouana,,3133590,,Loeuille,
SIBBR_7484,Casearia,-14.781944,-39.069167,ac9632f3-7b21-4918-b6df-0577d307ca61,1995,Brazil,"",,Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1594 Parcela n. 37.,,PreservedSpecimen,A. M. Amorim,,,BRAZIL,BR,TRUE,TRUE,Casearia,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_7487,Ruellia,-9.9675,-37.083056,67759dcf-211c-4b17-a125-d33806a52aa1,1988,Brazil,"",,"",,PreservedSpecimen,"",,,BRAZIL,BR,TRUE,TRUE,Ruellia,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_7586,Byrsonima macrophylla,-18.3,-43.7,ef84ed47-13a3-45b0-a472-92a3582c14ff,1969,Brazil,"",,Ca. 10km SW of Diamantina. Serra do Espinha√ßo.,,"","",,,BRAZIL,BR,TRUE,TRUE,Byrsonima macrophylla,,,heterotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_7801,Scenedesmus acuminatus,-15.8,-47.78333,2d81d541-ec2b-482c-8bea-d5e9b32b6ccb,1998,Brazil,"",,"Lago Paranoá, Filtrado de 2 litros de água coletada a partir de 1 m de profundidade com auxílio de garrafa de Kemmerer de 5 litros",,PreservedSpecimen,"Castelo-Branco, CW",,,BRAZIL,BR,TRUE,TRUE,Scenedesmus acuminatus,,,heterotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_7984,Psychotria latifolia,-8.071111,-34.965,3430daba-6fe9-43b7-9028-f02bdffd12ad,1996,Brazil,"",,"Curado, Mata do Comando Militar do Nordeste/CMNE. Área de 43,40ha.",,PreservedSpecimen,C. M. Taylor,,,BRAZIL,BR,TRUE,TRUE,Psychotria latifolia,,,homotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_8262,Tryonia myriophylla,-23.4094444,-45.1225,13e5b293-46fa-494b-9bf7-2b18bf58fb04,2010,Brazil,"",,Parque Estadual do Guartelá.,,PreservedSpecimen,"Matos, F.B.",,,BRAZIL,BR,FALSE,TRUE,Tryonia myriophylla,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_8535,Cordia,-11.62833,-41.00083,89cd8c02-d171-472a-a077-f667be188a64,2013,Brazil,"",,"Piemonte da Diamantina, Estrada Real.",,PreservedSpecimen,"Jordão, LSB",,,BRAZIL,BR,TRUE,TRUE,Cordia,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_8569,Ceiba,-4.546028,-46.670533,a59c2faa-ef86-4782-926a-bf26190cd4d7,1994,Brazil,"",,Reserva Florestal de Buriticupu,,PreservedSpecimen,"",,,BRAZIL,BR,TRUE,TRUE,Ceiba,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_8748,Hyptis althaeifolia,-25.466451,-49.057475,1f79cd96-8d41-4402-9571-bee834884b1d,1971,Brazil,"",,"",,"","Ribas, O.S.",,,BRAZIL,BR,TRUE,TRUE,Hyptis althaeifolia,,,homotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_8814,Poincianella pyramidalis,-9.40294,-38.205654,0470a4df-5dc3-4a22-a9f8-959037fe487d,1981,Brazil,"",,BAIRRO OF VILA NOBRE ON THE N OUTSKIRTS OF THE CITY.,,PreservedSpecimen,H.C. de Lima,,,BRAZIL,BR,TRUE,TRUE,Poincianella pyramidalis,,,homotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_9001,Sida,-23.6082,-46.843399,792f79bc-8582-4f15-a574-c06c998c92b0,,Brazil,"",,"",,"","",,,BRAZIL,BR,TRUE,TRUE,Sida,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_9020,Erythrina,-9.7725612413,-70.1018297409,51e00d20-7293-461a-8629-dc791fb4f570,2001,Brazil,"",,"Manoel Urbano - AC, Brasil",,HumanObservation,"",,,BRAZIL,BR,TRUE,TRUE,Erythrina,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_9139,Inga vera subsp. affinis,-9.4217,-65.0519,4865376d-3a8a-4463-bafa-b85a1e81b071,2012,Brazil,"",,"Margem esquerda do Rio Cutia, proximo a ponte de a, Floresta Ombrofila aberta (secundaria) com relevo plano e solo argiloso.",,PreservedSpecimen,"Koenen, E",,,BRAZIL,BR,TRUE,TRUE,Inga vera affinis,,,heterotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_9157,Pterodon,-14.25,-48.2333333333333,aa636a75-92f6-4d8f-bd91-5e0680b60170,1992,Brazil,"",,"Estrada da terra vicinal GO 237 (Niquelândia/Colinas). Entrada a 600m da ponte sobre o bagagem, a 15 Km desta.",,PreservedSpecimen,L.P.de Queiroz,,,BRAZIL,BR,TRUE,TRUE,Pterodon,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_9421,Muellera obtusa,-11.8666667,-44.4666667,0740bc7b-67a3-4af3-9b64-c9bb73df027a,2018,Brasil,"",,Faz. Ganflor. Conglomerado BA-495. Subunidade 3. Subparcela 10. Indivíduo 23. F8.,,PreservedSpecimen,H.C. Lima,,,BRAZIL,BR,TRUE,TRUE,Muellera obtusa,,,homotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_9441,Inga,-6.9480555,-47.602777,9f2dbc12-a67d-4c71-a652-96fd10395679,2009,Brazil,"",,"Estrada BR - 153 - Brejão, km 36 córrego Xupé.",,PreservedSpecimen,"",,,BRAZIL,BR,TRUE,TRUE,Inga,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_9551,Psychotria capitata,-11.385528,-37.425861,e2b39ea5-b497-43a8-808c-2d01a17972d4,1995,Brazil,"",,Mata do Crasto,,PreservedSpecimen,"Barbosa, MR",,,BRAZIL,BR,TRUE,TRUE,Psychotria capitata,,,homotypic synonym,,,,,,,,,,,,,,,,,
SIBBR_9735,Polypodium,-9.166667,-60.616667,05267f32-c157-4a86-a517-473620472401,1996,Brazil,"",,Cachoeira junto à cidade (Cachoeira Dardanelos).,,PreservedSpecimen,"Windsch, PG",,,BRAZIL,BR,TRUE,TRUE,Polypodium,,,multipleAccepted,,,,,,,,,,,,,,,,,
SIBBR_9798,Lundia longa,-8.9788888889,-35.9098611111,01321c6d-0704-45a7-8179-73509750a1e2,2003,Brazil,"",,Usina Serra Grande-Mata de Aquidabã. Floresta Ombrófila Aberta. Floresta madura com muitas epífitas.,,PreservedSpecimen,"Costa, S.L.",,,BRAZIL,BR,TRUE,TRUE,Lundia longa,,,heterotypic synonym,,,,,,,,,,,,,,,,,
SPECIESLINK_80,Ocotea spanantha,-17.363333,-53.183889,42538,,Brasil,Goiás,,"",,S,,,"Hashimoto, M.Y.; et al.",BRAZIL,BR,TRUE,TRUE,Ocotea spanantha,,,notFound,,,,,,,,,,,,,,,,,
SPECIESLINK_101,Griselinia ruscifolia itatiaiae,-10.8339,-52.8731,,,Brazil,"",,"",,PreservedSpecimen,,,"",BRAZIL,BR,TRUE,TRUE,Griselinia ruscifolia itatiaiae,,,homotypic synonym,,,,,,,,,,,,,,,,,
