database_id,occurrenceID,scientificName,decimalLatitude,decimalLongitude,eventDate,family,country,stateProvince,county,locality,coordinatePrecision,basisOfRecord,taxonRank,identifiedBy,coordinateUncertaintyInMeters,recordedBy,cntr_suggested,cntr_iso2c,.inverted_xy,iso2c,iso3c,.invalid_xy,.outside_xy,.no_xy,.no_name,.doubtful_provenance,.locality_no_xy
GBIF_5434,1314850253,Vochysiaceae,NA,NA,1984-06-10T00:00:00Z,Vochysiaceae,BR,Mato Grosso,NA,Vila Bela da SS. Trindade,NA,PRESERVED_SPECIMEN,FAMILY,NA,NA,"Ferreira, C.A.C.; Lima,  J.E.G. de",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5435,1456213626,Myrtaceae,NA,NA,1985-09-12T00:00:00Z,Myrtaceae,BR,Acre,NA,"BR-364 km 42, ramal 4 do Proj. Santa Luzia (INCRA)",NA,PRESERVED_SPECIMEN,FAMILY,NA,NA,"A. Rosas Jr., J. L. Santos, D. Cambell & D. Coelho",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5437,1095463450,Lavoisiera DC.,NA,NA,NA,Melastomataceae,BR,Paraná,NA,Rodovia do Café,NA,PRESERVED_SPECIMEN,GENUS,"Hatschbach, G.",NA,"Cordeiro, J.; et al.; et al.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5438,1270108928,Punica granatum L.,NA,NA,2015-07-15T00:00:00Z,Lythraceae,BR,Pernambuco,NA,Sítio Carão,NA,PRESERVED_SPECIMEN,SPECIES,"Cano, O.",NA,"Silva, F.S.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5440,2464831126,Clavija nutans (Vell.) B.Ståhl,NA,NA,NA,Primulaceae,BR,São Paulo,NA,Parque Estadual Morro do Diabo,NA,PRESERVED_SPECIMEN,SPECIES,"Rossetto, EFS",NA,"Artem, L",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5444,1090420023,Ternstroemia carnosa Cambess.,NA,NA,1979-12-22T00:00:00Z,Pentaphylacaceae,BR,Bahia,NA,"A 3Km ao S de Mucugê, na estrada que vai para Jussiape.",NA,PRESERVED_SPECIMEN,SPECIES,W. São Mateus,NA,S. A. Mori,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5446,2452843695,Croton floribundus Spreng.,NA,NA,1988-12-01T00:00:00Z,Euphorbiaceae,BR,Paraná,NA,Floresta do Godoy.,NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,"Soares Silva, LH; Chagas Silva, F",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5449,1213550359,Diplusodon oblongus Pohl,NA,NA,1978-01-25T00:00:00Z,Lythraceae,BR,Distrito Federal,NA,Campus da Universidade de Brasília,NA,PRESERVED_SPECIMEN,SPECIES,"Cavalcanti, TB",NA,"Gentry, AH",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5450,1424185514,Malouetia tamaquarina A.DC.,NA,NA,1947-10-02T00:00:00Z,Apocynaceae,BR,Amazonas,NA,"Rio Negro, Pedauiry, Uacuacu.",NA,PRESERVED_SPECIMEN,SPECIES,M.E.Fallen,NA,R.L.Fróes,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5451,1989869562,Chamaecrista nictitans subsp. patellaria (DC. ex Colladon) H.S.Irwin & Barneby,NA,NA,NA,Fabaceae,BR,São Paulo,NA,Bernardino de Campos,NA,PRESERVED_SPECIMEN,SUBSPECIES,N.F. Mattos,NA,Y. Tsuda,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5452,1090846358,Pseudopiptadenia warmingii (Benth.) G.P.Lewis & M.P.Lima,NA,NA,2002-03-14T00:00:00Z,Fabaceae,BR,Minas Gerais,NA,"Parque Estadual do Rio Doce (PERD), Trilha da Lagoa do Meio.",NA,PRESERVED_SPECIMEN,SPECIES,"Nunes, SRDFS da",NA,"Nunes, SRDFS da; et al.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5459,1252637120,Forsteronia montana Müll.Arg.,NA,NA,NA,Apocynaceae,BR,NA,NA,Herbarium Benthamianum 1867.,NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,Sello,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5461,1228228698,Erythroxylum deciduum A.St.-Hil.,NA,NA,NA,Erythroxylaceae,BR,Santa Catarina,NA,"Campo Alegre, Between Postema and Morro Iquereim",NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,L. B. Smith & R. M. Klein,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5463,1090842102,Annona cacans Warm.,NA,NA,2006-02-16T00:00:00Z,Annonaceae,BR,Minas Gerais,NA,"Parque Estadual Serra do Brigadeiro (PESB), Regeneração próxima à administração do Parque.",NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,"Silva, A.F. da",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5464,1095452160,Schinus terebinthifolia Raddi,NA,NA,1982-04-04T00:00:00Z,Anacardiaceae,BR,Santa Catarina,NA,"Chácara, Ilha do Campeche",NA,PRESERVED_SPECIMEN,SPECIES,F.A. Silva F.,NA,F.A. Silva F.,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5465,1087260820,Bulbostylis junciformis C.B.Clarke,NA,NA,1968-03-18T00:00:00Z,Cyperaceae,BR,Goiás,NA,10km ao S de Guará,NA,PRESERVED_SPECIMEN,SPECIES,"Koyama, TM",NA,"Irwin, HS",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5466,1424129285,Baccharis myriocephala DC.,NA,NA,1955-07-19T00:00:00Z,Asteraceae,BR,Minas Gerais,NA,Serra do Curral.,NA,PRESERVED_SPECIMEN,SPECIES,G.Heiden,NA,Pe. Luiz Roth,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5467,1584393040,Leguminosae,NA,NA,1814-01-01T00:00:00Z,Fabaceae,BR,NA,NA,"Brazil: 1814-1831, Leg.: F. Sellow s.n.",NA,PRESERVED_SPECIMEN,FAMILY,NA,NA,"Sellow,F.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5470,1095225738,Tillandsia polystachia Vell.,NA,NA,2003-05-20T00:00:00Z,Bromeliaceae,BR,Mg,NA,"A montante do vertedouro, margem esquerda do Rio Preto.",NA,PRESERVED_SPECIMEN,SPECIES,Z. J. G. Miranda,NA,Aécio Amaral-Santos,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5471,1094906117,Tetrapterys phlomoides (Sprengel) Nied.,NA,NA,1996-04-06T00:00:00Z,Malpighiaceae,BR,São Paulo,NA,Trilha da Pedra Grande.,NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,"Rapini, A.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5475,1087530557,Fimbristylis complanata Link,NA,NA,2000-09-27T00:00:00Z,Cyperaceae,BR,SÃ£o Paulo,NA,"Lagoa 29, Fazenda Canchim (Embrapa).",NA,PRESERVED_SPECIMEN,SPECIES,"Prata, A.P.",NA,"Prata, A.P.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5477,1314847504,Protium crassipetalum Cuatrec.,NA,NA,2007-01-31T00:00:00Z,Burseraceae,BR,Pará,NA,Floresta Nacional de Caxiuanã,NA,PRESERVED_SPECIMEN,SPECIES,"Félix-da-Silva, M.M.",NA,"Félix-da-Silva, M.M.; Trindade,  M.J.S.;  Lobato,  L.C.B.;  Santos,  M.R. dos",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5485,1042550441,Inga edulis Mart.,NA,NA,1975-09-29T00:00:00Z,Fabaceae,BR,Mato Grosso,NA,"Dardanelos, mata que cerca o salto das Andorinhas.",NA,PRESERVED_SPECIMEN,SPECIES,"Vieira, M.G.G.",NA,Mike Hopkins,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5490,1089214500,Schnella glabra (Jacq.) Dugand,NA,NA,1979-12-06T00:00:00Z,Fabaceae,BR,Ceará,NA,Brejo Grande,NA,PRESERVED_SPECIMEN,SPECIES,"Loiola, M.I.B.",NA,"Martins, P.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5492,2459888931,Diospyros inconstans Jacq.,NA,NA,1997-01-23T00:00:00Z,Ebenaceae,BR,São Paulo,NA,Ilha da Queimada Grande,NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,"Joaquim Jr., G.O.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5495,2515252018,Tournefortia paniculata Cham.,NA,NA,1965-12-13T00:00:00Z,Heliotropiaceae,BR,NA,NA,Est. Parana. Mun. Mal. Cand. Rondon. Mal. Candido Rondon.,NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,Hatschbach GG; Lindeman JC; Haas H,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5496,1089144139,Tabernaemontana laeta Mart.,NA,NA,1941-12-12T00:00:00Z,Apocynaceae,BR,Pernambuco,NA,Engenho Figueiras.,NA,PRESERVED_SPECIMEN,SPECIES,"Bordon, NG",NA,"Azevedo, S",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5500,1095288741,Passiflora suberosa subsp. litoralis (Kunth) Port.-Utl.,NA,NA,1986-03-22T00:00:00Z,Passifloraceae,BR,Rs,NA,Belém Novo,NA,PRESERVED_SPECIMEN,SUBSPECIES,"de Azevedo, MM",NA,"Brack, P",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5501,1089086473,Triplaris americana L.,NA,NA,2003-08-27T00:00:00Z,Polygonaceae,BR,São Paulo,NA,Entorno do Museu Dinâmico de Ciências de Campinas,NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,"Ikemoto, E",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5503,1042562613,Bulbostylis conifera C.B.Clarke,NA,NA,1997-08-10T00:00:00Z,Cyperaceae,BR,Roraima,NA,Área-1. Savana.,NA,PRESERVED_SPECIMEN,SPECIES,"Costa, J.C. da",NA,Mike Hopkins,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5504,1456009048,Chromolaena odorata (L.) R.M.King & H.Rob.,NA,NA,1968-10-01T00:00:00Z,Asteraceae,BR,Pará,NA,"Da Amazônia, região do Rio Jari, R. Jarí, Monte Dourado; canteiro de germinação de Gemelina",NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,N. T. Silva,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5506,1087485889,Malvastrum coromandelianum (L.) Garcke,NA,NA,1995-11-26T00:00:00Z,Malvaceae,BR,Rs,NA,"LINHA LAMBEDOR, CEL. TEIXEIRA",NA,PRESERVED_SPECIMEN,SPECIES,"BUTZKE, A.",NA,"BUTZKE, A.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5509,1302676115,Ilex dumosa Reissek,NA,NA,NA,Aquifoliaceae,BR,Paran,NA,Brasil. Paran. .,NA,UNKNOWN,SPECIES,NA,NA,Gurgel,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5510,1095195064,Mysanthus uleanus (Harms) G.P.Lewis & A.Delgado,NA,NA,1986-07-22T00:00:00Z,Fabaceae,BR,Mg,NA,A 67 KM DE MANTENA;,NA,PRESERVED_SPECIMEN,SPECIES,B. M. T. Walter,NA,Gilberto Pedralli,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5512,1213654023,Erythroxylum passerinum Mart.,NA,NA,1990-01-15T00:00:00Z,Erythroxylaceae,BR,Bahia,NA,"Pontal, morro de Pernambuco, encosta voltada para o mar.",NA,PRESERVED_SPECIMEN,SPECIES,"Costa-Lima, JL",NA,"Carvalho, AM",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5515,1086628260,Erythroxylum cuspidifolium Mart.,NA,NA,1989-10-22T00:00:00Z,Erythroxylaceae,BR,Paraná,NA,Reserva Biológica de Sapitanduva,NA,PRESERVED_SPECIMEN,SPECIES,"Hatschbach, G.",NA,"Ribas, O.S.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5516,1317591698,Hevea brasiliensis (Willd. ex A.Juss.) Müll.Arg.,NA,NA,1923-09-08T00:00:00Z,Euphorbiaceae,BR,Amazônas / Rondônia,NA,"Porto Velho, Rio Madeira.",NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,J. G. Kuhlmann,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5520,1090812619,Chomelia ribesioides Benth. ex A.Gray,NA,NA,2006-04-27T00:00:00Z,Rubiaceae,BR,Minas Gerais,NA,Capim Branco I,NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,"Rodrigues, V.H.P.; Kilca, R.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5522,2365696408,Lindsaea lancea f. lancea,NA,NA,2006-12-06T00:00:00Z,Lindsaeaceae,BR,Pará,NA,Campo Experimental da Embrapa Amazônia Oriental,NA,PRESERVED_SPECIMEN,FORM,"Maciel, S.",NA,"Maciel, S.; Pietrobom, M.R.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5524,1089035528,Calydorea crocoides Ravenna,NA,NA,1995-12-08T00:00:00Z,Iridaceae,BR,Santa Catarina,NA,Mirante da Serra do Rio do Rastro,NA,PRESERVED_SPECIMEN,SPECIES,"Eggers, L",NA,"Stehmann, JR; Borba, EL; Reis, C; Ippolito, A",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5525,1095333857,Homolepis glutinosa (Sw. ex Smithson) Zuloaga & Soderstr.,NA,NA,2006-03-18T00:00:00Z,Poaceae,BR,Rs,NA,morro São Pedro Econsciência Espaço de Conservação,NA,PRESERVED_SPECIMEN,SPECIES,"Boldrini, II",NA,"Setubal, R; Grings, M; Mello, A",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5526,1077552298,Synedrella nodiflora Gaertn.,NA,NA,1986-01-01T00:00:00Z,Asteraceae,BR,Pernambuco,NA,"Dois Irmãos, Campus da UFRPE.",NA,PRESERVED_SPECIMEN,SPECIES,Rita Pereira,NA,"Coelho, P.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5530,2464843747,Calibrachoa ericifolia (R.E.Fr.) H.J.W.Wijsman,NA,NA,1995-10-12T00:00:00Z,Solanaceae,BR,Paraná,NA,"Passo do Pupo, Cascalheira, Cascalheira",NA,PRESERVED_SPECIMEN,SPECIES,"Stehmann, JR",NA,"Poliquesi, CB; et al.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5531,1042596314,Cochlospermum orinocense Steud.,NA,NA,1967-02-10T00:00:00Z,Bixaceae,BR,Roraima,NA,"Serra Tepequem, Base of Serra Tepequem, Boca da Mata.",NA,PRESERVED_SPECIMEN,SPECIES,"Prance, G.T.",NA,Mike Hopkins,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5535,1423901611,Aspidosperma Mart. & Zucc.,NA,NA,2014-10-29T00:00:00Z,Apocynaceae,BR,Mato Grosso,NA,Resgate da FLORA da UHE Colíder. Lote B de supressão.,NA,PRESERVED_SPECIMEN,GENUS,NA,NA,L. Sardelli; E.C. Tomé; J.A. Silva; R.S. Thomé,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5539,1096931167,Aechmea lamarchei Mez,NA,NA,2006-04-05T00:00:00Z,Bromeliaceae,BR,Es,NA,"Taxonomia de Campo USP, UNICAMP, ESAlq",NA,PRESERVED_SPECIMEN,SPECIES,Thiago S. Coser,NA,"Romão, G.O.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5541,1322488486,Allophylus petiolulatus Radlk.,NA,NA,1995-01-17T00:00:00Z,Sapindaceae,BR,São Paulo,NA,Mun. de São Miguel Arcanjo,NA,PRESERVED_SPECIMEN,SPECIES,"Coelho, R. L. G.",NA,P. L. Moraes & N. Ivanauskas,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5542,1802597940,Coussarea Aubl.,NA,NA,1968-08-15T00:00:00Z,Rubiaceae,BR,Rondônia,NA,Brazilian Amazonia. Porto Velho to Cuiaba highway. Vicinity of Km. 117,NA,PRESERVED_SPECIMEN,GENUS,NA,NA,G. T. Prance & J. F. Ramos,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5543,1440666138,Cecropia pachystachya Trécul,NA,NA,1993-07-22T00:00:00Z,Urticaceae,BR,Minas Gerais,NA,Cardeal Mota. Morro da Pedreira (2º Grupo). Fazenda Canto de Serra,NA,PRESERVED_SPECIMEN,SPECIES,C.C. Berg,NA,J.R. Pirani; N. Roque; M.T.V.A. Campos; M. Meguro,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5544,188385220,Serjania laruotteana Cambess.,NA,NA,2002-03-17T00:00:00Z,Sapindaceae,BR,Rio Grande do Sul,NA,Sao Francisco de Paula. Estrada,NA,PRESERVED_SPECIMEN,SPECIES,P.Acevedo,NA,R.Wasum,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5545,1423926333,Inga maritima Benth.,NA,NA,1921-05-29T00:00:00Z,Fabaceae,BR,Rio de Janeiro,NA,Praia da Gávea.,NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,Dionísio Constantino,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5546,1944981239,Bignoniaceae,NA,NA,2015-03-01T00:00:00Z,Bignoniaceae,BR,Bahia,NA,"Estrada Formosa do Rio Preto para Rochedo, BR 135.",NA,PRESERVED_SPECIMEN,FAMILY,NA,NA,"Labiak, P. H.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5548,1265500531,Coccocypselum lanceolatum Pers.,NA,NA,NA,Rubiaceae,BR,NA,NA,"Ex apricis Brasiliae juxta Sáo Paolo, circ. ad 2400´ s.m.",NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,"Ball, J.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5550,1314874507,Bauhinia guianensis Aubl.,NA,NA,1984-12-01T00:00:00Z,Fabaceae,BR,Pará,NA,Barcarena,NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,"Anderson, A.B.; Rosário, C.S.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5551,1095352123,Thelypteris scabra (C.Presl) Lellinger,NA,NA,1991-11-04T00:00:00Z,Thelypteridaceae,BR,Sc,NA,"Subida da Serra da Rocinha, mata em frente a casa do DER-SC.",NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,"Bueno, RM",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5554,1090461887,Tocoyena bullata Mart.,NA,NA,1980-05-01T00:00:00Z,Rubiaceae,BR,Espírito Santo,NA,"Setiba, lado oposto ao mar.",NA,PRESERVED_SPECIMEN,SPECIES,B. Weinberg,NA,B. Weinberg,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5555,2452843796,Leptotes pauloensis Hoehne,NA,NA,1931-05-01T00:00:00Z,Orchidaceae,BR,Espírito Santo,NA,Cultivado em São Paulo pelo Sr. Juvenal Kirsten,NA,PRESERVED_SPECIMEN,SPECIES,"Hoehne, FC",NA,"Ostermeyer, R",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5556,1252646401,Vernonia petiolaris DC.,NA,NA,1968-09-24T00:00:00Z,Asteraceae,BR,NA,NA,Campo Novo.,NA,PRESERVED_SPECIMEN,SPECIES,Dematteis,NA,"Hatschbach, G.; Guimarães, O.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5561,2459845254,Wilbrandia ebracteata Cogn.,NA,NA,2013-04-30T00:00:00Z,Cucurbitaceae,BR,São Paulo,NA,Área da Cia. Votorantim. Estrada entre o alojamento da Barra e a portaria para Tapiraí.,NA,PRESERVED_SPECIMEN,SPECIES,"Gomes-Klein, V.L.",NA,"Souza, V.C. ; Flores, T.B.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5562,1424457763,Bunchosia pallescens Skottsb.,NA,NA,2010-05-19T00:00:00Z,Malpighiaceae,BR,Santa Catarina,NA,Vargem Grande.,NA,PRESERVED_SPECIMEN,SPECIES,R.F.Almeida & MOOPELLEGRINI,NA,A. Stival- Santos; E. Legal; D. Meyer & S. Silveira,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5564,1570747771,Polygala tuberculata Chodat,NA,NA,2000-01-31T00:00:00Z,Polygalaceae,BR,Bahia,NA,Guiné,NA,PRESERVED_SPECIMEN,SPECIES,"Conceição, AA",NA,"Conceição, AA",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5565,1675514700,Hyperbaena domingensis Benth.,NA,NA,NA,Menispermaceae,BR,Paraná,NA,[_x005F,NA,PRESERVED_SPECIMEN,SPECIES,"Silva, SM",NA,"Britez, RM",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5569,1094785689,Eugenia subavenia O.Berg,NA,NA,1989-05-07T00:00:00Z,Myrtaceae,BR,Santa Catarina,NA,Rodovia Guaratuba-Itapoá.,NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,"Hatschbach, G.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5571,1322727845,Serjania mansiana Mart.,NA,NA,1945-05-30T00:00:00Z,Sapindaceae,BR,Minas Gerais,NA,"Mun. of Belo Horizonte, Bento Pires, near Belo Horizonte.",NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,L. O. Williams & V. Assis,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5572,1314910455,Aparisthmium cordatum (A.Juss.) Baill.,NA,NA,2013-09-27T00:00:00Z,Euphorbiaceae,BR,Pará,NA,Aurora do Pará,NA,PRESERVED_SPECIMEN,SPECIES,"Silva, C.A.S. da",NA,"Silva, C.A.S. da",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5574,1935028141,Combretum Loefl.,NA,NA,2002-03-13T00:00:00Z,Combretaceae,BR,Bahia,NA,"Brejinho das Ametistas, 20 km de Caetité.",NA,PRESERVED_SPECIMEN,GENUS,NA,NA,"Ribeiro, T; Bautista, HP; Roque, N",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5575,1928513560,Carpotroche brasiliensis Endl.,NA,NA,1942-12-06T00:00:00Z,Achariaceae,BR,Bahia,NA,Basin of Rio Santa Ana. Road to Portal,NA,PRESERVED_SPECIMEN,SPECIES,H. O. Sleumer,NA,R. de Lemos Fróes,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5577,1077373265,Cyperus luzulae (L.) Retz.,NA,NA,1961-11-14T00:00:00Z,Cyperaceae,BR,São Paulo,NA,"Parte inferior da encosta leste do vale do Córrego da Ressaca, 6 1/2 km ao SW (ao longo da Rodovia Pres. Dutra) da saída para São José dos Campos, e dentro de 500 m ao SE da rodovia.",NA,PRESERVED_SPECIMEN,SPECIES,"Eiten, L.T.",NA,"Mimura, I.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5579,2618355008,Smilax elastica Griseb.,NA,NA,1864-02-01T00:00:00Z,Smilacaceae,BR,Minas Gerais,NA,Prov. Minas Geraes: Caldas.,NA,PRESERVED_SPECIMEN,SPECIES,NA,NA,A. F. Regnell,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5584,1087019224,Cassia uniflora var. ramosa (Vogel) Benth.,NA,NA,1945-05-03T00:00:00Z,Fabaceae,BR,Minas Gerais,NA,Sêrro,NA,PRESERVED_SPECIMEN,VARIETY,"Irwin, H.C & Barneby, R.C.",NA,"Williams, L.O.; Assis, Vicente.",BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
GBIF_5590,2235638868,Dalbergia ecastaphyllum Taub.,NA,NA,2007-09-19T00:00:00Z,Fabaceae,BR,Rio de Janeiro,NA,"Cambiunas, bairro Logomar",NA,PRESERVED_SPECIMEN,SPECIES,"Castilhori, M.F.",NA,J. Fontella ; T. Konno 970,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
