input,sort,taxonID,scientificName,taxonRank,taxonomicStatus,acceptedNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,parentNameUsageID,originalNameUsageID,scientificNameAuthorship,vernacularName
GBIF:2651289,1,GBIF:2651289,Hymenophyllum hirsutum,species,accepted,GBIF:2651289,Plantae,Tracheophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,hirsutum,,2651287,5275214,Sw. (L.),hairy filmy fern
GBIF:7288694,2,GBIF:7288694,Elaphoglossum scolopendrifolium,species,accepted,GBIF:7288694,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,scolopendrifolium,,2651032,3915148,J.Sm. (Raddi),
GBIF:2792004,3,GBIF:2792004,Polystachya foliosa,species,accepted,GBIF:2792004,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Polystachya,foliosa,,2791998,5307895,Rchb.f.,lesser yellowspike orchid
GBIF:2650518,4,GBIF:2650518,Campyloneurum repens,species,accepted,GBIF:2650518,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Campyloneurum,repens,,7500358,5274990,C.Presl (Aubl.),creeping strapfern
GBIF:3607148,5,GBIF:3607148,Polyphlebium angustatum,species,accepted,GBIF:3607148,Plantae,Tracheophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Polyphlebium,angustatum,,6420172,,Ebihara & Dubuisson (Carmich.),
GBIF:5318449,6,GBIF:5318449,Maxillaria neowiedii,species,accepted,GBIF:5318449,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,neowiedii,,2825779,,Rchb.f.,
GBIF:5318019,7,GBIF:5318019,Maxillaria marginata,species,accepted,GBIF:5318019,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,marginata,,2825779,5318487,Fenzl (Lindl.),
GBIF:5572320,8,GBIF:5572320,Ficus americana guianensis,subspecies,accepted,GBIF:5572320,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,americana,guianensis,5361926,5570813,C.C.Berg (Desv.),
GBIF:5361910,9,GBIF:5361910,Ficus obtusifolia,species,accepted,GBIF:5361910,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,obtusifolia,,2984588,,Kunth,apuí
GBIF:7944396,10,GBIF:7944396,Ficus pertusa,species,accepted,GBIF:7944396,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,pertusa,,2984588,,L.f.,oleanderfikus
GBIF:7944396,11,GBIF:7944396,Ficus pertusa,species,accepted,GBIF:7944396,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,pertusa,,2984588,,L.f.,oleanderfikus
GBIF:7835333,12,GBIF:7835333,Ficus elastica,species,accepted,GBIF:7835333,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,elastica,,2984588,,Roxb.,印度橡膠樹
GBIF:2980360,13,GBIF:2980360,Senegalia polyphylla,species,accepted,GBIF:2980360,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senegalia,polyphylla,,7989631,,Britton & Rose ex Britton & Killip,white-tamarind
GBIF:3174923,14,GBIF:3174923,Myrcia guianensis,species,accepted,GBIF:3174923,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,guianensis,,7395601,,DC.,Poivrier Jamaique
GBIF:3782598,15,GBIF:3782598,Siparuna brasiliensis,species,accepted,GBIF:3782598,Plantae,Tracheophyta,Magnoliopsida,Laurales,Siparunaceae,Siparuna,brasiliensis,,7264484,,A.DC.,negra-mina
GBIF:3124828,16,GBIF:3124828,Cyrtocymura scorpioides,species,accepted,GBIF:3124828,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cyrtocymura,scorpioides,,3130432,,H.Rob. (Lam.),Wild Patchouli
GBIF:3933670,17,GBIF:3933670,Sida acuta,species,accepted,GBIF:3933670,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sida,acuta,,3152100,,Burm.f.,細葉金午時花
GBIF:3933670,18,GBIF:3933670,Sida acuta,species,accepted,GBIF:3933670,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sida,acuta,,3152100,,Burm.f.,細葉金午時花
GBIF:3142713,19,GBIF:3142713,Symphyopappus compressus,species,accepted,GBIF:3142713,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Symphyopappus,compressus,,3146470,,B.L.Rob.,
GBIF:3870000,20,GBIF:3870000,Pleroma gracile,species,accepted,GBIF:3870000,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Pleroma,gracile,,7273178,,A.Gray,
GBIF:5354969,21,GBIF:5354969,Machaerium isadelphum,species,accepted,GBIF:5354969,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Machaerium,isadelphum,,2959589,2959672,Standl. (E.Mey.),Una De Perro
GBIF:7422518,22,GBIF:7422518,Myrsine umbellata,species,accepted,GBIF:7422518,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,umbellata,,3169412,,Mart.,
GBIF:9381806,23,GBIF:9381806,Cryptolophocolea martiana,species,accepted,GBIF:9381806,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophocoleaceae,Cryptolophocolea,martiana,,9486463,4276922,"L.Söderstr., Crand.-Stotl. & Stotler (Nees)",
GBIF:7297353,24,GBIF:7297353,Lippia origanoides,species,accepted,GBIF:7297353,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lippia,origanoides,,2925383,,Kunth,
GBIF:3174691,25,GBIF:3174691,Myrcia splendens,species,accepted,GBIF:3174691,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,splendens,,7395601,,DC.,Tinajero
GBIF:3187961,26,GBIF:3187961,Blepharocalyx eggersii,species,accepted,GBIF:3187961,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Blepharocalyx,eggersii,,3187870,,Landrum (Kiaerskou),Petite-feuille
GBIF:3074638,27,GBIF:3074638,Microstachys corniculata,species,accepted,GBIF:3074638,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Microstachys,corniculata,,3074584,3074691,A.Juss. ex Griseb. (Vahl),hato tejas
GBIF:7330798,28,GBIF:7330798,Clethra scabra,species,accepted,GBIF:7330798,Plantae,Tracheophyta,Magnoliopsida,Ericales,Clethraceae,Clethra,scabra,,2888321,,Pers.,Caujuja
GBIF:7330798,29,GBIF:7330798,Clethra scabra,species,accepted,GBIF:7330798,Plantae,Tracheophyta,Magnoliopsida,Ericales,Clethraceae,Clethra,scabra,,2888321,,Pers.,Caujuja
GBIF:2958462,30,GBIF:2958462,Caesalpinia microphylla,species,accepted,GBIF:2958462,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,microphylla,,2958443,,Mart. ex G.Don,Catingueira Rasteira
GBIF:3762938,31,GBIF:3762938,Sorocea guilleminiana,species,accepted,GBIF:3762938,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Sorocea,guilleminiana,,7262353,,Gaudich.,bainha-de-espada
GBIF:3174416,32,GBIF:3174416,Myrcia tomentosa,species,accepted,GBIF:3174416,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,tomentosa,,7395601,5415683,DC.,
GBIF:5342608,33,GBIF:5342608,Pterodon emarginatus,species,accepted,GBIF:5342608,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pterodon,emarginatus,,2933939,,Vogel,Sucupira-Branca
GBIF:2950126,34,GBIF:2950126,Chamaecrista cytisoides blanchetii,variety,accepted,GBIF:2950126,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,cytisoides,blanchetii,2950121,5351502,H.S.Irwin & Barneby (Benth.),
GBIF:8788742,35,GBIF:8788742,Parablechnum cordatum,species,accepted,GBIF:8788742,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Parablechnum,cordatum,,7296866,,Gasper & Salino (Desv.),
GBIF:7837453,36,GBIF:7837453,Spermacoce ocymifolia,species,accepted,GBIF:7837453,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Spermacoce,ocymifolia,,2918053,,Willd.,
GBIF:2958555,37,GBIF:2958555,Caesalpinia bracteosa,species,accepted,GBIF:2958555,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,bracteosa,,2958443,9246166,Tul.,Pau De Rato
GBIF:5352110,38,GBIF:5352110,Swartzia multijuga,species,accepted,GBIF:5352110,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Swartzia,multijuga,,2950920,,Vogel,Culhão de bode
GBIF:5361698,39,GBIF:5361698,Ateleia gummifera,species,accepted,GBIF:5361698,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ateleia,gummifera,,2983934,,D.Dietr.,Tushche
GBIF:2958803,40,GBIF:2958803,Caesalpinia pyramidalis,species,accepted,GBIF:2958803,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,pyramidalis,,2958443,,Tul.,
GBIF:7304410,41,GBIF:7304410,Persea pyrifolia,species,accepted,GBIF:7304410,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,pyrifolia,,3034041,,Nees & Mart.,
GBIF:2918601,42,GBIF:2918601,Spermacoce scabiosoides,species,accepted,GBIF:2918601,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Spermacoce,scabiosoides,,2918053,2918603,Kuntze (Cham. & Schltdl.),
GBIF:2982621,43,GBIF:2982621,Vigna candida,species,accepted,GBIF:2982621,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,candida,,2982372,5360689,"Maréchal, Mascherpa & Stainier (Vell.)",
GBIF:5380543,44,GBIF:5380543,Sebastiania klotzschiana,species,accepted,GBIF:5380543,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Sebastiania,klotzschiana,,8343318,3073268,Müll.Arg.,
GBIF:4135033,45,GBIF:4135033,Lasiacis maculata,species,accepted,GBIF:4135033,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Lasiacis,maculata,,2702848,,Urb.,
GBIF:7305873,46,GBIF:7305873,Piper corcovadense,species,accepted,GBIF:7305873,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,corcovadense,,3075433,,C.DC.,
GBIF:8599572,47,GBIF:8599572,Salacia elliptica,species,accepted,GBIF:8599572,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Salacia,elliptica,,3169160,,G.Don,SIPUTÁ
GBIF:7298607,48,GBIF:7298607,Tabebuia insignis,species,accepted,GBIF:7298607,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Tabebuia,insignis,,3172523,8224128,Sandwith (Miq.),
GBIF:6749953,49,GBIF:6749953,Miconia theizans,species,accepted,GBIF:6749953,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,theizans,,3188558,7561587,Cogn. (Bonpl.),
GBIF:9374911,50,GBIF:9374911,Myrcia neoobscura,species,accepted,GBIF:9374911,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,neoobscura,,7395601,,E.Lucas & C.E.Wilson,
GBIF:3060998,51,GBIF:3060998,Manihot esculenta,species,accepted,GBIF:3060998,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,esculenta,,3060685,,Crantz,樹薯
GBIF:2958733,52,GBIF:2958733,Caesalpinia laxiflora,species,accepted,GBIF:2958733,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,laxiflora,,2958443,,Tul.,Catingueira
GBIF:3600796,53,GBIF:3600796,Cyathea axillaris,species,accepted,GBIF:3600796,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,axillaris,,2650273,,Lellinger (Fée),
GBIF:2958602,54,GBIF:2958602,Caesalpinia pluviosa,species,accepted,GBIF:2958602,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,pluviosa,,2958443,,DC.,
GBIF:2920891,55,GBIF:2920891,Psychotria carthagenensis,species,accepted,GBIF:2920891,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Psychotria,carthagenensis,,2919963,,Jacq.,rainha
GBIF:2016303,56,GBIF:2016303,Cordia,genus,accepted,GBIF:2016303,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Cordia,,,3764,,"Stål, 1866",
GBIF:2900865,57,GBIF:2900865,Cordia,genus,accepted,GBIF:2900865,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Ehretiaceae,Cordia,,,4923856,,L.,
GBIF:7845551,58,GBIF:7845551,Senegalia langsdorfii,species,accepted,GBIF:7845551,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senegalia,langsdorfii,,7989631,3976491,Seigler & Ebinger (Benth.),maracaipe
GBIF:7362167,59,GBIF:7362167,Geissanthus ambigua,species,accepted,GBIF:7362167,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Geissanthus,ambigua,,7330862,5558051,Agostini (C.Martius),
GBIF:3059081,60,GBIF:3059081,Croton grandivelum,species,accepted,GBIF:3059081,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,grandivelum,,3057454,,Baill.,
GBIF:3059308,61,GBIF:3059308,Croton verrucosus,species,accepted,GBIF:3059308,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,verrucosus,,3057454,,Radcl.-Sm. & Govaerts,
GBIF:3251778,62,GBIF:3251778,Casearia,genus,accepted,GBIF:3251778,Animalia,Porifera,Hexactinellida,,Plieolitidae,Casearia,,,3251776,,"Quenstedt, 1857",
GBIF:2874105,63,GBIF:2874105,Casearia,genus,accepted,GBIF:2874105,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Casearia,,,6664,,Jacq.,
GBIF:9484261,64,GBIF:9484261,Eumachia cephalantha,species,accepted,GBIF:9484261,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Eumachia,cephalantha,,2896907,,Delprete & J.H.Kirkbr. (Müll.Arg.),
GBIF:3063242,65,GBIF:3063242,Actinostemon klotzschii,species,accepted,GBIF:3063242,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Actinostemon,klotzschii,,8265757,,Pax,canela-de-veado-comum
GBIF:5416681,66,GBIF:5416681,Eugenia brevistyla,species,accepted,GBIF:5416681,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,brevistyla,,3177662,,D.Legrand,
GBIF:2884675,67,GBIF:2884675,Pouteria cuspidata,species,accepted,GBIF:2884675,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Pouteria,cuspidata,,2884049,,Baehni (A.DC.),
GBIF:9777854,68,GBIF:9777854,Monteverdia dasyclados,species,accepted,GBIF:9777854,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Monteverdia,dasyclados,,7265474,7265716,Biral (Mart.),
GBIF:2921430,69,GBIF:2921430,Psychotria mamillaris,species,accepted,GBIF:2921430,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Psychotria,mamillaris,,2919963,,Müll.Arg.,
GBIF:9732816,70,GBIF:9732816,Monteverdia brasiliensis,species,accepted,GBIF:9732816,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Monteverdia,brasiliensis,,7265474,,Biral (Mart.),
GBIF:8690066,71,GBIF:8690066,Hirtella,genus,accepted,GBIF:8690066,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hirtella,,,5158,,"Pereira, Zanata, Cetra & Reis, 2014",
GBIF:2944960,72,GBIF:2944960,Hirtella,genus,accepted,GBIF:2944960,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Hirtella,,,9111,,L.,
GBIF:8095300,73,GBIF:8095300,Palicourea hoffmannseggiana,species,accepted,GBIF:8095300,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,hoffmannseggiana,,2898662,2919992,Borhidi (Willd. ex Schult.),
GBIF:5600740,74,GBIF:5600740,Pterolepis parnassiifolia piatensis,variety,accepted,GBIF:5600740,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Pterolepis,parnassiifolia,piatensis,3866381,,S.S.Renner,
GBIF:7548631,75,GBIF:7548631,Pterolepis parnassiifolia piatensis,subspecies,accepted,GBIF:7548631,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Pterolepis,parnassiifolia,piatensis,3866381,,Renner,
GBIF:5386,76,GBIF:5386,Fabaceae,family,accepted,GBIF:5386,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,,,,1370,,,マメ
GBIF:7285537,77,GBIF:7285537,Banisteriopsis malifolia malifolia,variety,accepted,GBIF:7285537,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Banisteriopsis,malifolia,malifolia,7285536,,,
GBIF:8844024,78,GBIF:8844024,Banisteriopsis malifolia malifolia,subspecies,accepted,GBIF:8844024,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Banisteriopsis,malifolia,malifolia,7285536,,,
GBIF:7173418,79,GBIF:7173418,Pellaea mucronata mucronata,subspecies,accepted,GBIF:7173418,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pellaea,mucronata,mucronata,5275421,,,birdfoot cliffbrake
GBIF:1853247,80,GBIF:1853247,Eriochrysis,genus,accepted,GBIF:1853247,Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Eriochrysis,,,8861,,"Meyrick, 1937",
GBIF:2705320,81,GBIF:2705320,Eriochrysis,genus,accepted,GBIF:2705320,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eriochrysis,,,3073,,P.Beauv.,moco de pavo
GBIF:3256849,82,GBIF:3256849,Fuchsia,genus,accepted,GBIF:3256849,Animalia,Arthropoda,Insecta,Lepidoptera,Elachistidae,Fuchsia,,,7297,,"Spuler, 1910",
GBIF:5938221,83,GBIF:5938221,Fuchsia,genus,accepted,GBIF:5938221,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,,,2430,,L.,fuchsior
GBIF:2283858,84,,,,,,,,,,,,,,,,,
GBIF:2899396,85,GBIF:2899396,Schradera,genus,accepted,GBIF:2899396,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Schradera,,,8798,,Vahl,
GBIF:2234721,86,GBIF:2234721,Sida,genus,accepted,GBIF:2234721,Animalia,Arthropoda,Branchiopoda,Diplostraca,Sididae,Sida,,,7643,,"Straus, 1820",ugrashampslekta
GBIF:3152100,87,GBIF:3152100,Sida,genus,accepted,GBIF:3152100,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sida,,,6685,,L.,wireweed
GBIF:6685,88,GBIF:6685,Malvaceae,family,accepted,GBIF:6685,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,,,,941,,,アオイ
GBIF:8873675,89,GBIF:8873675,Eriosema crinitum crinitum,subspecies,accepted,GBIF:8873675,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Eriosema,crinitum,crinitum,5349020,,,
GBIF:7067453,90,GBIF:7067453,Eriosema crinitum crinitum,variety,accepted,GBIF:7067453,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Eriosema,crinitum,crinitum,5349020,,,
GBIF:9473413,91,GBIF:9473413,Eumachia astrellantha,species,accepted,GBIF:9473413,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Eumachia,astrellantha,,2896907,2923904,Delprete & J.H.Kirkbr. (Wernham),
GBIF:1871482,92,GBIF:1871482,Asemeia,genus,accepted,GBIF:1871482,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Asemeia,,,5336,,"Hampson, 1930",
GBIF:3234753,93,GBIF:3234753,Asemeia,genus,accepted,GBIF:3234753,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Asemeia,,,2417,,Raf.,
GBIF:3247625,94,GBIF:3247625,Ruellia,genus,accepted,GBIF:3247625,Animalia,Mollusca,Bivalvia,Venerida,,Ruellia,,,9310756,,"Cossmann, 1913",
GBIF:3171840,95,GBIF:3171840,Ruellia,genus,accepted,GBIF:3171840,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Ruellia,,,2393,,L.,wild petunia
GBIF:2287328,96,GBIF:2287328,Digitaria,genus,accepted,GBIF:2287328,Animalia,Mollusca,Bivalvia,Carditida,Astartidae,Digitaria,,,6859,,"S.V.Wood, 1853",
GBIF:2704525,97,GBIF:2704525,Digitaria,genus,accepted,GBIF:2704525,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,,,3073,,Haller,fingerhirser
GBIF:2705540,98,GBIF:2705540,Paspalum,genus,accepted,GBIF:2705540,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,,,3073,,L.,tvillinghirser
GBIF:2705530,99,GBIF:2705530,Tripsacum,genus,accepted,GBIF:2705530,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Tripsacum,,,3073,,L.,gamagrass
GBIF:1835688,100,GBIF:1835688,Inga,genus,accepted,GBIF:1835688,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Inga,,,9689,,"Busck, 1908",
GBIF:2965936,101,GBIF:2965936,Inga,genus,accepted,GBIF:2965936,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Inga,,,5386,,Mill.,
GBIF:2493174,102,GBIF:2493174,Randia,genus,accepted,GBIF:2493174,Animalia,Chordata,Aves,Passeriformes,Bernieridae,Randia,,,6101071,,"Delacour, 1931",
GBIF:2911655,103,GBIF:2911655,Randia,genus,accepted,GBIF:2911655,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Randia,,,8798,,L.,indigoberry
GBIF:7278503,104,GBIF:7278503,Copaifera langsdorffii langsdorffii,form,accepted,GBIF:7278503,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Copaifera,langsdorffii,langsdorffii,2978171,,,
GBIF:7224573,105,GBIF:7224573,Copaifera langsdorffii langsdorffii,variety,accepted,GBIF:7224573,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Copaifera,langsdorffii,langsdorffii,2978171,,,
GBIF:7360907,106,GBIF:7360907,Polypodium,genus,accepted,GBIF:7360907,Animalia,Cnidaria,Hydrozoa,Narcomedusae,Polypodiidae,Polypodium,,,6174,,"Ussow, 1887",stensötor
GBIF:2650111,107,GBIF:2650111,Polypodium,genus,accepted,GBIF:2650111,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Polypodium,,,2368,,L.,Tüpfelfarn
GBIF:4221994,108,GBIF:4221994,Erechtites hieraciifolia,species,accepted,GBIF:4221994,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erechtites,hieraciifolia,,3132453,9555463,Raf. ex DC. (L.),饑荒草
GBIF:2953342,109,GBIF:2953342,Bauhinia guianensis,species,accepted,GBIF:2953342,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,guianensis,,2952935,,Aubl.,Tiane Grand-bois
GBIF:4933082,110,GBIF:4933082,Brachiaria eminii,species,accepted,GBIF:4933082,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Brachiaria,eminii,,2704067,,Robyns (Mez),
GBIF:3084670,111,GBIF:3084670,Talinum fruticosum,species,accepted,GBIF:3084670,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Talinaceae,Talinum,fruticosum,,3084663,4023402,Juss. (L.),waterleaf
GBIF:3084672,112,GBIF:3084672,Talinum paniculatum,species,accepted,GBIF:3084672,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Talinaceae,Talinum,paniculatum,,3084663,4022465,Gaertn. (Jacq.),土人參
GBIF:7286787,113,GBIF:7286787,Protium heptaphyllum heptaphyllum,subspecies,accepted,GBIF:7286787,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Protium,heptaphyllum,heptaphyllum,7286785,,,breu de caatinga
GBIF:7286786,114,GBIF:7286786,Protium heptaphyllum heptaphyllum,variety,accepted,GBIF:7286786,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Protium,heptaphyllum,heptaphyllum,7286785,,,
GBIF:8762304,115,GBIF:8762304,Protium heptaphyllum heptaphyllum,form,accepted,GBIF:8762304,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Protium,heptaphyllum,heptaphyllum,7286785,,,
GBIF:2957988,116,GBIF:2957988,Senna macranthera nervosa,variety,accepted,GBIF:2957988,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,macranthera,nervosa,2957977,,H.S.Irwin & Barneby (Vogel),
GBIF:8952933,117,GBIF:8952933,Senna macranthera nervosa,subspecies,accepted,GBIF:8952933,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,macranthera,nervosa,2957977,,H.S.Irwin & Barneby (Vogel),
GBIF:7309958,118,GBIF:7309958,Trigonia nivea nivea,variety,accepted,GBIF:7309958,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Trigoniaceae,Trigonia,nivea,nivea,7309957,,,
GBIF:7309965,119,GBIF:7309965,Trigonia nivea nivea,form,accepted,GBIF:7309965,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Trigoniaceae,Trigonia,nivea,nivea,7309957,,,
GBIF:5380859,120,GBIF:5380859,Astraea lobata,species,accepted,GBIF:5380859,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Astraea,lobata,,3074966,7276218,Klotzsch,lobed croton
GBIF:2904597,121,GBIF:2904597,Justicia,genus,accepted,GBIF:2904597,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Justicia,,,2393,,L.,water-willow
GBIF:2896440,122,GBIF:2896440,Gonzalagunia,genus,accepted,GBIF:2896440,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Gonzalagunia,,,8798,,Ruiz & Pav.,
GBIF:8976894,123,GBIF:8976894,Hexasepalum radulum,species,accepted,GBIF:8976894,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hexasepalum,radulum,,7271157,2901480,Delprete & J.H.Kirkbr. (Willd.),
GBIF:8737409,124,GBIF:8737409,Mimosa acutistipula ferrea,subspecies,accepted,GBIF:8737409,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,acutistipula,ferrea,2969280,,Barneby,
GBIF:3794817,125,GBIF:3794817,Mimosa acutistipula ferrea,variety,accepted,GBIF:3794817,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,acutistipula,ferrea,2969280,,Barneby,Jureminha
GBIF:8922040,126,GBIF:8922040,Symphonia globulifera globulifera,subspecies,accepted,GBIF:8922040,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Symphonia,globulifera,globulifera,8185162,,,
